Org_Name,Original_Text,Reported_Date,Cleaned_Date,URL,Name_Processing
American Tire DistributorsInc. ,"American Tire Distributors, Inc. , February 11, 2019 ","February 11, 2019 ",2/11/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/american-tires-20190211.pdf,"American Tire DistributorsInc. , February 11, 2019 "
American Tire Disttributors HoldingsInc.,"American Tire Disttributors Holdings, Inc., March 17, 2017 ","March 17, 2017 ",3/17/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/american-tire-20170317.pdf,"American Tire Disttributors HoldingsInc., March 17, 2017 "
American Tool Supply,"American Tool Supply, November 19, 2012 ","November 19, 2012 ",11/19/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/american-tool-supply-20121119.pdf,"American Tool Supply, November 19, 2012 "
Americans for Prosperity,"Americans for Prosperity, September 3, 2020 ","September 3, 2020 ",9/3/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/americans-prosperity-20200903.pdf,"Americans for Prosperity, September 3, 2020 "
AmeriPride ServicesInc.,"AmeriPride Services, Inc., February 26, 2016 ","February 26, 2016 ",2/26/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ameripride-20160226.pdf,"AmeriPride ServicesInc., February 26, 2016 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., September 4, 2020 ","September 4, 2020 ",9/4/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-financial-services-20200904.pdf,"Ameriprise Financial ServicesInc., September 4, 2020 "
Ameriprise Financial ServicesInc,"Ameriprise Financial Services, Inc, December 18, 2018 ","December 18, 2018 ",12/18/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20181218.pdf,"Ameriprise Financial ServicesInc, December 18, 2018 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., July 13, 2017 ","July 13, 2017 ",7/13/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20170713.pdf,"Ameriprise Financial ServicesInc., July 13, 2017 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., April 06, 2017 ","April 06, 2017 ",4/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20170406.pdf,"Ameriprise Financial ServicesInc., April 06, 2017 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., March 14, 2017 ","March 14, 2017 ",3/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20170314.pdf,"Ameriprise Financial ServicesInc., March 14, 2017 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., December 21, 2016 ","December 21, 2016 ",12/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20161221.pdf,"Ameriprise Financial ServicesInc., December 21, 2016 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., June 13, 2016 ","June 13, 2016 ",6/13/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20160613.pdf,"Ameriprise Financial ServicesInc., June 13, 2016 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., November 25, 2015 ","November 25, 2015 ",11/25/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20151125.pdf,"Ameriprise Financial ServicesInc., November 25, 2015 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., February 06, 2015 ","February 06, 2015 ",2/6/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20150206.pdf,"Ameriprise Financial ServicesInc., February 06, 2015 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., November 13 2012 ",November 13 2012 ,11/13/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20121113.pdf,"Ameriprise Financial ServicesInc., November 13 2012 "
Ameriprise Financial ServicesInc.,"Ameriprise Financial Services, Inc., February 12, 2010 ","February 12, 2010 ",2/12/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/ameriprise-20100212.pdf,"Ameriprise Financial ServicesInc., February 12, 2010 "
Ameritrade Security,"Ameritrade Security, September 13, 2007 ","September 13, 2007 ",9/13/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/ameritrade-security-20070913.pdf,"Ameritrade Security, September 13, 2007 "
Amphastar PharmaceuticalsInc.,"Amphastar Pharmaceuticals, Inc., September 4, 2020 ","September 4, 2020 ",9/4/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/amphastar-pharmaceuticals-20200904.pdf,"Amphastar PharmaceuticalsInc., September 4, 2020 "
Amphastar PharmaceuticalsInc.,"Amphastar Pharmaceuticals, Inc., August 28, 2020 ","August 28, 2020 ",8/28/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/amphastar-pharmaceuticals-20200828.pdf,"Amphastar PharmaceuticalsInc., August 28, 2020 "
Amplify EducationInc.,"Amplify Education, Inc., February 16, 2017 ","February 16, 2017 ",2/16/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/amplify-education-20170216.pdf,"Amplify EducationInc., February 16, 2017 "
AMR Resorts,"AMR Resorts, December 15, 2014 ","December 15, 2014 ",12/15/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/amr-resorts-20141215.pdf,"AMR Resorts, December 15, 2014 "
Amsterdam,"Amsterdam, May 14, 2019 ","May 14, 2019 ",5/14/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/amsterdam-20190514.pdf,"Amsterdam, May 14, 2019 "
AmTote,"AmTote, February 06, 2017 ","February 06, 2017 ",2/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/amtote-20170206.pdf,"AmTote, February 06, 2017 "
Anchor Loans,"Anchor Loans, December 09, 2016 ","December 09, 2016 ",12/9/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/anchor-loans-20161209.pdf,"Anchor Loans, December 09, 2016 "
"Anderson Bagley & Mayo Insurance AgencyInc. (""AB&M"")","Anderson, Bagley & Mayo Insurance Agency, Inc. (""AB&M""), November 09, 2018 ","Mayo Insurance AgencyInc. (""AB&M""), November 09, 2018 ",11/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/anderson-bagley-mayo-20181109.pdf,"Anderson Bagley &, Mayo Insurance AgencyInc. (""AB&M""), November 09, 2018 "
Anderson & MurisonInc.,"Anderson & Murison, Inc., October 31, 2014 ","October 31, 2014 ",10/31/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/anderson-murison-20141031.pdf,"Anderson & MurisonInc., October 31, 2014 "
Anderson & MurisonInc.,"Anderson & Murison, Inc., August 07, 2014 ","August 07, 2014 ",8/7/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/anderson-murison-20140807.pdf,"Anderson & MurisonInc., August 07, 2014 "
Anderson & VreelandInc.,"Anderson & Vreeland, Inc., June 28, 2018 ","June 28, 2018 ",6/28/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/anderson-20180628.pdf,"Anderson & VreelandInc., June 28, 2018 "
Andrews CPA LLC (Mark F.),"Andrews, CPA, LLC (Mark F.) August 24, 2017 ","August 24, 2017 ",8/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/andrews-cpa-20170824.pdf,"Andrews CPA LLC (Mark F.), August 24, 2017 "
Angel Productions WorldwideInc.,"Angel Productions Worldwide, Inc., July 20, 2020 ","July 20, 2020 ",7/20/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/angel-productions-worldwide-20200720.pdf,"Angel Productions WorldwideInc., July 20, 2020 "
Angliss & Colohan PC,"Angliss & Colohan, PC, May 30, 2017 ","May 30, 2017 ",5/30/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/angliss-colohan-20170530.pdf,"Angliss & Colohan PC, May 30, 2017 "
AnnieMac Home Mortgage,"AnnieMac Home Mortgage, February 16, 2018 ","February 16, 2018 ",2/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/anniemac-20180216.pdf,"AnnieMac Home Mortgage, February 16, 2018 "
Another Planet Entertainment,"Another Planet Entertainment, October 03, 2018 ","October 03, 2018 ",10/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/another-planet-entertainment-20181003.pdf,"Another Planet Entertainment, October 03, 2018 "
ANSYSInc.,"ANSYS, Inc., July 30, 2019 ","July 30, 2019 ",7/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/ansys-20190730.pdf,"ANSYSInc., July 30, 2019 "
Anthem Blue Cross and Blue Shield,"Anthem Blue Cross and Blue Shield, February 18, 2015 ","February 18, 2015 ",2/18/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-20150218.pdf,"Anthem Blue Cross and Blue Shield, February 18, 2015 "
Anthem Blue Cross and Blue Shield,"Anthem Blue Cross and Blue Shield, March 14, 2013 ","March 14, 2013 ",3/14/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-20130314.pdf,"Anthem Blue Cross and Blue Shield, March 14, 2013 "
AnthemInc.,"Anthem, Inc., June 01, 2015 ","June 01, 2015 ",6/1/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-20150601.pdf,"AnthemInc., June 01, 2015 "
Anthem McDermott BlueCross BlueShield Medical Plan,"Anthem McDermott BlueCross BlueShield Medical Plan, March 125, 201 ","March 125, 201 ",3/12/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-mcdermott-20150312.pdf,"Anthem McDermott BlueCross BlueShield Medical Plan, March 125, 201 "
Anthem McDermott BlueCross BlueShield Medical Plan,"Anthem McDermott BlueCross, BlueShield Medical Plan, February 27, 2015 ","February 27, 2015 ",2/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/mcdermott-bluecross-blueshield-20150227.pdf,"Anthem McDermott BlueCross BlueShield Medical Plan, February 27, 2015 "
Anthem Blue Cross Blue Shield of MA,"Anthem Blue Cross Blue Shield of MA, March 20, 2015 ","March 20, 2015 ",3/20/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-20150320.pdf,"Anthem Blue Cross Blue Shield of MA, March 20, 2015 "
Anvil Accounting Services LLC,"Anvil Accounting Services, LLC, August 12, 2019 ","August 12, 2019 ",8/12/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/anvil-accounting-20190812.pdf,"Anvil Accounting Services LLC, August 12, 2019 "
Appen Butler HillInc.,"Appen Butler Hill, Inc., January 05. 2018 ",January 05. 2018 ,1/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/appen-butler-20180105.pdf,"Appen Butler HillInc., January 05. 2018 "
Apple America Group LLC,"Apple America Group LLC, March 15, 2015 ","March 15, 2015 ",3/15/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/apple-america-group-20150315.pdf,"Apple America Group LLC, March 15, 2015 "
Apple,"Apple, May 30, 2019 ","May 30, 2019 ",5/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/apple-20190530.pdf,"Apple, May 30, 2019 "
Apple,"Apple, June 16, 2011 ","June 16, 2011 ",6/16/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/apple-20110616.pdf,"Apple, June 16, 2011 "
Apple Leisure Group,"Apple Leisure Group, December 15, 2014 ","December 15, 2014 ",12/15/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/apple-leisure-group-20141215.pdf.pdf,"Apple Leisure Group, December 15, 2014 "
Applied Micro Circuits Corp.,"Applied Micro Circuits Corp., March 24, 2011 ","March 24, 2011 ",3/24/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/applied-micro-circuits-20110324.pdf,"Applied Micro Circuits Corp., March 24, 2011 "
Applied SystemsInc.,"Applied Systems, Inc., March 07, 2016 ","March 07, 2016 ",3/7/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/applied-systems-20160307.pdf,"Applied SystemsInc., March 07, 2016 "
Apria HealthcareInc.,"Apria Healthcare, Inc., October 20, 2016 ","October 20, 2016 ",10/20/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/apria-20161020.pdf,"Apria HealthcareInc., October 20, 2016 "
Apria HealthcareInc.,"Apria Healthcare, Inc. September 27, 2012 ","September 27, 2012 ",9/27/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/apria-healthcare-20120927.pdf,"Apria HealthcareInc., September 27, 2012 "
Apria HealthcareInc.,"Apria Healthcare, Inc., August 15, 2012 ","August 15, 2012 ",8/15/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/apria-healthcare-20120815.pdf,"Apria HealthcareInc., August 15, 2012 "
Aprio LLP,"Aprio LLP, May 24, 2019 ","May 24, 2019 ",5/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/aprio-20190524.PDF,"Aprio LLP, May 24, 2019 "
Aptos,"Aptos, August 24, 2017 ","August 24, 2017 ",8/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170824.pdf,"Aptos, August 24, 2017 "
Aptos,"Aptos, April 28, 2017 ","April 28, 2017 ",4/28/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170428.pdf,"Aptos, April 28, 2017 "
Aptos,"Aptos, April 04, 2017 ","April 04, 2017 ",4/4/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170404.pdf,"Aptos, April 04, 2017 "
Aptos,"Aptos, March 10, 2017 ","March 10, 2017 ",3/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170310.pdf,"Aptos, March 10, 2017 "
Aptos,"Aptos, March 08, 2017 ","March 08, 2017 ",3/8/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170308.pdf,"Aptos, March 08, 2017 "
Aptos,"Aptos, March 03, 2017 ","March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170303.pdf,"Aptos, March 03, 2017 "
Aptos,"Aptos, February 25, 2017 ","February 25, 2017 ",2/25/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170225.pdf,"Aptos, February 25, 2017 "
Aptus Health Inc.,"Aptus Health Inc., January 31, 2019 ","January 31, 2019 ",1/31/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/aptus-health-20190131.pdf,"Aptus Health Inc., January 31, 2019 "
Aqua-Aston Hospitality LLC,"Aqua-Aston Hospitality, LLC, July 06, 2017 ","July 06, 2017 ",7/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aqua-aston-20170706.pdf,"Aqua-Aston Hospitality LLC, July 06, 2017 "
Aquiline Holdings LLC,"Aquiline Holdings, LLC, November 4, 2019 ","November 4, 2019 ",11/4/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/aquiline-holdings-20191104.pdf,"Aquiline Holdings LLC, November 4, 2019 "
Arabella Advisors LLC,"Arabella Advisors, LLC, February 22, 2017 ","February 22, 2017 ",2/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/arabella-20170222.pdf,"Arabella Advisors LLC, February 22, 2017 "
Arbiter Sports LLC,"Arbiter Sports, LLC, August 25, 2020 ","August 25, 2020 ",8/25/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/arbiter-sports-20200825.pdf,"Arbiter Sports LLC, August 25, 2020 "
Arcadia University,"Arcadia University, April 1, 2019 ","April 1, 2019 ",4/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/arcadia-university-20190401.pdf,"Arcadia University, April 1, 2019 "
Argotec,"Argotec, August 12, 2013 ","August 12, 2013 ",8/12/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/argotec-20130812.pdf,"Argotec, August 12, 2013 "
ARIAD PharmaceuticalsInc.,"ARIAD Pharmaceuticals, Inc., May 31, 2016 ","May 31, 2016 ",5/31/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ariad-pharmaceuticals-20160531.pdf,"ARIAD PharmaceuticalsInc., May 31, 2016 "
Arizona Central Credit Union (Experian),"Arizona Central Credit Union (Experian), June 08, 2012 ","June 08, 2012 ",6/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/arizona-central-cu-experian-20120608.pdf,"Arizona Central Credit Union (Experian), June 08, 2012 "
Arizona Dental Insurance Service Inc,"Arizona Dental Insurance Service Inc, November 15, 2019 ","November 15, 2019 ",11/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/arizona-dental-insurance-20191115.pdf,"Arizona Dental Insurance Service Inc, November 15, 2019 "
Arrow ElectronicsInc.,"Arrow Electronics, Inc., March 03, 2010 ","March 03, 2010 ",3/3/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/arrow-electronics-20100303.pdf,"Arrow ElectronicsInc., March 03, 2010 "
Art.com,"Art.com, October 14, 2019 ","October 14, 2019 ",10/14/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/art-com-20191014.pdf,"Art.com, October 14, 2019 "
Art of Tea,"Art of Tea, December 31, 20144 ","December 31, 20144 ",12/31/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/art-of-tea-20141231.pdf,"Art of Tea, December 31, 20144 "
Art ResourcesInc. & Artists Rights Society,"Art Resources, Inc. & Artists Rights Society, August 27, 2020 ","August 27, 2020 ",8/27/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/art-resource-artists-rights-20200827.pdf,"Art ResourcesInc. & Artists Rights Society, August 27, 2020 "
Artech L.L.C,"Artech, L.L.C, September 8, 2020 ","September 8, 2020 ",9/8/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/artech-20200908.pdf,"Artech L.L.C, September 8, 2020 "
Arthur J. Gallagher & Co.,"Arthur J. Gallagher & Co., December 9, 2019 ","December 9, 2019 ",12/9/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/arthur-j-gallagher-co-20191209.pdf,"Arthur J. Gallagher & Co., December 9, 2019 "
