Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
PR1915487,CLOSED,8/9/2019,Data Breach,Investigation,"Susan Marshall, M.D., P.C. (7-24-2019)",5/29/2019,13,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1915486,CLOSED,8/9/2019,Data Breach,Investigation,Intuit Inc. (7-24-2019),3/21/2019,21,,6/28/2019,,N,N,Y,N,N,Y,Y,N,N,N
PR1915484,CLOSED,8/9/2019,Data Breach,Investigation,Scrapbook.com LLC (7-23-2019),6/14/2019,14,,6/18/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1915477,CLOSED,8/9/2019,Data Breach,Investigation,Zions Bancorporation (7-23-2019),6/1/2019,5,,,,N,N,Y,N,Y,N,N,N,N,N
PR1915475,CLOSED,8/9/2019,Data Breach,Investigation,Graeter's Ice Cream Company (7-23-2019),12/30/2018,126,Ohio,6/13/2019,Retail,N,Y,Y,Y,N,N,N,N,N,Y
PR1915474,CLOSED,8/9/2019,Data Breach,Investigation,Bay Equity Home Loans (7-22-2019),7/9/2019,5,CA,7/9/2019,Financial,Y,Y,Y,N,N,Y,Y,N,N,N
PR1915471,CLOSED,8/9/2019,Data Breach,Investigation,"Capital One, N.A. (7-23-2019)",7/1/2018,1,VA,5/31/2019,Financial,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1915468,CLOSED,8/9/2019,Data Breach,Investigation,Woodstream Corporation (7-22-2019),1/1/2019,1,PA,5/10/2019,Retail,Y,Y,Y,N,N,Y,N,N,N,N
PR1915465,CLOSED,8/9/2019,Data Breach,Investigation,Alfano & Company LLC (7-22-2019),7/10/2019,110,CT,,Accounting,Y,Y,N,N,Y,Y,Y,N,N,N
PR1915462,CLOSED,8/8/2019,Data Breach,Investigation,Americares (7-19-2019),2/23/2019,87,CT,4/15/2019,Disaster Relief / Healthcare,Y,Y,N,N,N,Y,N,N,N,Y
PR1915404,CLOSED,8/8/2019,Data Breach,Investigation,University of Vermont (7-19-2019),4/13/2019,52,VT,4/26/2019,University,N,N,Y,Y,N,N,N,N,N,Y
PR1915391,CLOSED,8/7/2019,Data Breach,Investigation,Nemadji Research Corporation (7-19-2019),3/28/2019,1,MN,,Health care,Y,Y,Y,N,N,Y,N,N,N,N
PR1915389,CLOSED,8/7/2019,Data Breach,Investigation,"The Party Source, Inc. (7-19-2019)",4/19/2019,3,KY,7/5/2019,Retail ,N,Y,Y,Y,Y,N,N,N,N,Y
PR1915388,CLOSED,8/7/2019,Data Breach,Investigation,"Dallas Computer Services, Inc. (7-19-2019)",6/24/2019,2,TX,7/15/2019,Computer Services,Y,Y,Y,Y,N,N,Y,N,N,N
PR1915386,CLOSED,8/7/2019,Data Breach,Investigation,"Fossil Group, Inc. (7-18-2019)",5/14/2019,20,TX,6/18/2019,Retail,N,Y,Y,Y,Y,N,N,N,N,Y
PR1915380,CLOSED,8/7/2019,Data Breach,Investigation,Hightower & Company (7-18-2019),,145,Texas,,finance; investing,Y,Y,Y,Y,N,Y,N,N,N,N
PR1915376,CLOSED,8/7/2019,Data Breach,Investigation,"Citizens Financial Group, Inc. (7-18-2019)",5/26/2019,1,RI,6/28/2019,Banking,Y,Y,Y,N,N,Y,N,N,N,N
PR1915374,CLOSED,8/7/2019,Data Breach,Investigation,Audrey Golden Associates (7-17-2019),,30,New York,,Law Firm,Y,Y,Y,Y,N,Y,N,N,N,Y
PR1915323,CLOSED,8/6/2019,Data Breach,Investigation,"Maddox Electric Company, Inc. (7-17-2019)",,1,Florida,6/26/2019,Electrical Contractor,Y,Y,Y,Y,N,Y,N,N,N,N
PR1915321,CLOSED,8/6/2019,Data Breach,Investigation,Principal Financial Group (7-16-2019),7/10/2019,1,Iowa,,Finance,Y,Y,Y,N,N,Y,N,N,N,N
PR1915320,CLOSED,8/6/2019,Data Breach,Investigation,"C&S Wholesale Grocers, Inc. (7-17-2019)",6/18/2019,559,New Hampshire,,Grocery,Y,Y,Y,N,N,Y,Y,N,N,N
PR1915288,OPEN,8/6/2019,Data Breach,Investigation,Capital One Data Breach,,"3,284",,,,N,N,N,N,N,N,N,N,N,N
PR1914979,CLOSED,8/2/2019,Data Breach,Investigation,"Northwood, Inc. (7-15-2019)",5/3/2019,624,Michigan,5/6/2019,Medical; supplier,Y,Y,Y,N,N,Y,N,N,N,N
PR1914977,OPEN,8/2/2019,Data Breach,Investigation,Laboratory Corporation of America (7-13-19) [AMCA],8/1/2018,47,North Carolina,3/30/2019,Testing Lab Company,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1914974,CLOSED,8/2/2019,Data Breach,Investigation,Standard Insurance Company (7-12-2019),5/1/2019,30 + 13 = 43,Oregon,6/4/2019,Insurance,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1914967,OPEN,8/2/2019,Data Breach,Investigation,"Springhouse, Inc. (Tenx) (7-12-2019)",4/2/2019,2,Massachusetts ,4/9/2019,Senior Housing,Y,Y,Y,N,N,Y,N,N,N,N
PR1914961,OPEN,8/2/2019,Data Breach,Investigation,"Epoch Senior Living, LLC (Tenx) (7-12-2019)",4/2/2019,218,Massachusetts,4/9/2019,Senior Living,Y,Y,Y,N,N,Y,N,N,N,N
PR1914957,CLOSED,8/2/2019,Data Breach,Investigation,"Zero Technologies, LLC dba Zero Water (7-12-2019)",,137,PA,,Water Filitration,N,Y,Y,Y,Y,N,N,N,N,Y
PR1914953,OPEN,8/2/2019,Data Breach,Investigation,"Rogerson House, Inc. (Tenx) (7-12-2019)",,2,Massachusetts,,Senior Living,Y,Y,Y,N,N,Y,N,N,N,N
PR1914952,OPEN,8/2/2019,Data Breach,Investigation,Penobscot Community Health Care (7-12-2019) [AMCA],8/1/2018,2,Maine,3/30/2019,Health care,N,Y,Y,N,N,N,Y,N,N,N
PR1914951,CLOSED,8/2/2019,Data Breach,Investigation,Oberlin College (7-12-2019),3/5/2019,44,Ohio,,University,Y,Y,Y,N,N,Y,N,N,N,N
PR1914950,CLOSED,8/2/2019,Data Breach,Investigation,The Union Labor Life Insurance Company (7-11-2019),4/1/2019,387,DC,,Insurance,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1914940,CLOSED,8/2/2019,Data Breach,Investigation,"Western Connecticut Health Network, Inc. (7-11-201",3/28/2019,37,CT,,Healthcare,Y,Y,Y,N,N,Y,Y,N,N,N
PR1914935,CLOSED,8/2/2019,Data Breach,Investigation,"Wells Fargo Bank, N.A. (7-11-2019)",6/4/2019,2,California,6/17/2019,Financial Services,Y,Y,Y,N,N,N,N,N,N,Y
PR1914933,CLOSED,8/2/2019,Data Breach,Investigation,Cobblestone Capital Advisors (7-11-2019),5/19/2019,4,New York,,Wealth Investment/Management,Y,Y,Y,Y,N,Y,N,N,N,N
PR1914925,CLOSED,8/1/2019,Data Breach,Investigation,Wise Health System (7-11-2019),3/14/2019,2,Texas,,Healthcare Services,Y,Y,N,N,N,N,N,N,N,N
PR1914923,CLOSED,8/1/2019,Data Breach,Investigation,Miller Kaplan Arase LLP (7-10-2019),,2,California,3/22/2019,Accounting ,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1914910,CLOSED,8/1/2019,Data Breach,Investigation,Intrepid Benefits Colorado (7-9-2019),2/19/2019,10,Colorado,3/26/2019,3rd party benefit admin,Y,Y,Y,N,N,Y,Y,N,N,N
PR1914890,CLOSED,7/31/2019,Data Breach,Investigation,Gettysburg Flag Works (7-9-2019),6/1/2019,14,PA,6/24/2019,ecommerce; flag sales,N,Y,Y,Y,N,N,N,N,N,Y
PR1914881,CLOSED,7/31/2019,Data Breach,Investigation,Sprint (7-8-2019),,425,,,,N,N,Y,Y,N,N,N,N,N,N
PR1914871,CLOSED,7/31/2019,Data Breach,Investigation,Ameritas Life Insurance Corp. (7-8-2019),5/1/2019,398,,6/4/2019,,N,N,Y,Y,Y,Y,Y,N,N,N
PR1914841,CLOSED,7/31/2019,Data Breach,Investigation,Implant Direct (7-5-2019),5/30/2019,3,,6/4/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1914835,CLOSED,7/31/2019,Data Breach,Investigation,"Blu Dot Design & Manufacturing, Inc. (7-5-2019)",6/4/2019,3,,6/6/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1914671,CLOSED,7/29/2019,Data Breach,Investigation,Inter-Continental Cigar Corporation (7-5-2019),,32,,,,N,N,Y,Y,N,N,N,N,N,Y
PR1914668,CLOSED,7/29/2019,Data Breach,Investigation,"Cabaletta Bio, Inc. (7-5-2019)",3/23/2019,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1914663,CLOSED,7/29/2019,Data Breach,Investigation,Principal Financial Group (7-3-2019),6/10/2019,1,,6/28/2019,,N,N,Y,N,Y,N,N,N,N,N
PR1914657,CLOSED,7/29/2019,Data Breach,Investigation,BBX Capital Corporation (7-3-2019),3/26/2019,6,,3/28/2019,,N,N,Y,Y,N,Y,N,N,N,N
PR1914656,CLOSED,7/29/2019,Data Breach,Investigation,SkinSolutions.MD (7-3-2019),4/19/2019,128,,6/6/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1914642,CLOSED,7/29/2019,Data Breach,Investigation,McNeese State University (7-3-2019),9/1/2018,1,,2/22/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1914639,CLOSED,7/29/2019,Data Breach,Investigation,FlexCare Medical Staffing (7-3-2019),7/26/2019,78,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1914637,CLOSED,7/29/2019,Data Breach,Investigation,The American Kennel Club (7-3-2019),11/1/2018,19,,5/13/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1914634,CLOSED,7/29/2019,Data Breach,Investigation,Mercy Health System Corporation (7-2-2019),10/15/2018,1,,12/21/2018,,N,N,Y,N,N,Y,Y,N,N,N
PR1914486,CLOSED,7/26/2019,Data Breach,Investigation,"Backcountry Edge, Inc. (7-2-2019)",,154,,,,N,N,N,Y,N,N,N,N,N,Y
PR1914424,CLOSED,7/24/2019,Data Breach,Investigation,International Finance Bank (7-1-2019),,12,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1914413,CLOSED,7/24/2019,Data Breach,Investigation,"CoreSource, Inc. (7-2-2019)",,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1914409,CLOSED,7/24/2019,Data Breach,Investigation,Kolbrenner & Alexander LLC (7-1-2019),,"1,007",,,,N,N,Y,Y,N,Y,N,N,N,N
PR1913860,CLOSED,7/17/2019,Data Breach,Investigation,"Hauser, Inc. (6-28-2019)",4/30/2019,6,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1913855,CLOSED,7/17/2019,Data Breach,Investigation,"Paytime, Inc. (7-1-2019)",5/23/2019,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913849,CLOSED,7/17/2019,Data Breach,Investigation,"Prida, Guida & Perez, P.A. (6-28-2019)",4/11/2019,1,,4/24/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1913839,CLOSED,7/16/2019,Data Breach,Investigation,Ravago Americas LLC (6-28-2019),,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913778,CLOSED,7/16/2019,Data Breach,Investigation,"DataDirect Networks, Inc. (6-28-2019)",4/11/2019,1,,5/21/2019,,N,N,Y,Y,N,Y,N,N,N,N
PR1913688,CLOSED,7/15/2019,Data Breach,Investigation,"PAR Electrical Contractors, Inc. (6-27-2019)",,5,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913687,CLOSED,7/15/2019,Data Breach,Investigation,The Forge Companies (6-27-2019),,6,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913686,CLOSED,7/15/2019,Data Breach,Investigation,Toyota & Lexis Financial Services (6-27-2019),5/24/2019,28,,5/28/2019,,N,N,Y,Y,N,N,N,N,N,N
PR1913685,CLOSED,7/15/2019,Data Breach,Investigation,"Sterling & Sterling, LLC dba SterlingRisk (6-27-20",,2,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913662,CLOSED,7/15/2019,Data Breach,Investigation,Micro-Mom Scooters LLC dba Micro Kickboard (6-27-2,3/14/2019,58,,4/25/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913515,CLOSED,7/12/2019,Data Breach,Investigation,A.T. Cross Company (6-26-2019),5/9/2019,25,,5/14/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913510,CLOSED,7/12/2019,Data Breach,Investigation,Calista Corporation (6-26-2019),,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1913508,CLOSED,7/12/2019,Data Breach,Investigation,"IM Shopping, Inc. (6-26-2019)",4/24/2019,97,,5/21/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913465,CLOSED,7/11/2019,Data Breach,Investigation,Massachusetts Mutual Life Insurance Company (6-26-,,3,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1913463,CLOSED,7/11/2019,Data Breach,Investigation,Addison County Home Health and Hospice (6-25-2019),2/19/2019,2,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913459,CLOSED,7/11/2019,Data Breach,Investigation,"Cvent, Inc. (6-25-2019)",4/16/2019,97,,5/30/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913458,CLOSED,7/11/2019,Data Breach,Investigation,Kurt J. Lesker Company (6-24-2019),,1,,,,N,N,Y,N,N,N,N,N,N,Y
PR1913457,CLOSED,7/11/2019,Data Breach,Investigation,The National WWII Museum (6-21-2019),10/6/2018,28,,1/24/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913435,CLOSED,7/11/2019,Data Breach,Investigation,"Franklin Templeton Investor Services, Inc. (6-21-2",4/30/2019,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1913418,CLOSED,7/10/2019,Data Breach,Investigation,"Primary Residential Mortgage, Inc. (6-20-2019)",,77,,,,N,N,N,N,N,Y,Y,N,N,N
PR1913409,CLOSED,7/10/2019,Data Breach,Investigation,Dominion National (6-21-2019),8/25/2010,"3,344",,,,N,N,Y,Y,Y,Y,Y,N,N,N
PR1913406,CLOSED,7/10/2019,Data Breach,Investigation,"TenX Systems, LLC dba ResiDex Software (6-19-2019)",4/2/2019,50,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913369,CLOSED,7/9/2019,Data Breach,Investigation,United Bank (6-20-2019),3/14/2019,11,,,,N,N,N,N,N,Y,Y,N,N,N
PR1913367,CLOSED,7/9/2019,Data Breach,Investigation,ShowMeCables (6-19-2019),4/12/2019,2,,4/17/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1913332,CLOSED,7/9/2019,Data Breach,Investigation,"Driscoll's, Inc. (6-19-2019)",4/5/2019,1,,4/11/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1913305,CLOSED,7/9/2019,Data Breach,Investigation,Wor-Wic Community College (6-19-2019),3/12/2019,7,,,,N,N,Y,N,N,Y,N,N,N,N
PR1913304,CLOSED,7/9/2019,Data Breach,Investigation,First Bank of Greenwich (6-18-2019),7/31/2019,1,Connecticut,6/4/2019,Bank,N,Y,Y,N,N,Y,N,N,N,N
PR1913299,CLOSED,7/9/2019,Data Breach,Investigation,"Cincinnati Bell, Inc. (6-18-2019)",,8,Ohio,4/11/2019,Finance; Accounting,Y,Y,Y,N,N,Y,N,N,N,N
PR1913293,CLOSED,7/9/2019,Data Breach,Investigation,HintonBurdick CPA & Advisors (6-18-2019),2/5/2019,1,Texas,3/5/2019,Finance; Accounting,N,Y,Y,N,N,N,N,N,N,N
PR1913287,CLOSED,7/9/2019,Data Breach,Investigation,"dataxu, Inc. (6-17-2019)",4/29/2019,2,Massachusetts,4/30/2019,Marketing,Y,Y,Y,N,N,Y,N,N,N,N
PR1913286,CLOSED,7/9/2019,Data Breach,Investigation,JD Bank (6-17-2019),2/19/2019,7, Louisiana,2/26/2019,Finance; banking,Y,Y,Y,N,N,Y,Y,N,N,Y
PR1913285,CLOSED,7/9/2019,Data Breach,Investigation,Steppenwolf Theatre Company (6-14-2019),11/28/2018,3,Illinois,1/14/2019,Theater,Y,Y,Y,N,N,Y,N,N,N,Y
PR1913283,CLOSED,7/9/2019,Data Breach,Investigation,Memorial Hospital at Gulfport (6-14-2019),12/6/2018,11,Mississippi,12/17/2018,Hospital,N,Y,Y,N,N,Y,Y,N,N,N
PR1913281,CLOSED,7/9/2019,Data Breach,Investigation,Massachusetts Dept of Transportation's Registry of,4/11/2019,28,Massachusetts,,,N,Y,Y,Y,N,N,N,N,N,N
PR1913177,CLOSED,7/8/2019,Data Breach,Investigation,Energy United (6-14-2019),2/1/2019,1,North Carolina,3/1/2019,Electric and Propane,Y,Y,N,N,N,N,N,N,N,N
PR1913176,CLOSED,7/8/2019,Data Breach,Investigation,"EatStreet, Inc. (6-14-2019)",5/3/2019,172,Wisconsin,5/17/2019,Food Order Delivery,N,Y,Y,Y,Y,N,N,N,N,Y
PR1913175,CLOSED,7/8/2019,Data Breach,Investigation,Missouri Southern State University (6-13-2019),1/9/2019,10,Missouri,,Education,Y,Y,Y,N,N,Y,N,N,N,N
PR1912969,CLOSED,7/2/2019,Data Breach,Investigation,"The Winebow Group, LLC (6-11-2019)",1/4/2019,2,Virginia,3/18/2019,Wine Import and Distribution,Y,Y,Y,Y,N,Y,N,N,N,N
PR1912968,CLOSED,7/2/2019,Data Breach,Investigation,Breckenridge Grand Vacations (6-10-2019),12/1/2018,6,Colorodo,,Timeshare,Y,Y,Y,N,N,Y,N,N,N,N
PR1912965,CLOSED,7/2/2019,Data Breach,Investigation,"Cetera Financial Group, Inc. (6-7-2019)",3/20/2019,18,California,,Finance,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1912818,CLOSED,7/1/2019,Data Breach,Investigation,Princess Polly Group Pty Ltd (6-7-2019),11/1/2018,"1,759",California ,4/29/2019,Retail - Clothing,N,Y,Y,N,N,N,N,N,N,Y
PR1912816,CLOSED,7/1/2019,Data Breach,Investigation,Nassau Educators Federal Credit Union (6-7-2019),12/21/2018,287,New York,3/14/2019,Finance- Banking,Y,Y,Y,N,N,Y,N,N,N,Y
PR1912815,CLOSED,7/1/2019,Data Breach,Investigation,Diamond Financial USA (6-7-2019),2/12/2019,2,Maryland,,Investing,Y,Y,Y,N,N,Y,N,N,N,N
PR1912808,CLOSED,7/1/2019,Data Breach,Investigation,"Acrisure, LLC dba Filice Insurance Agency (6-7-201",,26,Michigan,4/3/2019,Insurance,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1912797,CLOSED,7/1/2019,Data Breach,Investigation,Nidec Motor Corporation (6-7-2019),6/16/2018,5,Missouri,3/6/2019,Manufacturing - Electric Motors,Y,Y,Y,N,N,Y,Y,N,N,Y
PR1912796,CLOSED,7/1/2019,Data Breach,Investigation,"Avalara, Inc. (6-6-2019)",5/22/2019,6,Washington,,Software - Tax,N,Y,Y,N,N,Y,Y,N,N,N
PR1912783,CLOSED,7/1/2019,Data Breach,Investigation,California Natural Products (6-7-2019),3/21/2019,1,California,4/4/2019,Food Manufacturer,Y,Y,Y,N,N,Y,Y,N,N,N
PR1912781,CLOSED,7/1/2019,Data Breach,Investigation,Darwin's Natural Pet Products (6-7-2019),9/27/2016,233,Washington,3/16/2019,Retail; Pet supplies ,N,Y,Y,N,N,N,N,N,N,Y
PR1912771,CLOSED,7/1/2019,Data Breach,Investigation,Timepieces International Inc. (6-7-2019),8/15/2018,70,Florida,4/26/2019,"Retail, watches ",N,Y,Y,Y,Y,N,N,N,N,Y
PR1912768,CLOSED,7/1/2019,Data Breach,Investigation,"Sage Advisors, LLC (6-6-2019)",2/12/2019,1,Washington,3/26/2019,Finance - Advising ,Y,Y,Y,N,N,Y,N,N,N,N
PR1912633,CLOSED,6/28/2019,Data Breach,Investigation,Manning Silverman & Company (6-6-2019),,4,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1912632,CLOSED,6/28/2019,Data Breach,Investigation,University of Alaska System (6-5-2019),1/31/2018,8,,2/15/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1912629,CLOSED,6/28/2019,Data Breach,Investigation,"St. Joseph's/Candler Health System, Inc. (6-5-2019",,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1912621,CLOSED,6/28/2019,Data Breach,Investigation,"Transamerica, LLC (6-5-2019)",2/8/2017,5,,8/9/2018,,N,N,Y,N,Y,Y,N,N,N,N
PR1912600,CLOSED,6/28/2019,Data Breach,Investigation,The LKQ Corporation (6-4-2019),10/31/2018,1,,1/9/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1912598,CLOSED,6/28/2019,Data Breach,Investigation,Steward Health Care System LLC (6-4-2019),,22,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1912587,CLOSED,6/28/2019,Data Breach,Investigation,"Rocket Dollar, Inc. (6-3-2019)",,11,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1912558,CLOSED,6/27/2019,Data Breach,Investigation,Washington Department of Health (6-3-2019),,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1912557,CLOSED,6/27/2019,Data Breach,Investigation,Choanoke Area Development Association (6-3-2019),,5,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1912508,CLOSED,6/27/2019,Data Breach,Investigation,KeyBank National Association (4-24-2019),3/20/2019,2,OH,,Finance - Banking,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1912452,CLOSED,6/26/2019,Data Breach,Investigation,Jackson National Life Insurance Company (Mediant) ,4/1/2019,500,Michigan,7/1/2019,Insurance and Asset Management,Y,Y,Y,Y,Y,N,N,N,N,N
PR1912430,CLOSED,6/26/2019,Data Breach,Investigation,Cone Health (5-31-2019),8/1/2013,1,,7/31/2018,,N,N,N,N,N,N,N,N,N,N
PR1912429,CLOSED,6/26/2019,Data Breach,Investigation,Brattleboro Savings & Loan Association (5-31-2019),3/12/2019,4,,3/13/2019,,N,N,N,N,N,Y,N,N,N,N
PR1912423,CLOSED,6/26/2019,Data Breach,Investigation,"Carlson Building Maintenance, Inc. (5-31-2019)",6/8/2018,2,,11/2/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1912413,CLOSED,6/26/2019,Data Breach,Investigation,Colgate University (PrismRBS - Breach) (5-30-2019),4/13/2019,22,New York,4/26/2019,Edicuation - University,Y,Y,Y,Y,N,N,N,N,N,Y
PR1912393,CLOSED,6/25/2019,Data Breach,Investigation,The Lincoln National Life Insurance Company (5-30-,5/28/2019,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1912382,CLOSED,6/25/2019,Data Breach,Investigation,CleanMark Group Inc. (5-28-2019),4/25/2019,7,,,,N,N,Y,Y,Y,Y,Y,N,N,N
PR1912357,CLOSED,6/25/2019,Data Breach,Investigation,"The Chamberlain Group, Inc. (5-28-2019)",11/2/2018,1,,4/24/2019,,N,N,N,N,N,N,N,N,N,Y
PR1912197,CLOSED,6/24/2019,Data Breach,Investigation,"Ryder Systems, Inc. (5-28-2019)",,7,,,,N,N,Y,N,N,Y,N,N,N,N
PR1912195,CLOSED,6/24/2019,Data Breach,Investigation,Stamford University (5-28-2019),,1,,,,N,N,Y,N,N,N,N,N,N,N
PR1912189,CLOSED,6/24/2019,Data Breach,Investigation,Saint John's University (PrismRBS Breach) (5-25-20,4/13/2019,1,New York,4/26/2019,Education - University,Y,Y,Y,Y,N,N,N,N,N,Y
PR1912011,CLOSED,6/21/2019,Data Breach,Investigation,National Wildlife Federation (5-24-2019),1/3/2019,544,,,,N,N,Y,Y,N,N,N,N,N,Y
PR1912007,CLOSED,6/21/2019,Data Breach,Investigation,HP Restaurant Group (Hyde Park) (5-24-2019),,84,,,,N,N,Y,N,N,N,N,N,N,Y
PR1912003,CLOSED,6/21/2019,Data Breach,Investigation,"Drury Hotels Company, LLC (5-24-2019)",12/29/2017,25+3,,6/2/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1911957,CLOSED,6/20/2019,Data Breach,Investigation,Mediant Communications Inc. (5-28-2019),4/1/2019,"2,188",NY,7/1/2019,Investor Communications,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1911910,CLOSED,6/20/2019,Data Breach,Investigation,"Aisin Holdings of America, Inc. (5-24-2019)",,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1911898,CLOSED,6/19/2019,Data Breach,Investigation,"Dawn Food Products, Inc. (5-24-2019)",,9,,,,N,N,Y,N,N,Y,N,N,N,N
PR1911789,CLOSED,6/18/2019,Data Breach,Investigation,Aprio LLP (5-24-2019),2/6/2019,12,,2/11/2019,,N,N,Y,Y,N,Y,N,N,N,N
PR1911663,CLOSED,6/17/2019,Data Breach,Investigation,"Symphony Performance Health, Inc. (5-23-2019)",10/22/2018,18,,1/9/2019,,N,N,Y,N,N,Y,N,N,N,N
PR1911662,CLOSED,6/17/2019,Data Breach,Investigation,Flamboyan Foundation (5-23-2019),,1,,,,N,N,Y,Y,N,N,N,N,N,Y
PR1911649,CLOSED,6/17/2019,Data Breach,Investigation,"Redtail Technology, Inc. (5-22-2019)",,141,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1911633,CLOSED,6/17/2019,Data Breach,Investigation,"Taconic Biosciences, Inc. (5-22-2019)",1/24/2019,1,,1/25/2019,,N,N,N,N,N,N,N,N,N,N
PR1911632,CLOSED,6/17/2019,Data Breach,Investigation,"Sacks, Press & Lacher, P.C. (5-21-2019)",7/30/2018,90,,9/6/2018,,N,N,Y,N,N,Y,N,N,N,Y
PR1911628,CLOSED,6/17/2019,Data Breach,Investigation,Northwestern Health Sciences University (5-21-2019,10/16/2018,1,,12/10/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1911625,CLOSED,6/17/2019,Data Breach,Investigation,"Hematology Oncology Associates, PC (5-21-2019)",12/18/2018,1,,2/28/2019,,N,N,N,N,N,Y,Y,N,N,N
PR1911624,CLOSED,6/17/2019,Data Breach,Investigation,"Olympic Steel, Inc. (5-21-2019)",,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1911619,CLOSED,6/17/2019,Data Breach,Investigation,Cooperative for Assistance and Relief Everywhere (,,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1911498,CLOSED,6/14/2019,Data Breach,Investigation,Acadia Montana (5-17-2019),9/18/2018,1,,11/15/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1911497,CLOSED,6/14/2019,Data Breach,Investigation,"T3 Micro, Inc. (5-20-2019)",7/13/2018,297,,3/17/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1911496,CLOSED,6/14/2019,Data Breach,Investigation,Aeroflow Healthcare (5-16-2019),9/7/2018,90,,3/27/2019,,N,N,Y,Y,Y,N,N,N,N,Y
PR1911494,CLOSED,6/14/2019,Data Breach,Investigation,St. Francis College (5-16-2019),11/28/2018,90,,12/11/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1911488,CLOSED,6/14/2019,Data Breach,Investigation,"Continental Properties Company, Inc. (5-16-2019)",,,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1911485,CLOSED,6/14/2019,Data Breach,Investigation,"RapidScale, Inc. (5-16-2019)",3/20/2019,2,,3/29/2019,,N,N,Y,Y,N,N,N,N,N,Y
PR1911480,CLOSED,6/14/2019,Data Breach,Investigation,Goebel Fixture Company (5-16-2019),,2,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1911477,CLOSED,6/14/2019,Data Breach,Investigation,Atlanta Hawks Basketball Club (5-15-2019),4/18/2019,1,Georgia,4/23/2019,Sports eCommerce,Y,Y,Y,Y,Y,N,N,N,N,Y
