Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
12619,3/9/2018,The Village Bank,Electronic,,11,,,,Yes,,,
12620,3/9/2018,Quanta Technology LLC,Electronic,Yes,6,Yes,,,,Yes,,
12621,3/9/2018,Bryn Mawr,Electronic,Yes,1,Yes,Yes,,,Yes,,
12626,3/12/2018,Atwood & Moore-Attorneys at Law,Electronic,Yes,1,Yes,Yes,,,Yes,,
12627,3/13/2018,Amercian Express Travel Related Services Company Inc,Electronic,,20,,,,Yes,,,
12625,3/13/2018,The President and Trustees of Williams College,Electronic,,3,,Yes,,,,,
12629,3/13/2018,Rotary International,Electronic,Yes,10,Yes,Yes,,,Yes,,
12630,3/14/2018,Intuit Inc.,Electronic,Yes,67,Yes,Yes,Yes,,,,
12631,3/14/2018,Ithaca College,Electronic,Yes,9,Yes,,Yes,,Yes,,
12632,3/14/2018,UPS,Paper,Yes,40,Yes,,,,Yes,,
12633,3/14/2018,Salem Peabody Oral Surgery Inc,Paper,Yes,1,Yes,,,,Yes,,
12634,3/14/2018,Invacare Corporation,Electronic,,6,Yes,,,,Yes,,
12635,3/14/2018,"CNU Online Holddings, LLC dba NetCredit",Electronic,Yes,13,,Yes,,,,,
12636,3/14/2018,Eastern Bank,Electronic,Yes,2609,,,,,,,
12637,3/14/2018,Homestead Funding Corp,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
12638,3/14/2018,Savers Bank,Electronic,,1,,,,Yes,,,
12628,3/14/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
12646,3/15/2018,"Draper and Kramer, Inc.",Electronic,,18,Yes,,Yes,Yes,Yes,,
12647,3/15/2018,Discover,Electronic,,344,,,,Yes,,,
12648,3/15/2018,Inphi Corporation,Electronic,,1,Yes,,,,Yes,,
12649,3/15/2018,St. Anne's Credit Union,Paper,Yes,2,Yes,Yes,,,Yes,,
12654,3/15/2018,Charles Schwab & Co. Inc.,Electronic,Yes,1,,Yes,,,,,
12655,3/15/2018,Charles Schwab & Co. Inc.,Electronic,Yes,1,,Yes,,,,,
12639,3/15/2018,Merrimack Valley Federal Credit Union,Electronic,Yes,1,,Yes,,,Yes,,
12640,3/15/2018,North Shore Physicians,Electronic,Yes,1,,,,,Yes,,
12641,3/15/2018,Bank of America,Undefined,Yes,1,,,Yes,Yes,Yes,,
12642,3/15/2018,Island Outdoor LLC,Electronic,Yes,7,,,,Yes,Yes,,
12643,3/15/2018,"American Express Travel Related Services Company, Inc. and/or its Affiliates (""AXP"")",Electronic,,2,,,,Yes,,,
12644,3/16/2018,Savers Bank,Electronic,,2,,,,Yes,,,
12645,3/16/2018,Comvest Advisors LLC,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
12656,3/16/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12657,3/16/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12658,3/16/2018,Winchester Savings Bank,Electronic,Yes,2,,,,Yes,,,
12659,3/16/2018,SESAC,Electronic,Yes,1,Yes,,,,Yes,,
12660,3/16/2018,Triage Consulting Group,Electronic,Yes,3,Yes,,,,Yes,,
12664,3/16/2018,Clarfeld Financial Advisors,Electronic,Yes,42,Yes,Yes,,,Yes,,
12665,3/19/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
12666,3/19/2018,Mutual One Bank,Electronic,,33,,,,Yes,,,
12667,3/19/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
12668,3/19/2018,Pilgrim Bank,Electronic,,14,,,,Yes,,,
12669,3/19/2018,Bronson Nutritionals LLC,Electronic,,514,,,,Yes,,,
12670,3/19/2018,Commonwealth of MA Executive Office Of Labor And,Electronic,Yes,1,Yes,,,,,,
12661,3/19/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
12662,3/19/2018,The Commonwealth of MA Dept.of Revenue,Paper,Yes,1,Yes,,,,,,
12663,3/19/2018,Chalavoutis & Associates LLC,Electronic,,1,Yes,Yes,,,Yes,,
12650,3/19/2018,Adams Community Bank,Electronic,,15,,,,Yes,Yes,,
12651,3/19/2018,Adams Community Bank,Electronic,,14,,Yes,,,Yes,,
12652,3/19/2018,Bronson Nutritionals LLC,Electronic,,514,,,,Yes,,,
12653,3/19/2018,The United States Life Insurance Company in the City of New York,Electronic,Yes,11,,Yes,,,,,
12671,3/20/2018,Progressive Casualty Insurance Company,Electronic,Yes,2,,Yes,Yes,,Yes,,
12672,3/20/2018,St. Mary's Credit Union,Electronic,,97,,Yes,,,,,
12673,3/20/2018,The Village Bank,Electronic,,129,,,,Yes,,,
12674,3/20/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12675,3/20/2018,"Mentor ABI, LLC dba NeuroRestorative MA",Both,,2,Yes,,,,Yes,,
12676,3/20/2018,Adult Day Health Inc.,Electronic,,1,Yes,,,,Yes,,
12677,3/20/2018,Nampa School District,Electronic,Yes,1,Yes,Yes,,,Yes,,
12727,3/20/2018,Funding Circle,Electronic,,57,Yes,,,,,,
12678,3/21/2018,Eastern Bank,Electronic,,1265,,,,Yes,,,
12679,3/21/2018,Savers Bank,Electronic,,17,,,,Yes,,,
12680,3/21/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12681,3/21/2018,The Northwestern Mutual Life Insurance Company,Electronic,Yes,1,Yes,,,,,,
12682,3/21/2018,"Clinical Pathology Laboratories Southeast, Inc.",Undefined,,42,Yes,Yes,Yes,,Yes,,
12683,3/21/2018,American Express Travel Related Services Co.,Electronic,,253,,,,Yes,,,
12684,3/21/2018,Orbitz Worldwide Inc.,Electronic,Yes,7579,,,,Yes,Yes,,
12685,3/21/2018,Presti & Naegele,Electronic,Yes,15,Yes,,,,Yes,,
12686,3/22/2018,Arbella Insurance Group,Electronic,Yes,3,,,Yes,,,,
12688,3/22/2018,"Worldwide Insurance Services, LLC",Electronic,,22,,,,Yes,Yes,,
12689,3/22/2018,SAMBA Federal Employee Benefit Association,Paper,,119,Yes,,,,,,
12699,3/22/2018,Life Time Inc.,Electronic,Yes,2,,Yes,,,,,
12700,3/23/2018,Squire Patton Boggs (US) LLP,Paper,Yes,9,Yes,,,,Yes,,
12701,3/23/2018,Nelnet,Paper,,1,,Yes,,,,,
12690,3/23/2018,NFP Property & Casualty Services Inc.,Electronic,Yes,6,Yes,,,,Yes,,
12691,3/23/2018,Winchester Savings Bank,Electronic,,1,,,,Yes,,,
12692,3/23/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12693,3/23/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12694,3/23/2018,"King & Associates CPA, PC",Electronic,Yes,1,Yes,Yes,,,,,
12695,3/23/2018,West Creek Financial Inc.,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
12696,3/23/2018,American Express Travel Related Services Company Inc.,Electronic,,6,,,,Yes,,,
12687,3/23/2018,Florence Bank,Electronic,Yes,4,,,,Yes,,,
12702,3/24/2018,"Teal, Becker and Chiaramonte, CPAs PC",Electronic,Yes,84,Yes,Yes,,,Yes,,
12703,3/25/2018,"Branton, de Jong and Associates",Electronic,Yes,1,Yes,,,,Yes,,
12704,3/26/2018,"NWAM, LLC dba Northwest Asset Management dba RIA Innovations",Electronic,Yes,20,Yes,Yes,Yes,Yes,Yes,,
12697,3/26/2018,Savers Bank,Electronic,,1,,,,Yes,,,
12698,3/26/2018,American Express Company,Electronic,,12475,,,,Yes,Yes,,
12710,3/26/2018,The Hanover Insurance Group,Electronic,Yes,155,Yes,,Yes,,Yes,,
12705,3/27/2018,Manduka,Electronic,Yes,1750,,,,Yes,,,
12707,3/27/2018,Mintie Corporation,Electronic,,4,,,,Yes,Yes,,
12708,3/27/2018,"J. C. Penney Corporation, Inc.",Electronic,,5,Yes,,,,Yes,,
12709,3/27/2018,Thundermist Health Center,Electronic,,34,,,,,Yes,,
12711,3/28/2018,Applied Plan Administrators a Division of The,Electronic,Yes,163,Yes,Yes,,,Yes,,
12712,3/28/2018,Shutterfly,Electronic,Yes,89,Yes,Yes,,,Yes,,
12713,3/28/2018,"ATI Holdings, LLC",Electronic,Yes,27,Yes,Yes,Yes,Yes,Yes,,
12714,3/28/2018,Leadership Platform Acquistion Corporation d/b/a Envision EMI,Paper,Yes,14,Yes,,,,Yes,,
12715,3/28/2018,Cambridge Health Alliance,Electronic,Yes,2455,Yes,,,,Yes,,
12716,3/29/2018,The Village Bank,Electronic,,1,,,,Yes,Yes,,
12717,3/29/2018,United Bank,Electronic,,118,,,,Yes,,,
12718,3/29/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12719,3/29/2018,The Village Bank,Electronic,,1,,Yes,,,,,
12720,3/29/2018,"South Shore Stars, Inc. (Stars)",Both,,398,Yes,,,Yes,,,
12721,3/29/2018,Pilgrim Bank,Electronic,,1,,,,,,,
12722,3/29/2018,Main Street Bank,Electronic,,2,,,,,,,
12723,3/29/2018,"Inlanta Mortgage, Inc.",Electronic,,3,Yes,Yes,Yes,,Yes,,
12724,3/30/2018,"Behavioral Health Network, Inc.",Electronic,,34,,,,,,,
12731,3/30/2018,Tidewater Mortgage Services Inc.,Electronic,Yes,28,Yes,Yes,Yes,,Yes,,
12732,3/30/2018,The Alabama Ballet,Electronic,Yes,1,Yes,Yes,,,Yes,,
12733,3/30/2018,Pleasant Solutions Inc.,Electronic,,1,Yes,Yes,,,Yes,,
12726,3/30/2018,Thermo Fisher Scientific Inc,Electronic,Yes,205,Yes,,,,Yes,,
12754,4/2/2018,Mintz Levin,Electronic,Yes,1,Yes,,,,,,
12755,4/2/2018,Lincoln National Life Insurance Company,Electronic,,94,Yes,,Yes,,Yes,,
12756,4/2/2018,Hobart William Smith Colleges,Electronic,,1,,Yes,,,,,
12734,4/2/2018,Winchester Savings Bank,Electronic,Yes,10,Yes,,Yes,Yes,,,
12735,4/2/2018,"Fred Usinger, Inc.",,,438,,,,,,,
12736,4/2/2018,Eagle Bank,Electronic,,22,,,,Yes,,,
12737,4/2/2018,Hobart William Smith Colleges,Paper,Yes,1,,Yes,,,,,
12738,4/2/2018,TIAA,Electronic,Yes,2,Yes,Yes,,,Yes,,
12739,4/2/2018,Massachusetts General Hospital,Undefined,Yes,1,,,,,,,
12740,4/2/2018,Mutual One Bank Mutual One,Electronic,,1,,,,Yes,,,
12741,4/2/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12742,4/2/2018,Citi NA,Electronic,,1,,,,Yes,Yes,,
12728,4/2/2018,Boys & Girls Clubs,,,3,Yes,Yes,,,Yes,,
12729,4/2/2018,Watertown Savings Bank,Electronic,,166,,,,Yes,,,
12730,4/2/2018,Dedham Savings,Paper,,,,Yes,,,,,
12725,4/2/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12751,4/3/2018,Massachusetts General Hospital,Electronic,Yes,1,,,,,,,
12752,4/3/2018,Springer Science and Business Media LLC,Electronic,Yes,92,Yes,,,,Yes,,
12753,4/3/2018,Institute for Supply Management,Electronic,Yes,16,,,,,,,
12743,4/3/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12744,4/3/2018,Citizens Financial Group,Electronic,,2,,,,Yes,,,
12745,4/3/2018,Nationstar Mortgage LLC d/b/a Mr. Cooper Home Loans,Electronic,Yes,1,,Yes,,,Yes,,
12746,4/3/2018,US GreenFiber LLC,Electronic,Yes,27,Yes,,Yes,,,,
12747,4/3/2018,American Express Travel Related Services Company Inc.,Electronic,,1,,,,Yes,Yes,,
12748,4/3/2018,Cetera Advisor Networks LLC,Electronic,Yes,2,Yes,,,,,,
12749,4/3/2018,City of Thousand Oaks,Electronic,Yes,2,,,,Yes,,,
12757,4/3/2018,"American Express Travel Related Services Company, Inc. and/or its Affiliates (""AXP"")",Electronic,,65,,,,Yes,,,
12750,4/4/2018,St. Mary's Credit Union,Electronic,,2,,Yes,,,,,
12760,4/4/2018,Charles Schwab & Co. Inc.,Both,Yes,1,,Yes,,,,,
12761,4/4/2018,Intuit Inc.,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
12762,4/4/2018,Mass Bay Community College,Electronic,Yes,778,Yes,,,,,,
12763,4/5/2018,Ameriprise Financial,Electronic,Yes,2,Yes,,,,Yes,,
12758,4/5/2018,American Express Travel Related Services Company Inc,Electronic,,24,,,,Yes,,,
12759,4/5/2018,bio-rad.com,Electronic,Yes,9,Yes,,,,Yes,,
12768,4/5/2018,Interval International Inc.,Electronic,,21,,,,Yes,Yes,,
12776,4/6/2018,"Hasbro, Inc.",Electronic,,11,Yes,Yes,Yes,Yes,Yes,,
12764,4/6/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,Yes,,
12765,4/6/2018,The Vanguard Group Inc.,Electronic,Yes,1,,Yes,,,,,
12766,4/6/2018,Keurig Green Mountain Inc.,Electronic,Yes,5,Yes,Yes,,,Yes,,
12767,4/6/2018,The Village Bank,Electronic,,3,,,,Yes,,,
12777,4/7/2018,Dedham Savings,Paper,Yes,1,Yes,,,,,,
12778,4/9/2018,Cigna,Paper,Yes,7,Yes,,,,Yes,,
12769,4/9/2018,Pilgrim Bank,Electronic,,2,,,,Yes,,,
12783,4/9/2018,Webster Five Cents Savings Bank,Electronic,,115,,,,Yes,,,
12771,4/9/2018,Massachusetts General Hospital,Paper,Yes,1,Yes,,,,Yes,,
12772,4/9/2018,Massachusetts General Hospital,Both,Yes,1,Yes,,,,Yes,,
12773,4/9/2018,Bank of Canton,Both,Yes,1,Yes,,,,,,
12774,4/9/2018,Savers Bank,Electronic,,4,,,,Yes,,,
12775,4/10/2018,Town of Dover,Paper,Yes,1,Yes,,,,Yes,,
12786,4/10/2018,"Whitmer & Company CPA's, LLP",Electronic,,3,Yes,Yes,Yes,,Yes,,
12770,4/11/2018,MA Department of Revenue,Electronic,,6100,Yes,,,,Yes,,
12779,4/11/2018,Securian Financial Services,Paper,Yes,1,,Yes,,,Yes,,
12780,4/11/2018,American Honda Finance,Paper,Yes,2,,Yes,,,Yes,,
12781,4/12/2018,St. Mary's Credit Union,Electronic,,10,,,,Yes,,,
12782,4/12/2018,Eagle Bank,Electronic,,10,,,,Yes,,,
12787,4/12/2018,Control Technologies Inc.,Electronic,Yes,14,Yes,,,,Yes,,
12785,4/12/2018,"Mise En Place Restaurant Services, Inc.",Electronic,Yes,10,Yes,Yes,,,Yes,,
12816,4/13/2018,"Best Buy Co., Inc.",Electronic,,10414,,,,Yes,Yes,,
12820,4/13/2018,"Inogen, Inc.",Electronic,,415,,,,,Yes,,
12821,4/13/2018,DiVirgilio Insurance & Financial Group,Electronic,,8,,Yes,,,Yes,,
12788,4/13/2018,Winchester Savings Bank,Electronic,,3,Yes,,,Yes,,,
12789,4/13/2018,ABC Phones of North Carolina Inc. dba Victra,Electronic,Yes,8,Yes,Yes,Yes,Yes,Yes,,
12790,4/13/2018,"PF@-Com, Inc.",Electronic,,136,,,,Yes,Yes,,
12791,4/13/2018,"MedWatch, LLC on behalf of Data Owners",Electronic,,2469,Yes,,,,,,
12792,4/13/2018,Savers Bank,Electronic,,4,,,,Yes,,,
12793,4/13/2018,Mutual One Bank,Electronic,,3,,,,Yes,,,
12794,4/13/2018,Iditarod Trail Committee Inc.,Electronic,,2,Yes,,,,Yes,,
12795,4/13/2018,Bank of America,Electronic,,1,Yes,Yes,,,Yes,,
12796,4/13/2018,"Delta Air Lines, Inc.",Electronic,,20392,,,,Yes,Yes,,
12797,4/13/2018,Albertsons Companies Inc.,Electronic,Yes,5,Yes,Yes,,,Yes,,
12798,4/13/2018,Beth Israel Deaconess Medical Center,Both,Yes,1,,,,,Yes,,
12799,4/16/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12800,4/16/2018,The Village Bank,Electronic,,6,,,,Yes,,,
12801,4/16/2018,"United Shore Financial Services, LLC",Electronic,Yes,1,Yes,,Yes,,Yes,,
12802,4/16/2018,Golter Law Office LLC,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
12803,4/16/2018,Temp-Tations Home LLC d/b/a Tara at Home,Electronic,,431,,Yes,,Yes,,,
12804,4/17/2018,Savers Bank,Electronic,,2,,,,Yes,,,
12805,4/17/2018,Honda Financial Services,Paper,,2,,Yes,,,Yes,,
12806,4/17/2018,World Travel Holdings Inc.,,,105,,,,Yes,Yes,,
12807,4/17/2018,Eastern Bank,Electronic,,3528,,Yes,,Yes,,,
12808,4/17/2018,Citigroup Global Markets Inc,Paper,Yes,1,,,,,Yes,,
12809,4/17/2018,Holy Family Hospital,Both,,1,Yes,,,,,,
12810,4/17/2018,Polish National Credit Union,Paper,Yes,3,Yes,,,,Yes,,
12811,4/17/2018,American Express Travel Related Services Company Inc.,Electronic,,46,,,,Yes,,,
12812,4/18/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12813,4/18/2018,Amercian Express Travel Related Services,Electronic,,1,,,,Yes,,,
12814,4/18/2018,"Michael Gruber, DMD, PA",Electronic,,1,Yes,,,,Yes,,
12817,4/18/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
12818,4/18/2018,Mutual One,Electronic,,1,,,,Yes,,,
12826,4/19/2018,"Strategic Analysis, Inc.",Electronic,,29,Yes,Yes,,,Yes,,
12830,4/19/2018,"Technical Needs North, Inc.",Paper,Yes,169,Yes,,,,Yes,,
12831,4/19/2018,Steffian Bradley Architects,Electronic,,376,Yes,,,,,,
12832,4/19/2018,"LI Tax & Planning, Inc.",Electronic,,7,Yes,,,,Yes,,
12833,4/19/2018,"B.T.C.E., Inc. d/b/a HomeBrewIt.com",Electronic,,14,,,,Yes,Yes,,
12835,4/19/2018,Sage Bank,Electronic,Yes,19,,Yes,,,Yes,,
12836,4/19/2018,Holy Family Hospital,Both,Yes,1,Yes,,,,Yes,,
12837,4/19/2018,Discover,Electronic,,922,,,,Yes,Yes,,
12838,4/19/2018,"Premier Fixtures, LLC",Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
12828,4/19/2018,Savers Bank,Electronic,,1,,,,Yes,,,
12815,4/19/2018,"Office Images, Inc. dba Trainers Warehouse",Electronic,Yes,16,,,,Yes,,,
12829,4/20/2018,Winchester Savings Bank,Electronic,,8,Yes,Yes,,Yes,,,
12843,4/20/2018,The Cooperative Bank of Cape Cod,Electronic,,2796,,,,Yes,,,
12839,4/20/2018,"W. W. Grainger, Inc.",Electronic,,448,,,,Yes,Yes,,
12840,4/20/2018,Blue Cross and Blue Shield Association,Electronic,Yes,3,Yes,,,,Yes,,
12841,4/20/2018,American Esoteric Laboratories,Electronic,,3,,,,,Yes,,
12834,4/20/2018,"American Express Travel Related Services Company, Inc.",Electronic,,12,,,,Yes,,,
12827,4/20/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
12822,4/20/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
12823,4/20/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
12824,4/20/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12825,4/20/2018,"The Vanguard Group, Inc.",Electronic,,1,,Yes,,,,,
12845,4/21/2018,Southwest Airlines Co.,Electronic,,400,,,,Yes,Yes,,
12846,4/23/2018,Makeup Geek LLC,Electronic,Yes,45,,,,Yes,Yes,,
12847,4/23/2018,CNU Online Holdings LLC,Electronic,,22,,Yes,,,,,
12848,4/23/2018,Department of Early Education and Care,Both,Yes,395,,Yes,,Yes,,,
12849,4/23/2018,Capital Digestive Care,Electronic,Yes,26,,,,,Yes,,
12850,4/23/2018,MCR Investors LLC,Electronic,,1,Yes,,,,Yes,,
12842,4/23/2018,"The Vanguard Group, Inc.",Paper,Yes,2,,Yes,,,,,
12844,4/23/2018,Telestream LLC,Electronic,,7,Yes,,,,Yes,,
12851,4/24/2018,Steward Medical Group,Paper,Yes,1,Yes,,,,,,
12852,4/24/2018,Capital One,Electronic,Yes,1,,Yes,,,Yes,,
12853,4/24/2018,Fareportal Inc.,Electronic,Yes,3,,,,Yes,Yes,,
12854,4/24/2018,National Securities Corporation,Electronic,Yes,1,Yes,Yes,,,Yes,,
12855,4/24/2018,Trust Company of the South,Electronic,Yes,3,Yes,Yes,,,Yes,,
12856,4/24/2018,Atrium Hospitality,Electronic,,1,,,Yes,Yes,Yes,,
12857,4/24/2018,Signature Systems Group LLC,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
12858,4/25/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12859,4/25/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12860,4/25/2018,Main Street Bank,Electronic,,3,,,,Yes,,,
12868,4/25/2018,Withum-Smith Brown PC,Electronic,,11,Yes,,,,Yes,,
12997,4/25/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
12876,4/26/2018,Main Street Bank,Electronic,,15,,,,Yes,,,
12869,4/26/2018,Cobalt Benefits Group,Electronic,Yes,1,Yes,,,,,,
12870,4/26/2018,Sekisui Diagnostics,Electronic,Yes,54,Yes,,,,Yes,,
12871,4/26/2018,Intuit,Electronic,Yes,1,Yes,Yes,,,Yes,,
12887,4/26/2018,Blue Beacon International,Electronic,,1,Yes,,,,Yes,,
12888,4/26/2018,Cetera Advisors LLC,Electronic,Yes,314,Yes,Yes,Yes,,,,
12878,4/26/2018,Main Street Bank,Electronic,,38,,,,Yes,,,
12879,4/26/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
12880,4/26/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
12881,4/26/2018,New York Life Insurance Company,Paper,,7,,,,,Yes,,
12882,4/26/2018,"Carolina Digestive Health Association, PA",Undefined,Yes,4,Yes,,,,,,
12861,4/26/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12862,4/26/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
12863,4/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12864,4/26/2018,"Peabody Properties, Inc.",Paper,Yes,27,Yes,Yes,Yes,,Yes,,
12865,4/26/2018,"Julian Sur, CPA",Electronic,,1,Yes,,Yes,,Yes,,
12866,4/26/2018,UNOX,Electronic,,2,Yes,,Yes,,Yes,,
12867,4/26/2018,Kimzey & Company,Electronic,,1,Yes,,Yes,,Yes,,
12883,4/27/2018,Weiss Asset Management LP,Electronic,Yes,11,Yes,,,,Yes,,
12884,4/27/2018,Savers Bank,Electronic,,1,,,,Yes,,,
12889,4/27/2018,"Mitchell International, Inc.",Electronic,,45,Yes,,,,Yes,,
12872,4/27/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12873,4/27/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
12874,4/27/2018,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
12875,4/27/2018,Hudson's Bay Company,Electronic,,,,,,Yes,Yes,,
12890,4/30/2018,Children's Mercy Hospital,Electronic,,6,Yes,,,,,,
12891,4/30/2018,The National Restaurant Association,Electronic,,12,Yes,Yes,,,Yes,,
12892,4/30/2018,Worldwide Insurance Services LLC,Electronic,,4,Yes,,,,Yes,,
12885,4/30/2018,Main Street Bank,Electronic,,1,,,,,,,
12886,4/30/2018,Main Street Bank,Electronic,,55,,,,Yes,,,
12900,4/30/2018,Citi,Paper,Yes,3,,Yes,,,,,
12901,4/30/2018,Metropolitan Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,
12902,4/30/2018,Seterus,Paper,,1,,Yes,,,Yes,,
12894,4/30/2018,"CPT Group, Inc.",Electronic,Yes,39,Yes,,,,Yes,,
12895,4/30/2018,Charles Schwab,Paper,Yes,1,,Yes,,,,,
12896,4/30/2018,Charles Schwab,Paper,Yes,3,,Yes,,,,,
12897,4/30/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12898,4/30/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12877,4/30/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
12903,5/1/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12904,5/1/2018,Missouri Athletic Club,Electronic,Yes,1,,,,Yes,Yes,,
12905,5/1/2018,Foundation Finance Company,Electronic,Yes,2,,Yes,,,Yes,,
12906,5/1/2018,Tempur Sealy International Inc,Electronic,Yes,1,Yes,Yes,,,,,
12893,5/1/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
12907,5/2/2018,Capital One,Electronic,,176,,,,Yes,Yes,,
12908,5/2/2018,Principal Financial Group,Undefined,Yes,1,Yes,,,,Yes,,
12909,5/2/2018,The Village Bank,Electronic,,1,,Yes,,Yes,,,
12910,5/2/2018,The Village Bank,Electronic,,2,,Yes,,Yes,,,
12911,5/2/2018,American Express Travel Related Services Company Inc,Electronic,,16,,,,Yes,,,
12912,5/2/2018,American Express Travel Related Services Company Inc.,Electronic,,2,,,,Yes,,,
12913,5/2/2018,Ramy Brook LLC,Electronic,Yes,19,,,,Yes,Yes,,
12899,5/2/2018,American Express Travel Related Services Company Inc.,Electronic,,264,,,,Yes,,,
12915,5/2/2018,SA Stone Wealth Management Inc.,Electronic,Yes,1,Yes,Yes,Yes,,,,
12916,5/3/2018,Malley's Chocolates,Electronic,,19,,,,Yes,,,
12917,5/3/2018,"Safe Horizon, Inc.",Electronic,,1,Yes,,,,Yes,,
12914,5/3/2018,American Express Travel Related Services Company Inc,Electronic,,31,,,,Yes,,,
12918,5/4/2018,Center for Living & working Inc.,Paper,Yes,1,,,,,,,
12919,5/4/2018,Savers Bank,Electronic,,1,,,,Yes,,,
12920,5/4/2018,Main Street Bank,Electronic,,1,,,,,,,
12921,5/4/2018,Main Street Bank,Electronic,,5,,,,Yes,,,
12922,5/4/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12923,5/4/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12924,5/4/2018,Bennet Thrasher LLP,Electronic,Yes,6,Yes,Yes,,,Yes,,
12925,5/4/2018,Eagle Bank,Electronic,,12,,,,Yes,,,
12926,5/4/2018,The Village Bank,Electronic,,3,,,,Yes,,,
12927,5/4/2018,Alaska Airlines Inc.,Electronic,,11,,,,Yes,,,
12928,5/4/2018,Webster Five Cents Savings Bank,Electronic,,92,,,,Yes,,,
12929,5/4/2018,Winchester Savings Bank,Electronic,,1,,,,Yes,,,
12971,5/4/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
12930,5/7/2018,Rockland Trust Company,Both,Yes,1,,Yes,,,Yes,,
12931,5/7/2018,Rockand Trust Company,Paper,,2,,Yes,,,Yes,,
12932,5/7/2018,Savers Bank,Electronic,,2,,,,Yes,,,
12933,5/7/2018,Belmont Savings Bank,Electronic,Yes,1,,Yes,,,,,
12934,5/7/2018,Massachusetts General Hospital,Both,Yes,1,,,,,,,
12935,5/7/2018,Citigroup,Electronic,Yes,3,Yes,Yes,,Yes,Yes,,
12936,5/7/2018,St. Mary's Credit Union,Electronic,,9,,,,Yes,Yes,,
12937,5/7/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12938,5/7/2018,Walgreens,Electronic,Yes,1,Yes,,,,Yes,,
12945,5/7/2018,Baystate Family Dental,Paper,Yes,19,,,,,Yes,,
12939,5/8/2018,"Vanguard Group, Inc.",Paper,Yes,1,,Yes,,,,,
12940,5/8/2018,Rail Europe North America Inc.,Electronic,Yes,646,,,,Yes,Yes,,
12941,5/8/2018,Watertown Savings Bank,Electronic,,48,,,,Yes,,,
12942,5/8/2018,North Shore Medical Center,Electronic,Yes,1,,,,,Yes,,
12943,5/8/2018,North Shore Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
