BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
Benchmark Education Company,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-136.pdf,7/2/2019,7/30/2019,3/13/2020,1
First Federal Bank & Trust,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-135.pdf,7/10/2019,7/10/2019,3/13/2020,706
"BGGMC, LLC - Data Breach",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-134.pdf,2/18/2020,2/16/2020,3/13/2020,4
Outreach Health Services,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-133.pdf,8/19/2019,10/13/2019,3/12/2020,2
"Greater Washington Educational Telecommunications Association, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-132.pdf,3/20/2019,12/31/2019,3/12/2020,1
Northeast Radiology,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-131.pdf,4/14/2019,1/7/2020,3/11/2020,14
"Woods & Woods, LLC",https://media.dojmt.gov/wp-content/uploads/General-Notice-75.pdf,2/1/2020,2/1/2020,3/10/2020,87
Witchita State University,https://media.dojmt.gov/wp-content/uploads/General-Notice-74.pdf,12/3/2019,12/5/2019,3/10/2020,355
T-Mobile USA,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-130.pdf,11/26/2019,12/25/2019,3/10/2020,1
"Choctaw Global, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-129.pdf,7/13/2019,7/31/2019,3/10/2020,2
Eversana Life Sciences Services LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-128.pdf,4/1/2019,7/3/2019,3/9/2020,7
TrueFire LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-76.pdf,8/3/2019,1/14/2020,3/9/2020,21
Meadville Medial Center Area Hospital,https://media.dojmt.gov/wp-content/uploads/General-Notice-71.pdf,12/5/2019,1/21/2020,3/6/2020,3
Health Care Service Cooperation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-127.pdf,12/12/2019,1/24/2020,3/6/2020,3
Department of Commerce Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Consumer-75.pdf,8/27/2019,8/27/2019,3/6/2020,2
Ozark Orthopaedics,https://media.dojmt.gov/wp-content/uploads/General-Notice-56.pdf,10/8/2019,10/8/2019,3/5/2020,1
"NYR Organic, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-74.pdf,8/21/2019,9/4/2019,3/5/2020,196
"Racine County, Wisconsin",https://media.dojmt.gov/wp-content/uploads/General-Notice-70.pdf,4/25/2019,5/7/2019,3/4/2020,3
EMC National Life Company,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-126.pdf,12/8/2019,12/9/2019,3/4/2020,19
Positec Tool Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-125.pdf,12/6/2019,12/10/2019,3/3/2020,5
T-Mobile USA - Data Breach,https://media.dojmt.gov/wp-content/uploads/General-Notice-69.pdf,11/26/2019,12/25/2019,3/2/2020,1
Otis R. Bowen Center for Human Services,https://media.dojmt.gov/wp-content/uploads/General-Notice-68.pdf,1/28/2020,1/28/2020,3/2/2020,4
"Granicus, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-73.pdf,1/16/2020,1/16/2020,3/2/2020,1
Carnival Corporation & PLC,https://media.dojmt.gov/wp-content/uploads/Consumer-72.pdf,4/11/2019,7/23/2019,3/2/2020,258
Elk Ridge Dentistry,https://media.dojmt.gov/wp-content/uploads/Consumer-71.pdf,1/31/2020,1/31/2020,3/2/2020,3
Cygnus Home Service,https://media.dojmt.gov/wp-content/uploads/General-Notice-57.pdf,1/28/2020,1/28/2020,2/28/2020,53
RailWorks Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-124.pdf,1/27/2020,1/27/2020,2/27/2020,11
"Gullett Holdings, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-70.pdf,12/23/2019,12/23/2019,2/26/2020,2
AFTRA Retirement Fund,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-123.pdf,10/24/2019,10/28/2019,2/25/2020,51
"MediaRadar, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-69.pdf,11/4/2019,11/4/2019,2/25/2020,1
Nesnah Ventures,https://media.dojmt.gov/wp-content/uploads/CON-CON5.pdf,10/16/2019,10/22/2019,2/24/2020,1
PEF Services LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-122.pdf,11/1/2019,12/31/2019,2/24/2020,1
Tablet Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-64.pdf,10/24/2019,1/6/2020,2/24/2020,3
Steele County,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-142.pdf,9/17/2019,10/10/2019,2/21/2020,6
Lancaster Archery Supply,https://media.dojmt.gov/wp-content/uploads/CON-CON4.pdf,1/10/2020,2/28/2020,2/21/2020,58
Anthem,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-121.pdf,12/11/2019,12/11/2019,2/21/2020,1
"The Roasterie, Inc.",https://media.dojmt.gov/wp-content/uploads/doc-28.pdf,6/1/2019,11/30/2019,2/20/2020,2
Advocate Aurora Health,https://media.dojmt.gov/wp-content/uploads/General-Notice-59.pdf,1/1/2020,1/1/2020,2/20/2020,26
Insurance Recovery Group,https://media.dojmt.gov/wp-content/uploads/CON-CON3.pdf,1/2/2020,1/17/2020,2/20/2020,4
"Frobenius, Conaway & Company, P.C.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-120.pdf,9/23/2019,10/21/2019,2/20/2020,2
"WESCO Distribution, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-67.pdf,8/15/2018,7/1/2019,2/20/2020,2
"Endeavor Energy Resources, L.P.",https://media.dojmt.gov/wp-content/uploads/Consumer-66.pdf,1/14/2020,1/14/2020,2/20/2020,3
Advocate Aurora Health,https://media.dojmt.gov/wp-content/uploads/Consumer-63.pdf,1/1/2020,1/1/2020,2/20/2020,26
ENGIE North America Inc.,https://media.dojmt.gov/wp-content/uploads/CON-CON2.pdf,2/3/2020,2/3/2020,2/19/2020,1
HydroChem LLC,https://media.dojmt.gov/wp-content/uploads/CON-CON-6.pdf,1/3/2020,1/3/2020,2/19/2020,2
ADP,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-119.pdf,1/24/2020,2/11/2020,2/19/2020,2
"Securities Service Network, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-65.pdf,10/4/2019,10/4/2019,2/19/2020,1
Pacific Guardian Life Insurance Co. Ltd.,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-117.pdf,11/4/2019,11/4/2019,2/17/2020,12
Tennessee Orthopaedic Alliance,https://media.dojmt.gov/wp-content/uploads/Consumer-62.pdf,8/16/2019,10/14/2019,2/14/2020,4
"Wake County, North Carolina",https://media.dojmt.gov/wp-content/uploads/Consumer-61.pdf,7/19/2019,12/31/2019,2/14/2020,1
United Regional Health Care System,https://media.dojmt.gov/wp-content/uploads/United-CON.pdf,7/1/2019,12/20/2019,2/14/2020,1
"BST & Co. CPAs, LLP",https://media.dojmt.gov/wp-content/uploads/General-Notice-50.pdf,12/4/2019,12/7/2019,2/14/2020,5
Aveanna Healthcare,https://media.dojmt.gov/wp-content/uploads/General-Notice-49.pdf,7/9/2019,8/24/2019,2/14/2020,15
"NCH Healthcare System, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-116.pdf,6/14/2019,6/14/2019,2/14/2020,3
"TrueDialog, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-118.pdf,11/26/2019,11/28/2019,2/13/2020,1
Interactive Medical Systems,https://media.dojmt.gov/wp-content/uploads/General-Notice-51.pdf,7/19/2019,12/31/2019,2/13/2020,2
BBVA USA,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-115.pdf,11/15/2019,1/14/2020,2/12/2020,1
Alfred University,https://media.dojmt.gov/wp-content/uploads/Alfred-CON.pdf,3/7/2019,4/3/2019,2/11/2020,1
"Relation Insurance, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-68.pdf,8/14/2019,8/15/2019,2/10/2020,2
JDC Healthcare Management,https://media.dojmt.gov/wp-content/uploads/Consumer-60.pdf,7/21/2019,8/26/2019,2/7/2020,2
Overlake Medical Center & Clinics,https://media.dojmt.gov/wp-content/uploads/General-Notice-52.pdf,12/6/2019,12/9/2019,2/7/2020,109
Idaho Central Credit Union,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-114.pdf,11/5/2019,11/5/2019,2/7/2020,15
"Altice USA, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-53.pdf,11/13/2019,11/13/2019,2/6/2020,1078
Capital One,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-113.pdf,8/27/2019,12/1/2019,2/6/2020,2
Central Kansas Orthopedic Group,https://media.dojmt.gov/wp-content/uploads/Ortho-CON.pdf,11/11/2019,11/11/2019,2/6/2020,2
Deaf Services Unlimited,https://media.dojmt.gov/wp-content/uploads/AG-Notice.pdf,1/13/2019,1/24/2019,2/4/2020,3
Barnhill Contracting Company,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-112.pdf,8/16/2019,8/21/2019,2/3/2020,2
UnitedHealthcare,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-111.pdf,7/30/2019,11/13/2019,2/3/2020,1
"Oostra Rouw & Associates, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-110.pdf,12/26/2019,12/26/2019,1/31/2020,1
"UC Health, LLC",https://media.dojmt.gov/wp-content/uploads/UC-CON.pdf,7/2/2019,7/15/2019,1/29/2020,4
A&S Construction Co.,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-109.pdf,9/16/2019,9/16/2019,1/29/2020,1
The Stow Company,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-108.pdf,8/25/2019,10/3/2019,1/29/2020,1
"Massey Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-107.pdf,12/6/2019,12/18/2019,1/24/2020,24
Advanced Care Hospital of Montana,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-106.pdf,7/1/2019,7/31/2019,1/24/2020,17
"Travel Tripper, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-105.pdf,10/15/2019,10/22/2019,1/24/2020,4
"Sunshine Behavioral Health Group, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-104.pdf,9/4/2019,11/14/2019,1/21/2020,21
The Center for Neurological and Neurodevelopmental Health,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-103.pdf,10/7/2019,11/22/2019,1/21/2020,1
National Education Association (NEA),https://media.dojmt.gov/wp-content/uploads/Consumer-46.pdf,11/13/2019,11/15/2019,1/21/2020,6
"The UPS Store, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-102.pdf,9/29/2019,1/13/2020,1/20/2020,70
Heritage Insurance Service,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-101.pdf,5/24/2019,6/19/2019,1/17/2020,1
nbkc bank,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-100.pdf,5/24/2019,8/11/2019,1/17/2020,7
"Sioux City, Iowa",https://media.dojmt.gov/wp-content/uploads/CON-CON-CON.pdf,8/26/2019,9/18/2019,1/17/2020,Unknown
"J.D. England Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-59.pdf,8/31/2019,9/1/2019,1/17/2020,160
Viking Partners LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-58.pdf,11/6/2019,11/6/2019,1/16/2020,1
Agency Two Insurance Marketing Group LLC d/b/a AgencyONE,https://media.dojmt.gov/wp-content/uploads/CON-CON-5.pdf,5/14/2019,12/5/2019,1/15/2020,6
Braintrust Software LLC dba The Braintrust Consulting Group,https://media.dojmt.gov/wp-content/uploads/CON-CON-3.pdf,10/21/2019,11/8/2019,1/15/2020,1
Hallier Benefit Advisors,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-99.pdf,9/29/2019,9/26/2019,1/15/2020,1
Hanna Andersson LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-98.pdf,9/16/2019,11/11/2019,1/15/2020,559
Montana Department of Labor and Industry,https://media.dojmt.gov/wp-content/uploads/CON-CON-2.pdf,5/24/2019,5/24/2019,1/15/2020,Unknown
Legalinc Corporate Service Inc.,Breach Notification/Details General Notice,12/1/2019,12/31/2019,1/15/2020,9
Decron Properties Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-97.pdf,4/28/2019,4/28/2019,1/14/2020,1
Spectrum Healthcare Partners,https://media.dojmt.gov/wp-content/uploads/General-Notice-44.pdf,11/5/2019,11/14/2019,1/13/2020,3
"City of Port Orange, Florida",https://media.dojmt.gov/wp-content/uploads/Consumer-56.pdf,8/27/2019,10/26/2019,1/10/2020,1
"Swift Financial, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-55.pdf,11/4/2019,11/6/2019,1/10/2020,1
Louis Brisbois Bisgaard & Smith LLP,https://media.dojmt.gov/wp-content/uploads/General-Notice-43.pdf,6/11/2019,6/19/2019,1/10/2020,14
Health Quest Medical Practice (HQMP),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-96.pdf,1/1/2018,6/30/2018,1/10/2020,1
Treloar & Heisel,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-95.pdf,5/1/2019,5/31/2019,1/9/2020,37
American Outdoor Brands Corporation,https://media.dojmt.gov/wp-content/uploads/General-Notice-45.pdf,11/27/2019,12/3/2019,1/9/2020,1
"Vivo Capital, LLC",https://media.dojmt.gov/wp-content/uploads/General-Notice-47.pdf,7/16/2019,8/6/2019,1/3/2020,1
AmeriSave Mortgage Corporation,https://media.dojmt.gov/wp-content/uploads/General-Notice-46.pdf,10/1/2019,11/30/2019,1/3/2020,8
Alomere Health,https://media.dojmt.gov/wp-content/uploads/Consumer-53.pdf,10/31/2019,11/1/2019,1/3/2020,15
Bristol Industries LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-93.pdf,4/23/2019,9/26/2019,12/31/2019,3
"Stripe GEP, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-52.pdf,12/11/2019,12/11/2019,12/31/2019,4
Evolucion Innovations Inc. (evo),https://media.dojmt.gov/wp-content/uploads/Consumer-51.pdf,11/8/2019,12/5/2019,12/31/2019,573
North Park University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-92.pdf,8/8/2019,9/5/2019,12/30/2019,3
ACTIVE Network,https://media.dojmt.gov/wp-content/uploads/Consumer-50.pdf,10/1/2019,11/13/2019,12/30/2019,1
Aurora Water Department,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-74.pdf,8/30/2019,10/14/2019,12/30/2019,1
"Life Line Screening of America, Ltd.",https://media.dojmt.gov/wp-content/uploads/General-Notice-34.pdf,8/1/2019,8/31/2019,12/30/2019,39
Baylor Genetics,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-73.pdf,10/1/2019,10/31/2019,12/24/2019,1
"Pleasant Wealth, LLC.",https://media.dojmt.gov/wp-content/uploads/General-Notice-35.pdf,9/3/2019,9/3/2019,12/23/2019,3
"Jambav, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-49.pdf,11/11/2019,11/11/2019,12/22/2019,4177
"SharesPost, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-54.pdf,9/6/2019,9/18/2019,12/20/2019,20
"AAA Northern California, Nevada & Utah (AAA NCNU)",https://media.dojmt.gov/wp-content/uploads/Consumer-48.pdf,11/7/2019,11/7/2019,12/20/2019,3
Cook Wealth Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-36.pdf,9/4/2019,9/19/2019,12/20/2019,3
"Wawa, Inc",https://media.dojmt.gov/wp-content/uploads/CON-CON-4.pdf,3/4/2019,12/12/2019,12/19/2019,Unknown
Moss Adams LLP,https://media.dojmt.gov/wp-content/uploads/Consumer-47.pdf,10/8/2019,10/10/2019,12/19/2019,12
"Vimly Benefit Solutions, LLC.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-70.pdf,8/16/2019,8/19/2019,12/19/2019,4
Zenith Global Logistics,https://media.dojmt.gov/wp-content/uploads/General-Notice-37.pdf,10/24/2019,11/18/2019,12/19/2019,2
TripleTree Holdings LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-69.pdf,12/1/2019,12/1/2019,12/18/2019,1
"Rooster Teeth Productions, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-45.pdf,12/2/2019,12/2/2019,12/17/2019,4
Children's Choice Pediatrics,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-72.pdf,10/27/2019,10/27/2019,12/16/2019,2
SmokingPipes.com,https://media.dojmt.gov/wp-content/uploads/General-Notice-38.pdf,11/13/2019,11/18/2013,12/16/2019,1
Millennium Healthcare Group,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-68.pdf,6/14/2019,6/17/2019,12/16/2019,8
HelloTech,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-94.pdf,11/15/2019,11/15/2019,12/13/2019,6
Sweaty Betty Limited,https://media.dojmt.gov/wp-content/uploads/General-Notice-39.pdf,11/19/2019,11/27/2019,12/13/2019,8
Hilltop Health Services,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-67.pdf,8/23/2019,8/23/2019,12/13/2019,1
Truman Medical Center,https://media.dojmt.gov/wp-content/uploads/Consumer-43.pdf,7/19/2019,10/29/2019,12/13/2019,8
"ShopRunner, Inc",https://media.dojmt.gov/wp-content/uploads/CON-CON-1.pdf,11/18/2019,11/18/2019,12/12/2019,7
Avanir Pharmaceuticals,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-66.pdf,4/17/2019,4/30/2019,12/12/2019,2
Blue Cross Blue Shield,https://media.dojmt.gov/wp-content/uploads/Consumer-44.pdf,9/28/2019,10/22/2019,12/12/2019,54
"Woodman & Eaton, P.C.",https://media.dojmt.gov/wp-content/uploads/General-Notice-33.pdf,7/29/2019,7/31/2019,12/12/2019,2
Web Course Works Ltd.,https://media.dojmt.gov/wp-content/uploads/General-Notice-31.pdf,5/23/2019,10/3/2019,12/12/2019,3
National Holdings Corporation,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-65.pdf,9/11/2019,9/18/2019,12/10/2019,11
"INTL FCStone, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-64.pdf,5/8/2019,5/14/2019,12/10/2019,12
"James A. Scott & Son, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-41.pdf,2/4/2019,3/21/2019,12/10/2019,1
National Rural Health Resource Center,https://media.dojmt.gov/wp-content/uploads/Consumer-42.pdf,10/14/2019,11/12/2019,12/9/2019,2
Cargolux Airlines International,https://media.dojmt.gov/wp-content/uploads/General-Notice-48.pdf,10/17/2019,10/19/2019,12/6/2019,5
CoffeeAM,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-63.pdf,1/16/2019,10/2/2019,12/6/2019,79
"TDC Virginia Benefits & Risk Management, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-32.pdf,9/30/2019,9/30/2019,12/6/2019,1
Current Reviews for Nurse Anesthetists,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-71.pdf,10/13/2019,11/7/2019,12/5/2019,2
"Montana Fish, Wildlife, and Parks",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-62.pdf,11/4/2016,11/4/2016,12/5/2019,2
Sunrise Community Health,Breach Notification/Details,9/11/2019,11/22/2019,12/5/2019,1
"Hartman, Blitch & Gartside, CPA",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-61.pdf,8/11/2019,8/11/2019,12/4/2019,1
Bainville School District,https://media.dojmt.gov/wp-content/uploads/Consumer-39.pdf,10/23/2019,10/23/2019,12/4/2019,120
"H. Beck, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-40.pdf,11/20/2019,11/20/2019,12/3/2019,2
glassybaby LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-40.pdf,11/15/2019,11/18/2019,12/2/2019,4
Disability Insurance Specialists LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-38.pdf,7/9/2019,7/9/2019,12/2/2019,4
"Choice Hotels International, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-60.pdf,6/1/2015,11/22/2019,11/29/2019,455
"The UPS Store, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-59.pdf,10/11/2019,10/22/2019,11/27/2019,2
Nationwide Mutual Insurance Company,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-58.pdf,11/13/2019,11/13/2019,11/27/2019,1
Indiana Trust and Investment Management Company,https://media.dojmt.gov/wp-content/uploads/Consumer-37.pdf,8/12/2019,8/16/2019,11/27/2019,4
Loudoun Medical Group d/b/a Comprehensive Sleep Care Center,https://media.dojmt.gov/wp-content/uploads/General-Notice-26.pdf,6/15/2019,6/19/2019,11/27/2019,2
On the Border,https://media.dojmt.gov/wp-content/uploads/CON-On-the-Border.pdf,4/10/2019,8/10/2019,11/26/2019,Unknown
Ivy Rehab Network,https://media.dojmt.gov/wp-content/uploads/Consumer-36.pdf,5/1/2019,5/31/2019,11/26/2019,2
Arthur J. Gallagher & Co.,https://media.dojmt.gov/wp-content/uploads/General-Notice-27.pdf,3/15/2019,3/15/2019,11/26/2019,130
Nespresso,https://media.dojmt.gov/wp-content/uploads/General-Notice-28.pdf,8/1/2019,11/5/2019,11/25/2019,4
State Bank of Lizton,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-57.pdf,8/21/2019,8/21/2019,11/22/2019,1
Elizabeth Family Health,https://media.dojmt.gov/wp-content/uploads/General-Notice-29.pdf,9/23/2019,9/23/2019,11/22/2019,51
Blauer Manufacturing Company,https://media.dojmt.gov/wp-content/uploads/Consumer-35.pdf,9/26/2019,10/23/2019,11/22/2019,7
Drexel Medicine,https://media.dojmt.gov/wp-content/uploads/Consumer-34.pdf,6/8/2019,6/10/2019,11/22/2019,1
"Century 21 Department Stores, LLC",https://media.dojmt.gov/wp-content/uploads/General-Notice-30.pdf,8/27/2019,10/10/2019,11/21/2019,3
Cadence Aerospace,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-56.pdf,10/24/2019,10/24/2019,11/20/2019,2
LifeMark Securities Corp.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-55.pdf,9/4/2019,9/4/2019,11/19/2019,15
Wescom Central Credit Union,https://media.dojmt.gov/wp-content/uploads/Consumer-33.pdf,5/14/2019,5/14/2019,11/19/2019,3
C. C. Filson Co.,https://media.dojmt.gov/wp-content/uploads/CON-Filson.pdf,9/18/2019,9/18/2019,11/18/2019,4
Legg Mason Global Asset Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-24.pdf,9/18/2019,9/30/2019,11/18/2019,1
