Year,State,Bill,Status,Description,URL
2011,VIRGINIA,S.B. 1041,Status: Failed,"Extends the requirement to notify individuals of a breach of their medical information to all individuals and public and private entities, rather than just governmental agencies; allows the Attorney General to impose a civil penalty not to exceed $ 150,000 per breach of the security system.",
2010,CALIFORNIA,S.B. 1166,"Status: October 7, 2010; Vetoed by Governor.","Requires any agency, person, or business required to issue a security breach notification that is required to issue a security breach notification to more than a specified number of residents to electronically submit a single sample copy of that security breach notification to the Attorney General. Requires the toll-free telephone numbers and addresses of the major credit reporting agencies if the breach exposed a social security number, a driver's license or a state identification card number.",
2010,IDAHO,H.B. 566,"Status: March 31, 2010; Signed by Governor.","Amends existing law relating to disclosure of personal information to provide for application to city, county and state agencies, to provide that certain entities and individuals shall notify the office of the Idaho Attorney General in the event of certain breaches of security, to clarify that certain reporting requirements shall continue to apply to state agencies and to provide for violations and penalties.",http://www.legislature.idaho.gov/legislation/2010/H0566.pdf
2010,ILLINOIS,H.B. 5708,"Status: February 9, 2010; To House Committee on Rules.","Amends the Personal Information Protection Act; provides that ""breach of the security of the system data"" includes the unauthorized use of computerized data that compromises the security, confidentiality, or integrity of personal information maintained by a data collector; provides that a data collector that owns or licenses personal information shall notify the Attorney General of a breach.",
2010,KENTUCKY,H.B. 581,"Status: March 4, 2010; To House Committee on Judiciary.","Relates to consumer protection; creates new sections of KRS Chapter 367 to create definitions related to identity theft; restricts certain uses by businesses of a consumer's Social Security number subject to certain exceptions, and to make a violation subject to the same remedies, duties, powers, and penalties as violations of the Consumer Protection Act; requires a business to give specified notice to a person whose personal information was acquired in a security breach subject to certain exceptions.",
2010,MAINE,H.B. 941,"Status: April 30, 2010; Senate adopts Majority Committee Report: Ought not to pass.",Concerns the confidentiality of health care information; asserts that medical records in the possession of a health care practitioner are the property of the patient; limits the costs a health care practitioner may recoup for providing electronic medical records; creates a definition of business associate of a health care practitioner; applies health care information confidentiality provisions to a business associate.,
2010,MAINE,S.B. 130,"Status: March 26, 2009; House adopts Majority Committee Report: Ought not to pass.","Requires self-service storage facilities to register with the Department of Professional and Financial Regulation, Bureau of Consumer Credit Protection; requires this registration, self-service storage facilities to give identifying information and submit a personal records disposal plan subject to the Bureau of Consumer Credit Protection's approval; regards that self-service storage facilities may not dispose of property left by an occupant in any manner that does not comply with their personal records.",
2010,MASSACHUSETTS,H.B. 326,"Status: March 16, 2010; In Joint Committee on Consumer Protection and Professional Licensure: Set aside for study.",Relates to identity theft.,
2010,MASSACHUSETTS,H.B. 3427,"Status: March 16, 2010; In Joint Committee on Consumer Protection and Professional Licensure: Set aside for study.",Relates to identity theft protection.,
2010,MASSACHUSETTS,S.B. 1691,"Status: April 5, 2010; In Joint Committee on Judiciary: Extension Order Filed. Extended until 05/07/2010.",Relates to debt collection.  Provides that the sending or delivery of any form or notice which does not relate to the collection of a debt and is expressly required by law relating to notice of data security breach shall not be treated as an initial communication in connection with debt collection.,
2010,MICHIGAN,S.B. 149,"Status: May 26, 2009; In House. To second reading.",Prohibits obtaining personal information over the internet by false pretenses.,
2010,MICHIGAN,S.B. 717,"Status: August 5, 2009; To Senate Committee on Homeland Security and Emerging Technologies.",Creates the Information Security Program Standards Act; provides for the standards for safeguarding personal information; provides for civil immunity.,
2010,MISSISSIPPI,H.B. 583,"Status: April 7, 2010;  Signed by to Governor",Relates to breach of security; requires notice.,http://billstatus.ls.state.ms.us/documents/2010/html/HB/0500-0599/HB0583SG.htm
2010,MISSISSIPPI,S.B. 2099,"Status: February 2, 2010; Died in committee.",Relates to breach of security; defines certain terms; requires notice of breach of security.,
2010,NEW HAMPSHIRE,H.B. 1613,"Status: March 24, 2010; To Conference Committee ",Relates to the general banking Laws of the state; requires a financial institution to file a copy of reports relative to security breach notification with the bank commissioner at the same time as such reports are filed; requires each financial institution to direct its auditor to notify the bank commissioner when it has been engaged by such financial institution.,
