"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"32","Academy of Nutrition & Dietetics","120 S. Riverside Plaza, Chicago, IL  60606","120 S. Riverside Plaza","Chicago","IL","60606","None","Doriann H. Cain, Barnes & Thornburg, LLP; 317-261-7844; dhcain@btlaw.com","4/22/16-4/24/16","08/04/2016","4/22/2016","4/24/2016",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number in combination with security  code, access code, password or PIN for the account.",NA,"2016/08","","#N/A","120 S. Riverside Plaza, Chicago, IL  60606","120 S. Riverside Plaza","Chicago","IL","60606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Access Inmate Package",NA,NA,NA,NA,NA,"None","Simon Halfin, VP and Assistant General Counsel, Discover Card, 224-405-0933","13-Feb","03/19/2013","2/13/2019",NA,NA,"Discover Card Account information may have been compromised","3","2013/03","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Acclaim Technical Services, Inc., (""ATS"")","11091 Sunset Hills Rd., Suite 150, Reston, VA 20190","11091 Sunset Hills Rd., Suite 150","Reston","VA","20190","David Cerne, CEO, 571-262-0610, d.cerne@acclaimtechnical.com","N/A","Recently discovered","12/23/2015",NA,NA,NA,"Name, SSN, address, date and place of birth, passport number, driver license number, residency, educational and employment history, personal foreign travel history, and other personal info.","1","2015/12","","#N/A","11091 Sunset Hills Rd., Suite 150, Reston, VA 20190","11091 Sunset Hills Rd., Suite 150","Reston","VA","20190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Accolade, Inc.","660 W. Germantown Pike, Suite 500, Plymouth Meeting, PA 19462","660 W. Germantown Pike, Suite 500","Plymouth Meeting","PA","19462","None","Theodore Kobus, Baker & Hostetler LLP, 212-271-1504; tkobus@bakerlaw.com","1/17/2017","01/23/2017","1/17/2017",NA,NA,"Name or other personal identifier in combination with SSN","1","2017/01","","#N/A","660 W. Germantown Pike, Suite 500, Plymouth Meeting, PA 19462","660 W. Germantown Pike, Suite 500","Plymouth Meeting","PA","19462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Account Control Technology, Inc. (ACT)","21700 Oxnard Street, Suite 1400, Woodland Hills, California 91367","21700 Oxnard Street, Suite 1400","Woodland Hills","CA","91367","Jennifer Skornik, Compliance Supervisor, 818-712-4999 x5223; jskornik@accountcontrol.com","N/A","12/28/2015","01/23/2016","12/28/2015",NA,NA,"Bank account and routing information","2","2016/01","","#N/A","21700 Oxnard Street, Suite 1400, Woodland Hills, California 91367","21700 Oxnard Street, Suite 1400","Woodland Hills","CA","91367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Accuform Manufacturing, Inc. and Safety Marketing Services, LLC",NA,NA,NA,NA,NA,"None","Douglas Cherry, Esq., Shumaker, Loop & Kendrick, LLP, 240 So. Pineapple Ave., PO Box 49948, Sarasota, FL 34230; 941-364-2738; dcherry@slk-law.com","As early as 6/30/15 - Discovered 9/21/15","10/20/2015","6/30/2015",NA,"9/21/2015","Name, address, email address, phone number and credit card numbers.","Not stated","2015/10","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ACE Surgical Supply Co., Inc.                                                                                                                                                                                         ",NA,NA,NA,NA,NA,"None","Kristin Mathews, Proskauer Rose LLP, 11 Times Square, NY, NY 10036-8299; 212-969-3265; kmathews@proskauer.com","Not specified","09/04/2015",NA,NA,NA,"Credit card information and/or account passwords","7","2015/09","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Acer.com 2542984530",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","October, 2016","11/29/2016","10/1/2016",NA,NA,"Discover card account information might have been part of a data breach","5","2016/11","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Actavis, Inc.","400 Interpace Parkway, Parsippany, NJ 07054","400 Interpace Parkway","Parsippany","NJ","7054","Ben Sheppard, VP, Schwab Retirement Plan Services, Inc., 512-344-3914; ben.sheppard@schwab.com","N/A","8/25/15 (Discovered 9/3/15) ","10/01/2015","8/25/2015",NA,"9/3/2015","Name or other personal identifier in combination with SSN","10","2015/10","","#N/A","400 Interpace Parkway, Parsippany, NJ 07054","400 Interpace Parkway","Parsippany","NJ","07054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Actifio, Inc.","333 Wyman Street, Waltham, MA 02451","333 Wyman Street","Waltham","MA","2451","None","Jennifer Archie, Esq., Latham & Watkins LLP; 202-637-2205; jennifer.archie@lw.com","2/3/16 (Discovered 2/16/16)","03/02/2016","2/3/2016",NA,"2/16/2016","Name or other personal identifier in combination with SSN","1","2016/03","","#N/A","333 Wyman Street, Waltham, MA 02451","333 Wyman Street","Waltham","MA","02451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Active Network","717 North Harwood Street, Suite 2500, Dallas, TX 75201","717 North Harwood Street, Suite 2500","Dallas","TX","75201","None","James Harvey, Alston & Bird, 404-881-7000; jim.harvey@alston.com","12/13/16 - 9/25/17 (Discovered 1/25/18)","02/23/2018","12/13/2016","9/25/2017","1/25/2018","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","1","2018/02","05-617-3364","Active Network LLC","717 North Harwood Street, Suite 2500, Dallas, TX 75201","717 North Harwood Street, Suite 2500","Dallas","TX","75201","ACTIVE NETWORK, LLC","Private","Importer",NA,"00-504-7290","GLOBAL PAYMENTS INC.","00-504-7290","GLOBAL PAYMENTS INC.",32.785729,"PREPACKAGED SOFTWARE",-96.797892,"Manufacturer","Medium","5 - Least Likely to pay","No","","(888) 543-7223","Subsidiary","WWW.ACTIVENETWORK.COM",2013,"","",NA,"00-504-7290","GLOBAL PAYMENTS INC.",NA,"Headquarters","","","","","",NA,"717 N HARWOOD ST STE 2500","DALLAS","USA","DALLAS","TEXAS",752016527,511210,"Software Publishers","","","","",73720000,"Prepackaged software","$214,320,779","1,000","600","$202,976,647","1,000","0","51","FALSE"
"43","ACTIVEOutdoors","171 N. Harwood, Dallas, TX 75201","171 N. Harwood","Dallas","TX","75201","None","Cynthia Larose, Mintz Levin, 617-348-1732; cjlarose@mintz.com","Discovered 8/22/16","09/19/2016",NA,NA,"8/22/2016","Name or other personal identifier in combination wit SSN, Driver's license number or non-driver identification card number","1,145","2016/09","","#N/A","171 N. Harwood, Dallas, TX 75201","171 N. Harwood","Dallas","TX","75201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Acuatlanta.net",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","16-Nov","12/19/2016","11/1/2016",NA,NA,"Old card might have been part of data breach","2","2016/12","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Adobe Systems Incorp",NA,NA,NA,NA,NA,"MeMe Jacobs Rasmussen, VP, 345 Park Avenue, San Jose, CA 95110; Ph: 408-442-4156","N/A","?","10/02/2013",NA,NA,NA,"names, payment card exp dates, encrypted payment card numbers, & other info relating to customer orders. ","?","2013/10","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ADP (Automatic Data Processing",NA,NA,NA,NA,NA,"Attn: Alyson Weckstein Tiegel, Senior Counsel, One ADP Boulevard, Roseland, NJ 07068; Ph: 973-974-7905","N/A","4/29/2013","06/04/2013","4/29/2013",NA,NA,"Personal Information including employee's name, SSN & gross wages","353","2013/06","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Advance Auto Parts",NA,NA,NA,NA,NA,"Tammy Moss Finley, Exec. Vice President, HR and General Counsel","N/A","3/7/2016","03/15/2016","3/7/2016",NA,NA,"Name, SSN, 2015 gross wages and State of income tax filing.","Not specified","2016/03","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Advanced Data Processing , Inc. and its clients, City of Alexandria, Virginia and City of Alexandria Fire Dept.",NA,NA,NA,NA,NA,"None","Brett Lockwood, Esq., Smith, Gambrell & Russell, LLP, Promenade, Suite 3100; 1230 Peachtree Street, N.E., Atlanta, GA 30309-3592","October, 2012 and 8/11/14","10/08/2014","10/1/2012",NA,NA,"Name, birthdate, SSN, & record identifier (although no medical info was involved)","1","2014/10","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Advanced Data Processing, Inc.",NA,NA,NA,NA,NA,"None","Brett Lockwood, Esq., Smith Gambrell & Russell, LLP, Promenade, Suite 3100, 1230 Peachtree Street, N.E., Atlanta, GA 30309, 404-815-3674.","As far back as October 2012 (Discovered 2/3/15)","04/02/2015","10/1/2012",NA,"2/3/2015","Name, birthdate, SSN, date of service and record identifier","16","2015/04","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Advanced Graphic Products, Inc. d/b/a Advanced-Online","750 Gateway Blvd, Coppell, TX 75019","750 Gateway Blvd","Coppell","TX","75019","None","Brian Hengesbaugh, Baker McKenzie LLP; 312-861-3077; Brian.Hengesbaugh@bakermckenzie.com","4/29/17-1/12/18","02/02/2018","4/29/2017","1/12/2018",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","58","2018/02","15-053-7215","Advanced Graphic Products Inc","750 Gateway Blvd, Coppell, TX 75019","750 Gateway Blvd","Coppell","TX","75019","ADVANCED GRAPHIC PRODUCTS INC.","Private","",NA,"00-193-3324","FOLLETT CORPORATION","00-193-3324","FOLLETT CORPORATION",32.945633,"CATALOG AND MAIL-ORDER HOUSES",-97.016488,"Manufacturer","Low","5 - Least Likely to pay","No","Rent","(972) 471-5400","Subsidiary","WWW.ADVANCED-ONLINE.COM",1986,"","ADVANCED ON-LINE",752149264,"00-193-3324","FOLLETT CORPORATION",NA,"Single Location","","","","","",NA,"750 GATEWAY BLVD","COPPELL","USA","DALLAS","TEXAS",750194433,454110,"Electronic Shopping and Mail-Order Houses","","","","",59619913,"General merchandise, mail order","$20,000,000","165","165","$20,000,000","165","46,500","45","FALSE"
"51","Advanced International Marketing","225 American Way, Monroe, OH 45140","225 American Way","Monroe","OH","45140","None","Craig A Hoffman, Esq., Baker Hostetler LLP, 513-929-3491; cahoffman@bakerlaw.com","4/4/2016","04/26/2016","4/4/2016",NA,NA,"Name or other personal identifier in combination with SSN and driver's license number or non-driver identification card number.","263","2016/04","","#N/A","225 American Way, Monroe, OH 45140","225 American Way","Monroe","OH","45140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Advisory Research","180 North Stentson Avenue, Suite 5500, Chicago, IL 60601","180 North Stentson Avenue, Suite 5500","Chicago","IL","60601","None","Edward McNicholas, Eidley Austin LLP, 1501 K. Street, N.W., Washington, DC 20005","Discovered 10/11/17","10/24/2017",NA,NA,"10/11/2017","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","1","2017/10","01-027-5089","Advisory Research Inc","180 North Stentson Avenue, Suite 5500, Chicago, IL 60601","180 North Stentson Avenue, Suite 5500","Chicago","IL","60601","ADVISORY RESEARCH, INC.","Private","",NA,"00-622-4729","PIPER SANDLER COMPANIES","00-622-4729","PIPER SANDLER COMPANIES",41.885294,"INVESTMENT ADVICE",-87.622364,"Manufacturer","High","5 - Least Likely to pay","No","Rent","(312) 565-1414","Subsidiary","WWW.ADVISORYRESEARCH.COM",1975,"","",362831881,"00-622-4729","PIPER SANDLER COMPANIES",NA,"Single Location","","","","","",NA,"180 N STETSON AVE # 5500","CHICAGO","USA","COOK","ILLINOIS",606016749,523930,"Investment Advice","","","","",62829902,"Investment advisory service","$9,447,689","42","42","$8,588,808","42","1,000","52","TRUE"
"53","Advoate Medical Group (""AMG"")",NA,NA,NA,NA,NA,"None","Theodore J. Kobus, III, BakerHostetler, LLP, 45 Rockefeller Plaza, New York, NY  10111; Ph: 212-589-4200 ","7/15/2013","08/23/2013","7/15/2013",NA,NA,"Patient demographic information such as name, address, birthdate, SSN, & limited clinical info like treating physician and/or dept, diagnosis, medical record no., medical service code, health ins info","181","2013/08","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Aecom Technology Corp",NA,NA,NA,NA,NA,"David Gan, SVP, Assistant Gen. Counsel, 555 S. Flower Street, Ste 3700, Los Angeles, CA 90071; Ph: 213-593-8000","N/A","Mid May 2014 & Discovered  late June 2014","07/10/2014","Mid May 2014",NA,"late June 2014","Financial acct # or credit or debit card number, security code, access code, passowrd, or PIN for the account & SSN","69","2014/07","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","AEI Fund Management, Inc.","1300 Wells Fargo Place, 30 East Seventh Street, St. Paul, MN 55101","1300 Wells Fargo Place, 30 East Seventh Street","St. Paul","MN","55101","None","Sten Hoidal, Fredrikson & Byron, PA; 612-492-7334; shoidal@fredlaw.com","7/5/18 (discovered 8/6/28)","09/28/2018","7/5/2018",NA,"8/6/2028","Name or other personal identifier in combination with SSN","4","2018/09","61-278-1054","AEI Fund Management Inc","1300 Wells Fargo Place, 30 East Seventh Street, St. Paul, MN 55101","1300 Wells Fargo Place, 30 East Seventh Street","St. Paul","MN","55101","AEI FUND MANAGEMENT 86-A, INC.","Private","",NA,"","","","",44.948414,"INVESTORS, NEC",-93.095758,"Manufacturer","N/A","N/A","No","Rent","","Non-Subsidiary","",1985,"","",411677059,"","",NA,"Single Location","","","","","",NA,"30 7TH ST E STE 1300","SAINT PAUL","USA","RAMSEY","MINNESOTA",551014939,523920,"Portfolio Management","","","","",67999905,"Real estate investors, except property operators","$1,900,000","25","25","$1,900,000","25","0","52","TRUE"
"56","Aero Grow",NA,NA,NA,NA,NA,"None","Gary Wachtel, Discover Financial Services, 2500 Lake Cook Road, Riverwoods, IL 60015","15-Jul","08/19/2015","7/1/2015",NA,NA,"Discover card account information may have been compromised","22","2015/08","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Aerogrow International, Inc.","6075 Longbow Drive, Boulder, CO 80301","6075 Longbow Drive","Boulder","CO","80301","Grey Gibbs, SVP-Finance & Accounting, 303-953-6212; grey@AeroGrow.com","N/A","5/13/15 to 6/10/15","07/09/2015","5/13/2015","6/10/2015",NA,"Name, address info, payment card account no., exp date and CCV/CVV","19","2015/07","","#N/A","6075 Longbow Drive, Boulder, CO 80301","6075 Longbow Drive","Boulder","CO","80301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Aerogrow International, Inc.","6075 Longbow Drive, Boulder, CO 80301","6075 Longbow Drive","Boulder","CO","80301","Grey Gibbs, SVP-Finance & Accounting, 303-953-6212; grey@AeroGrow.com","N/A","10/15/14-4/27/15 (Discovered5/5/15)","06/03/2015","10/15/2014","4/27/2015","5/5/2015","Name or other personal identifier in combination with Financial account number or credit or debit card number, in combination with the security code, access code, password or PIN for the account.","295","2015/06","","#N/A","6075 Longbow Drive, Boulder, CO 80301","6075 Longbow Drive","Boulder","CO","80301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Aetna","151 Farmington Avenue, RE6A, Hartford, CT 06156","151 Farmington Avenue, RE6A","Hartford","CT","6156","Cynthia Bates, Chief Privacy Officer, ","N/A","Discovered 4/27/17","06/20/2017",NA,NA,"4/27/2017","Name, ID number, provider info, claim payment amount  and in some cases procedure/ service doce and dates of service","Non specified","2017/06","","Aetna Inc","151 Farmington Avenue, RE6A, Hartford, CT 06156","151 Farmington Avenue, RE6A","Hartford","CT","06156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Affinion Group","6 High Ridge Park, Stamford, CT  06905","6 High Ridge Park","Stamford","CT","6905","James Daly, Jr., Executive Vice President  203-956-1000","N/A","2/22/16 (discovered 3/04/16)","03/28/2016","2/22/2016",NA,"3/4/2016","Name or other personal identifier in combination with SSN.","2","2016/03","","#N/A","6 High Ridge Park, Stamford, CT  06905","6 High Ridge Park","Stamford","CT","06905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Affinity Gaming",NA,NA,NA,NA,NA,"None","James E. Prendergast, Esq., Lewis Brisbois Bisgaard & Smith, LLP, 1055 Westlakes Drive, Suite 300, Berwyn, PA 19312; Ph: 215-977-4100","Dec. 7, 2013 -April 28, 2014","05/16/2014","12/7/2013","4/28/2014",NA,"Names and credit/debit card information","Doesn't know exact number","2014/05","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Affy Tapple","6300 Gross Point Road, Niles, IL 60714 (email)","6300 Gross Point Road","Niles","IL","60714","Todd McClamroch, VP of Marketing, 847-929-6568; tmcclamroch@affytapple.com","N/A","Update to 2/24/17 notice","03/10/2017",NA,NA,NA,"Less Maine consumer were impacted than originally thought","3 instead of 4","2017/03","","#N/A","6300 Gross Point Road, Niles, IL 60714 (email)","6300 Gross Point Road","Niles","IL","60714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Agon Sports",NA,NA,NA,NA,NA,"Simon Halfin, VP & Asst. General Counsel, Discover, 2500 Lake Cook Road, Riverwoods, IL 60015; Ph: 224-405-0933","N/A","14-Jan","02/19/2014","1/1/2014",NA,NA,"Discover Card Account information may have been compromised","1","2014/02","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Agri Beef Co.","1555 Shoreline Drive, Suite 320, Boise, ID 83702 (Email)","1555 Shoreline Drive, Suite 320","Boise","ID","83702","None","Robert Cattanach, Dorsey & Whitney LLP, 612-340-2873; cattanach.robert@dorsey.com","11/22/16-4/4/17","05/04/2017","11/22/2016","4/4/2017",NA,"Name or other personal identifier in combination with SSN and financial account number financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","13","2017/05","","Agri Beef Co","1555 Shoreline Drive, Suite 320, Boise, ID 83702 (Email)","1555 Shoreline Drive, Suite 320","Boise","ID","83702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","AHW LLC",NA,NA,NA,NA,NA,"Chad Braden, President, 27688 East 3200 North Road, Dwight, IL 60420; ","N/A","9/2012 thru 6/28/13","11/11/2013","9/1/2012","6/28/2013",NA,"names, credit or debit card numbers, expiration date and card verfication numbers ","?","2013/11","","#N/A","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
