"","incident_id","hack","clean_name","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate"
"3396",3396,"1","Central Piedmont Community College","2007","","","2007-09-17","2007-10-16","3437","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-16"
"3433",3433,"1, 2","Certegy Check Services Inc","2007","","","2007-06-27","2007-07-04, 2007-07-05, 2007-07-19, 2007-07-30","8500000","","","","","DATA THEFT BY EMPLOYEE OR CONTRACTOR","","https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20080705.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20070919.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-fis-20080730.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-07-04"
"3844",3844,"1, 2","City Harvest Inc","2007","","","2007-04-24","2007-06-29, 2007-07-03","12646","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","https://www.doj.nh.gov/consumer/security-breaches/documents/city-harvest-20070703.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-06-29"
"3913",3913,"1","City of Selma","2007","","","2007-01-09","2007-01-09","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-09"
"4257",4257,"1","Commerce Banc Insurance Services","2007","","","2007-03-02","2007-04-03","17809","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-04-03"
"4416",4416,"2","Computershare","2007","","","","2007-11-07","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-07"
"4428",4428,"2","Concord Hospital","2007","","","","2007-06-08","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/concord-hospital-20070608.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-08"
"4752",4752,"2","Credit Suisse","2007","","","2006-03-15","2007-02-20","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-20"
"5008",5008,"3, 2","Daymon Worldwide Inc","2007","","","2007-09-10","2007-10-05, 2007-10-09","1416","1","","","","HACKERS/ UNAUTHORIZED, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/daymon-worldwide-20071005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-05"
"5019",5019,"1","DE Cout System","2007","","","2007-06-21","2007-07-25","2718","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-07-25"
"5114",5114,"1, 2","Deloitte & Touche LLP","2007","","","2007-11-19","2007-12-05","22634","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/deloitte-touche-20071205.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-12-05"
"5498",5498,"2","Dover Corporation and Towers Perrin","2007","","","","2007-02-05","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/dover-20070205.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-02-05"
"5566",5566,"2","DuaneMorris","2007","","","","2007-10-12","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/duanemorris-20071212.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-12"
"5584",5584,"3","Duke University School of Law","2007","","","2007-11-29","2007-12-06","1380","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-12-06"
"5877",5877,"2","ECU","2007","","","2007-01-22","2007-02-02","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-02"
"5901",5901,"2","EDS","2007","","","","2007-03-19","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/eds-20070319.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-19"
"5990",5990,"2","Elliot Hospital","2007","","","","2007-04-03","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/elliot-hospital-20070403.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-04-03"
"6621",6621,"2, 1","Fidelity Investments","2007","","","","2007-11-30, 2007-12-03, 2007-12-21","","1","","","1","Electronic, Paper","","https://www.doj.nh.gov/consumer/security-breaches/documents/fidelity-investments-20071130.pdf",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-30"
"6665",6665,"1","Fidelity National Card Services Inc","2007","","","2007-07-20","2007-07-31","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-07-31"
"6674",6674,"1","Fidelity National Information Services Inc","2007","","","","2007-07-04","","","","","","Data Theft by Employee or Contractor","","Not available",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-04"
"6675",6675,"2","Fidelity National Information Services Inc","2007","","","","2007-09-27","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/fidelity-national-20070927.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-09-27"
"6676",6676,"2","Fidelity National Information Services Inc","2007","","","","2007-12-19","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/fidelity-national-20071219.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-19"
"6708",6708,"2","First Advantage Corp","2007","","","","2007-02-27","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/first-advantage-20070227.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-02-27"
"6783",6783,"1","FirstHealth of the Carolinas","2007","","","2007-08-31","2007-09-10","3913","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-10"
"6823",6823,"2, 1","Flex Compensation Inc","2007","","","2007-02-14","2007-02-25, 2007-02-26","63000","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/flex-compensation-20070225.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-25"
"6907",6907,"2","Forrester Research Inc","2007","","","","2007-12-18","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-18"
"7073",7073,"2","Fresenius Medical Care NA","2007","","","","2007-02-08","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/fresenius-medical-20070208.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-02-08"
"7118",7118,"2","Fruit of the Loom","2007","","","2007-02-17","2007-02-21","2800","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-21"
"7157",7157,"1","GA Dept of Community Health","2007","","","2007-04-06","2007-05-03","2900000","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-05-03"
"7181",7181,"2, 1","Gap Inc","2007","","","2007-09-19","2007-09-28","8e+05","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/gap-20070928.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-28"
"7242",7242,"2","General Cable","2007","","","","2007-11-23","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-23"
"7340",7340,"2","GFK Custom Research North America","2007","","","","2007-06-29","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/gfk-custom-research-20070629.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-29"
"7422",7422,"2","Goal Financial","2007","","","","2007-03-02","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/goal-financial-20080302.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-02"
"7633",7633,"3","Greenline Media Inc","2007","","","2007-05-07","2007-05-23","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-05-23"
"7725",7725,"2","Guilford Technical Community College","2007","","","2007-03-26","2007-04-03","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-04-03"
"7760",7760,"2","H&R Block","2007","","","2007-02-07","2007-03-02","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-03-02"
"7913",7913,"1","Hartford Fire Insurance Co","2007","","","2007-09-27","2007-10-04","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-04"
"7920",7920,"3, 2","Hartford The","2007","","","2007-08-29","2007-08-31, 2007-09-12, 2007-10-04, 2007-10-05","526","1","1","","1","HACKERS/ UNAUTHORIZED, ACCESS, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/hartford-20071004.pdf",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-08-31"
"7938",7938,"1","Harvard University","2007","","","","2007-11-16","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-16"
"8116",8116,"2","Heller Ehrman LLP","2007","","","","2007-11-30","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-30"
"8128",8128,"2","Henry Schein Inc","2007","","","","2007-04-17","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/henry-schein-20070417.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-04-17"
"8158",8158,"2","Hewitt Associates LLC","2007","","","","2007-08-16","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-16"
"8161",8161,"2","Hewlett-Packard Co","2007","","","","2007-08-16","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/hewlett-packard-20070816.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-16"
"8201",8201,"2","Hilton Worldwide Holding Inc","2007","","","","2007-09-27","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/hilton-20070927.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-09-27"
"8284",8284,"2","Homeland Funding Solutions Inc","2007","","","","2007-03-23","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/homeland-funding-20070323.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-23"
"8302",8302,"1","Honeywell International Inc","2007","","","2007-04-07","2007-04-19","1900","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-04-19"
"8399",8399,"1","HP Inc","2007","","","2007-08-05","2007-08-16","1425","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-08-16"
"8449",8449,"2","HSBC Mortgage Corp","2007","","","","2007-12-21","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-21"
"8547",8547,"1, 2","IBM Corp","2007","","","2007-02-23","2007-04-06, 2007-04-26","","","","","","LOST IN TRANSIT","","https://www.doj.nh.gov/consumer/security-breaches/documents/ibm-20070426.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-04-06"
"8896",8896,"2","Intergraph","2007","","","","2007-07-16","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/intergraph-20070716.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-16"
"8935",8935,"2","Interpublic Group, Towers Perrin","2007","","","","2007-01-25","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/interpublic-group-20070125.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-01-25"
"9048",9048,"2","ITW Food Equipment Group","2007","","","","2007-08-10","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/itw-food-equipment-20070810.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-10"
"9055",9055,"3","iWire Inc","2007","","","2007-10-01","2007-10-18","5234","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-18"
"9256",9256,"2, 1","John Hopkins University","2007","","","2007-01-18, 2007-01-26","2007-02-07, 2007-02-16","52000, 83000","","","","","LOST IN TRANSIT","","https://www.doj.nh.gov/consumer/security-breaches/documents/johns-hopkins-20070207.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2007-02-07"
"9272",9272,"2","Johnson & Johnson","2007","","","","2007-07-09","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/johnson-and-johnson-20070709.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-09"
"9554",9554,"2, 3","KimCrafts","2007","","","2007-10-01","2007-11-03, 2007-11-06","","","","","","HACKERS/ UNAUTHORIZED","","https://www.doj.nh.gov/consumer/security-breaches/documents/kim-crafts-20071103.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-11-03"
"9595",9595,"2, 3","Kingston Technology Company Inc","2007","","","2005-09-01","2007-07-09","27000","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","https://www.doj.nh.gov/consumer/security-breaches/documents/kingston-technology-20070709.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-07-09"
"9657",9657,"2","Kraft Foods Group Inc","2007","","","2007-08-01","2007-09-05, 2007-09-11","","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20070905.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-05"
"9938",9938,"3, 1, 2","LexisNexis","2007","","","2007-02-01, 2007-02-16","2007-02-01, 2007-02-16, 2007-03-08, 2007-03-20","2713, 82, 500","","","","","HACKERS/ UNAUTHORIZED, DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070308.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070320.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"2007-02-01"
"9939",9939,"3, 2","LexisNexis","2007","","","2007-05-31","2007-05-31, 2007-06-01","2111, 118475","","","","","HACKERS/ UNAUTHORIZED","","https://www.doj.nh.gov/consumer/security-breaches/documents/lexisnexis-20070601.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2007-05-31"
"10192",10192,"2","LPL Financial Holdings Inc","2007","","","","2007-07-16","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-16"
"10234",10234,"1","Lucent Technologies Inc","2007","","","2007-05-07","2007-05-24","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-05-24"
"10718",10718,"1","Massachusetts Executive Office of Elder Affairs","2007","","","","2007-11-14","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-14"
"10832",10832,"2","MassMutual","2007","","","2007-08-10","2007-10-03","5135","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-03"
"10932",10932,"1, 2","McKesson Corp","2007","","","2007-07-18","2007-08-29, 2007-08-30, 2007-09-11","68779","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/mckesson-20070830.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/mckesson-20070911.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-08-29"
"10955",10955,"2","McNEIL-PPC Inc","2007","","","","2007-05-24","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/mcneil-ppc-20080524.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24"
"10973",10973,"2","MeadWestvaco","2007","","","2007-10-12","2007-11-03, 2007-11-06","","1","","","1","Electronic, RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-11-03"
"11086",11086,"1","Mercer Health & Benefits LLC","2007","","","2006-11-17","2007-01-09","10500","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-09"
"11089",11089,"2, 3","Mercer HR Services LLC","2007","","","2007-01-24","2007-03-23, 2007-03-26","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","https://www.doj.nh.gov/consumer/security-breaches/documents/merchant-america-20070323.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-03-23"
"11097",11097,"3","Mercury Marine Div of Brunswick Corp","2007","","","2006-12-01","2007-02-16","5100","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-16"
"11124",11124,"3","Merlin","2007","","","2007-08-31","2007-09-25","2297","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-25"
"11131",11131,"2","Merrill Lynch","2007","","","","2007-03-27","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20070327.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-27"
"11132",11132,"2","Merrill Lynch","2007","","","","2007-08-07","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20070807.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-07"
"11364",11364,"3","Military Officers Association of America","2007","","","2007-11-01","2007-11-09","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-11-09"
"11734",11734,"2","mytreo.net","2007","","","","2007-05-29","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/mytreo-20070529.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-29"
"11886",11886,"2","Nationwide Financial Services Inc","2007","","","","2007-10-09","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/nationwide-financial-20071009.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-09"
"11889",11889,"2, 1","Nationwide Health Plans","2007","","","2006-12-11","2007-01-15, 2007-01-17","28000","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/nationwide-health-20070115.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-15"
"11891",11891,"1","Nationwide Insurance Co","2007","","","2007-01-22","2007-02-16","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-16"
"11892",11892,"1","Nationwide Insurance Co","2007","","","2007-05-22","2007-08-15","140","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-08-15"
"11893",11893,"1","Nationwide Insurance Co","2007","","","2007-07-09","2007-10-03","246","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-10-03"
"11897",11897,"1","Nationwide Mutual Insurance Co","2007","","","2007-04-11","2007-06-25","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2007-06-25"
"11908",11908,"2","Nationwide Retirement Solutions","2007","","","2007-02-22","2007-03-12","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-03-12"
"11916",11916,"3, 2","Nature Conservancy","2007","","","2007-09-12","2007-09-24, 2007-09-27, 2007-10-10","14000","","","","","HACKERS/ UNAUTHORIZED","","https://www.doj.nh.gov/consumer/security-breaches/documents/nature-onservancy-20070927.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/nature-conservancy-20071010.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-09-24"
"11943",11943,"2","NC DENR","2007","","","2007-03-19","2007-03-19","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-03-19"
"11960",11960,"2","NC Department of Correction","2007","","","2007-03-05","2007-03-06","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-03-06"
"11964",11964,"3","NC Department of Transportation","2007","","","2007-05-25","2007-05-25","","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-05-25"
"11975",11975,"1","NC Dept of Revenue","2007","","","2006-12-11","2007-01-12","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-12"
"11979",11979,"2","NC ESC","2007","","","2007-02-06","2007-02-06","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-02-06"
