"","clean_name","X","incident_id","hack","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate","�..Company.Name","Company.Type","D.U.N.S..Number","Manufacturing.Indicator","Subsidiary.Status","Year.of.Founding","Location.Type","Physical.State","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","DUNS_2"
"43","Ahold USA Inc",510,510,"1",2006,"",NA,"2006-04-13","2006-06-23","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-06-23","AHOLD U.S.A., INC.","Private","18-681-5635","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",445110,"Supermarkets and Other Grocery (except Convenience) Stores","","","","",54110101,"Supermarkets, chain","$22,364,357,031 ","169,835","100","$22,596,020,970 ","44"
"44","Ahold USA Inc",510,510,"1",2006,"",NA,"2006-04-13","2006-06-23","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-06-23","AHOLD USA INC","Private","17-998-8944","Manufacturer","Non-Subsidiary",0,"Single Location","NEW JERSEY",561499,"All Other Business Support Services","","","","",73890100,"Personal service agents, brokers, and bureaus","$220,000","3","3","$0","56"
"45","Ahold USA Inc",511,511,"1, 2",2010,"",NA,"2010-02-26","2010-03-15, 2010-03-19","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-15","AHOLD U.S.A., INC.","Private","18-681-5635","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",445110,"Supermarkets and Other Grocery (except Convenience) Stores","","","","",54110101,"Supermarkets, chain","$22,364,357,031 ","169,835","100","$22,596,020,970 ","44"
"46","Ahold USA Inc",511,511,"1, 2",2010,"",NA,"2010-02-26","2010-03-15, 2010-03-19","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-15","AHOLD USA INC","Private","17-998-8944","Manufacturer","Non-Subsidiary",0,"Single Location","NEW JERSEY",561499,"All Other Business Support Services","","","","",73890100,"Personal service agents, brokers, and bureaus","$220,000","3","3","$0","56"
"47","Ahold USA Inc",509,509,"1",2006,"",NA,"2006-05-02","2006-05-25","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-05-25","AHOLD U.S.A., INC.","Private","18-681-5635","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",445110,"Supermarkets and Other Grocery (except Convenience) Stores","","","","",54110101,"Supermarkets, chain","$22,364,357,031 ","169,835","100","$22,596,020,970 ","44"
"48","Ahold USA Inc",509,509,"1",2006,"",NA,"2006-05-02","2006-05-25","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-05-25","AHOLD USA INC","Private","17-998-8944","Manufacturer","Non-Subsidiary",0,"Single Location","NEW JERSEY",561499,"All Other Business Support Services","","","","",73890100,"Personal service agents, brokers, and bureaus","$220,000","3","3","$0","56"
"49","AICPA",517,517,"1",2006,"",NA,"2006-05-08","2006-05-08","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-05-08","AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS","Private","04-681-3507","Non Manufacturer","Non-Subsidiary",1887,"Headquarters","NORTH CAROLINA",611699,"All Other Miscellaneous Schools and Instruction","511120, 611699, 813920","""Periodical Publishers "", ""All Other Miscellaneous Schools and Instruction "", ""Professional Organizations ""","2721, 8299, 8621","""Periodicals"", ""Schools & educational services, nec"", ""Professional organizations""",82990201,"Educational service, nondegree granting: continuing educ.","$266,813,265","800","450","$266,813,265","61"
"50","Airgas Inc",529,529,"3",2010,"",NA,"2010-06-08","2010-08-24","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-08-24","AIRGAS, INC.","Public","02-449-2860","Non Manufacturer","Subsidiary",1986,"Headquarters","PENNSYLVANIA",424690,"Other Chemical and Allied Products Merchant Wholesalers","325120, 325180, 423830, 423840, 424690","""Industrial Gas Manufacturing"", ""Other Basic Inorganic Chemical Manufacturing "", ""Industrial Machinery and Equipment Merchant Wholesalers "", ""Industrial Supplies Merchant Wholesalers"", ""Other Chemical and Allied Products Merchant Wholesalers ""","2813, 2819, 5084, 5085, 5169","""Industrial gases"", ""Industrial inorganic chemicals, nec"", ""Industrial machinery and equipment"", ""Industrial supplies"", ""Chemicals & allied products, nec""",51690200,"Industrial gases","$6,160,027,244 ","17,070","140","$7,779,900,906 ","42"
"51","Alaska Airlines Inc",555,555,"1",2008,"",NA,"2008-06-11","2008-08-05","",NA,NA,1,NA,"Paper, DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-08-05","ALASKA AIRLINES, INC","Private","00-794-2493","Manufacturer","Subsidiary",1937,"Headquarters","WASHINGTON",481111,"Scheduled Passenger Air Transportation","","","","",45129902,"Air passenger carrier, scheduled","$1,497,151,951 ","10,454","300","$2,092,292,708 ","48"
"52","Albemarle Health Hospital",559,559,"2",2010,"",NA,"2010-08-27","2010-10-20","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Albemarle Pediatrics",564,564,"2",2010,"",NA,"2010-03-04","2010-03-25","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-25","ALBEMARLE PEDIATRICS","Private","06-981-0960","Manufacturer","Non-Subsidiary",1988,"Single Location","NORTH CAROLINA",621111,"Offices of Physicians (except Mental Health Specialists)","","","","",80110516,"Pediatrician","$1,274,705 ","14","14","$1,274,705 ","62"
"54","Alcoa Inc",568,568,"2",2010,"",NA,"2010-05-07","2010-06-28, 2010-07-01","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-28","ALCOA INC.","Private","10-153-8064","Non Manufacturer","Non-Subsidiary",0,"Branch","OHIO",336370,"Motor Vehicle Metal Stamping","","","","",34650000,"Automotive stampings","$159,000,000 ","0","0","$0 ","33"
"55","ALDI Inc",571,571,"3, 2",2010,"2010-08-31",NA,"2010-08-11","2010-10-01, 2010-10-04","184000",NA,NA,1,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-10-01","ALDI INC.","Private","00-694-0423","Manufacturer","Subsidiary",1975,"Headquarters","ILLINOIS",493110,"General Warehousing and Storage","","","","",42250000,"General warehousing and storage","$4,183,251,992 ","3,000","200","$930,453,311 ","49"
"56","Alix Partners LLP",592,592,"2",2009,"",NA,"","2009-09-18","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-18","ALIX PARTNERS, LLP","Private","05-816-9956","Manufacturer","Non-Subsidiary",2010,"Single Location","TENNESSEE",541110,"Offices of Lawyers","","","","",81119901,"General practice attorney, lawyer","$249,417 ","5","5","$249,417 ","54"
"57","All Covered Inc",596,596,"2",2008,"",NA,"","2008-06-20","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-20","ALL STAR WACKENHUT SUPPORT SERVICES, LLC","Private","83-115-4906","Manufacturer","Non-Subsidiary",0,"Single Location","TEXAS",561210,"Facilities Support Services","","","","",87440000,"Facilities support services","$999,999 ","99","99","$999,999 ","56"
"58","Allied Barton Security Services LLC",639,639,"1",2010,"",NA,"2010-11-30","2010-12-10","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-10","ALLIEDBARTON SECURITY SERVICES LLC","Private","61-055-6917","Manufacturer","Subsidiary",2004,"Headquarters","PENNSYLVANIA",561612,"Security Guards and Patrol Services","","","","",73810105,"Security guard service","$283,120,144 ","2,010","200","$332,165,181 ","56"
"59","Allstate Insurance Co",650,650,"2",2008,"",NA,"","2008-06-20","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-20","ALLSTATE INSURANCE COMPANY","Private","00-693-5886","Manufacturer","Subsidiary",1931,"Headquarters","ILLINOIS",524210,"Insurance Agencies and Brokerages","","","","",64110000,"Insurance agents, brokers, and service","$7,737,789,811 ","25,000","4,000","$8,607,998,513 ","52"
"60","Allstate Insurance Co",651,651,"2, 1",2009,"",NA,"2009-11-05","2009-12-18, 2009-12-23","",1,1,NA,NA,"RELEASE/ DISPLAY OF INFO, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-18","ALLSTATE INSURANCE COMPANY","Private","00-693-5886","Manufacturer","Subsidiary",1931,"Headquarters","ILLINOIS",524210,"Insurance Agencies and Brokerages","","","","",64110000,"Insurance agents, brokers, and service","$7,737,789,811 ","25,000","4,000","$8,607,998,513 ","52"
"61","Allstate Insurance Co",652,652,"1, 2",2010,"",NA,"2010-06-08, 2010-07-07","2010-07-23, 2010-08-17, 2010-08-23","",1,1,NA,1,"STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2010-07-23","ALLSTATE INSURANCE COMPANY","Private","00-693-5886","Manufacturer","Subsidiary",1931,"Headquarters","ILLINOIS",524210,"Insurance Agencies and Brokerages","","","","",64110000,"Insurance agents, brokers, and service","$7,737,789,811 ","25,000","4,000","$8,607,998,513 ","52"
"62","Allsup Inc",663,663,"1",2008,"",NA,"","2008-09-30","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-30","ALLSUP, INC.","Private","19-988-6235","Manufacturer","Non-Subsidiary",1983,"Headquarters","ILLINOIS",541611,"Administrative Management and General Management Consulting Services","","","","",87420404,"Hospital and health services consultant","$54,027,325 ","425","375","$54,027,325 ","54"
"63","Allsup Inc",664,664,"1",2009,"",NA,"","2009-08-03","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-03","ALLSUP, INC.","Private","19-988-6235","Manufacturer","Non-Subsidiary",1983,"Headquarters","ILLINOIS",541611,"Administrative Management and General Management Consulting Services","","","","",87420404,"Hospital and health services consultant","$54,027,325 ","425","375","$54,027,325 ","54"
"64","Ally Financial Inc",669,669,"2",2009,"",NA,"","2009-08-31","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-31","ALLY FINANCIAL INC.","Public","00-698-4298","Manufacturer","Non-Subsidiary",1919,"Headquarters","MICHIGAN",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60210000,"National commercial banks","$11,618,000,000 ","7,900","700","$10,466,000,000 ","52"
"65","Alpha Software Inc",691,691,"2",2009,"",NA,"","2009-11-20","",NA,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-20","ALPHA SOFTWARE INC","Private","04-647-4813","Manufacturer","Non-Subsidiary",1982,"Single Location","MASSACHUSETTS",541511,"Custom Computer Programming Services","","","","",73710301,"Computer software development","$1,434,167 ","10","10","$1,434,167 ","54"
"66","Altman Weil Inc",710,710,"3",2008,"",NA,"2008-05-16","2008-06-04","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-04","ALTMAN WEIL, INC","Private","06-989-6256","Manufacturer","Non-Subsidiary",1970,"Headquarters","PENNSYLVANIA",541611,"Administrative Management and General Management Consulting Services","","","","",87429902,"Business management consultant","$4,694,720 ","35","30","$4,679,061 ","54"
"67","Altria Group Inc",716,716,"1",2007,"",NA,"2006-12-01","2007-01-11","16858",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-11","ALTRIA GROUP, INC.","Public","14-462-8310","Non Manufacturer","Non-Subsidiary",1919,"Headquarters","VIRGINIA",312230,"Tobacco Manufacturing","312130, 312230","""Wineries "", ""Tobacco Manufacturing ""","2084, 2111","""Wines, brandy, and brandy spirits"", ""Cigarettes""",21110000,"Cigarettes","$25,110,000,000","8,300","1,400","$25,364,000,000","31"
"68","American Academy of Pediatrics",752,752,"2",2007,"",NA,"","2007-10-26","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-26","AMERICAN ACADEMY OF PEDIATRICS","Private","05-539-9364","Manufacturer","Non-Subsidiary",1930,"Headquarters","ILLINOIS",621111,"Offices of Physicians (except Mental Health Specialists)","621111","""Offices of Physicians (except Mental Health Specialists) ""","8011","""Offices & clinics of medical doctors""",80110516,"Pediatrician","$126,638,682","400","16","$126,638,682","62"
"69","American Barcode and RFID Inc",763,763,"3, 2",2009,"",NA,"2009-07-27","2009-08-12, 2009-08-18","",NA,NA,1,NA,"HACKERS/ UNAUTHORIZED, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-08-12","AMERICAN BARCODE & RFID INC","Private","01-655-6164","Manufacturer","Non-Subsidiary",1980,"Single Location","ARIZONA",423710,"Hardware Merchant Wholesalers","","","","",50720000,"Hardware","$20,000,000 ","40","40","$20,000,000 ","42"
"70","American Express Co",787,787,"2",2009,"",NA,"","2009-05-11","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-05-11","AMERICAN EXPRESS COMPANY","Public","00-697-9900","Manufacturer","Non-Subsidiary",1850,"Headquarters","NEW YORK",522291,"Consumer Lending","522291, 522320, 522390, 523930, 523999, 524113","""Consumer Lending "", ""Financial Transactions Processing, Reserve, and Clearinghouse Activities "", ""Other Activities Related to Credit Intermediation "", ""Investment Advice "", ""Miscellaneous Financial Investment Activities "", ""Direct Life Insurance Carriers ""","6099, 6141, 6211, 6282, 6311, 7389","""Functions related to deposit banking"", ""Personal credit institutions"", ""Security brokers and dealers"", ""Investment advice"", ""Life insurance"", ""Business services, nec""",61410000,"Personal credit institutions","$47,020,000,000 ","59,000","136","$43,281,000,000 ","52"
"71","American Express Co",789,789,"2",2010,"",NA,"","2010-10-26","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-26","AMERICAN EXPRESS COMPANY","Public","00-697-9900","Manufacturer","Non-Subsidiary",1850,"Headquarters","NEW YORK",522291,"Consumer Lending","522291, 522320, 522390, 523930, 523999, 524113","""Consumer Lending "", ""Financial Transactions Processing, Reserve, and Clearinghouse Activities "", ""Other Activities Related to Credit Intermediation "", ""Investment Advice "", ""Miscellaneous Financial Investment Activities "", ""Direct Life Insurance Carriers ""","6099, 6141, 6211, 6282, 6311, 7389","""Functions related to deposit banking"", ""Personal credit institutions"", ""Security brokers and dealers"", ""Investment advice"", ""Life insurance"", ""Business services, nec""",61410000,"Personal credit institutions","$47,020,000,000 ","59,000","136","$43,281,000,000 ","52"
"72","American Express Co",788,788,"2",2009,"",NA,"","2009-06-10","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-10","AMERICAN EXPRESS COMPANY","Public","00-697-9900","Manufacturer","Non-Subsidiary",1850,"Headquarters","NEW YORK",522291,"Consumer Lending","522291, 522320, 522390, 523930, 523999, 524113","""Consumer Lending "", ""Financial Transactions Processing, Reserve, and Clearinghouse Activities "", ""Other Activities Related to Credit Intermediation "", ""Investment Advice "", ""Miscellaneous Financial Investment Activities "", ""Direct Life Insurance Carriers ""","6099, 6141, 6211, 6282, 6311, 7389","""Functions related to deposit banking"", ""Personal credit institutions"", ""Security brokers and dealers"", ""Investment advice"", ""Life insurance"", ""Business services, nec""",61410000,"Personal credit institutions","$47,020,000,000 ","59,000","136","$43,281,000,000 ","52"
"73","American Express Co",786,786,"2",2009,"",NA,"","2009-01-29","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-29","AMERICAN EXPRESS COMPANY","Public","00-697-9900","Manufacturer","Non-Subsidiary",1850,"Headquarters","NEW YORK",522291,"Consumer Lending","522291, 522320, 522390, 523930, 523999, 524113","""Consumer Lending "", ""Financial Transactions Processing, Reserve, and Clearinghouse Activities "", ""Other Activities Related to Credit Intermediation "", ""Investment Advice "", ""Miscellaneous Financial Investment Activities "", ""Direct Life Insurance Carriers ""","6099, 6141, 6211, 6282, 6311, 7389","""Functions related to deposit banking"", ""Personal credit institutions"", ""Security brokers and dealers"", ""Investment advice"", ""Life insurance"", ""Business services, nec""",61410000,"Personal credit institutions","$47,020,000,000 ","59,000","136","$43,281,000,000 ","52"
"74","American Federation of Television & Radio Artists (AFTRA)",825,825,"3",2010,"",NA,"2010-09-29","2010-10-14","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED ACCESS",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-14","AMERICAN FEDERATION OF TELEVISION & RADIO ARTISTS","Private","07-773-8318","Manufacturer","Non-Subsidiary",1937,"Headquarters","NEW YORK",813930,"Labor Unions and Similar Labor Organizations","","","","",86319903,"Labor union","$6,612,198 ","56","16","$6,612,198 ","81"
"75","American Home Assurance",846,846,"1",2010,"",NA,"2009-12-16","2010-02-22","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-22","AMERICAN HOME ASSURANCE CO INC","Private","00-697-9959","Manufacturer","Subsidiary",1899,"Headquarters","NEW YORK",524126,"Direct Property and Casualty Insurance Carriers","","","","",63319907,"Property damage insurance","$575,423,620 ","2,800","608","$640,079,150 ","52"
"76","American Home Mortgage Inc",848,848,"1",2010,"",NA,"","2010-05-27","",NA,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-27","ALL AMERICAN HOME MORTGAGE CO INC","Private","96-037-2217","Manufacturer","Non-Subsidiary",1996,"Headquarters","CONNECTICUT",522390,"Other Activities Related to Credit Intermediation","","","","",61620000,"Mortgage bankers and loan correspondents","$2,392,000 ","14","11","$2,392,000 ","52"
"77","American Honda Motor",852,852,"2",2010,"",NA,"2010-07-01","2010-09-22","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-09-22","AMERICAN HONDA MOTOR CO., INC.","Private","00-886-0389","Non Manufacturer","Subsidiary",1959,"Headquarters","CALIFORNIA",423110,"Automobile and Other Motor Vehicle Merchant Wholesalers","336612, 423110","""Boat Building "", ""Automobile and Other Motor Vehicle Merchant Wholesalers ""","3732, 5012","""Boat building and repairing"", ""Automobiles and other motor vehicles""",50120102,"Automobiles","$8,143,071,886 ","26,000","2,375","$8,798,932,798 ","42"
"78","American Institute for Cancer Research",858,858,"1",2010,"",NA,"2010-01-31","2010-03-10","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-10","THE AMERICAN INSTITUTE FOR CANCER RESEARCH INC","Private","10-191-8860","Manufacturer","Non-Subsidiary",1981,"Single Location","VIRGINIA",813319,"Other Social Advocacy Organizations","","","","",83999904,"Fund raising organization, non-fee basis","$15,551,676 ","70","70","$15,551,676 ","81"
"79","American Student Assistance",929,929,"2",2010,"",NA,"2010-07-27","2010-08-17","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-08-17","AMERICAN STUDENT ASSISTANCE SERVICES CORPORATION","Private","78-619-1171","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",522291,"Consumer Lending","","","","",61410000,"Personal credit institutions","$4,900,000 ","40","40","$4,900,000 ","52"
"80","AmeriCredit Financial Services Inc",943,943,"1, 2",2008,"",NA,"2008-09-25","2008-09-25, 2008-09-30","",1,NA,1,1,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-09-25","AMERICREDIT FINANCIAL SERVICES, INC.","Private","87-690-9268","Manufacturer","Subsidiary",1992,"Headquarters","TEXAS",522291,"Consumer Lending","","","","",61410103,"Financing: automobiles, furniture, etc., not a deposit bank","$364,062,754 ","3,800","320","$364,062,754 ","52"
"81","Ameripath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMERIPATH, INC.","Public","03-244-9027","Manufacturer","Subsidiary",1996,"Headquarters","FLORIDA",621511,"Medical Laboratories","621511","""Medical Laboratories ""","8071","""Medical laboratories""",80710104,"Pathological laboratory","$108,758,343 ","3,979","100","$108,828,399 ","62"
"82","Ameriprise Financial Inc",956,956,"1",2008,"",NA,"","2008-09-23","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-23","AMERIPRISE FINANCIAL, INC.","Public","00-696-1957","Manufacturer","Non-Subsidiary",1894,"Headquarters","MINNESOTA",522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","522320, 523930, 524113, 524210","""Financial Transactions Processing, Reserve, and Clearinghouse Activities "", ""Investment Advice "", ""Direct Life Insurance Carriers "", ""Insurance Agencies and Brokerages ""","6282, 6311, 6411, 7389","""Investment advice"", ""Life insurance"", ""Insurance agents, brokers, & service"", ""Business services, nec""",73890900,"Financial services","$12,967,000,000","13,000","120","$12,835,000,000","52"
