BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
Health Recovery Services,https://media.dojmt.gov/wp-content/uploads/CON-HRS-Regulator-Notice-MT_Redacted.pdf,11/14/2018,2/5/2019,5/5/2019,1
"Jobscience, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-Jobscience-Notice-MT.pdf,8/1/2018,8/21/2018,4/5/2019,"1,345"
UCLA Health,https://media.dojmt.gov/wp-content/uploads/CON-UCLA-Eurofin-Adults-Template.pdf,11/26/2018,4/4/2019,4/5/2019,1
Coinmama.com,https://media.dojmt.gov/wp-content/uploads/CON-Coinmama-Montana-Breach_.pdf,12/1/2018,2/17/2019,4/5/2019,912
AeroGrow International Inc,https://media.dojmt.gov/wp-content/uploads/CON-Individual-Notification-Letter-April-2019.docx,3/4/2019,3/4/2019,4/4/2019,141
Kenra Professional,https://media.dojmt.gov/wp-content/uploads/CON-Kenra_AG-MT-Notice.pdf,3/4/2019,3/4/2019,4/3/2019,2
Auto Truck Kargo Equipment LLC,https://media.dojmt.gov/wp-content/uploads/CON-Auto-Truck-Kargo-Ad-r3prf.pdf,7/19/2018,1/10/2019,4/2/2019,11
Oregon Endodontic Group,https://media.dojmt.gov/wp-content/uploads/MT-Oregon-Endodontic-Group-Notice-of-Data-Event-MT.pdf,11/9/2018,11/13/2018,4/2/2019,1
Key West Hotels LLC,https://media.dojmt.gov/wp-content/uploads/CON-J2477300.pdf,2/7/2018,12/13/2018,2/2/2019,1
CM Group Holdings d/b/a Creative Memories,https://media.dojmt.gov/wp-content/uploads/CON-Creative-Memories-Notice-of-Data-Event-MT.pdf,1/31/2019,2/14/2019,4/1/2019,8
Fellowship of Catholic University Students (FOCUS),https://media.dojmt.gov/wp-content/uploads/CON-FOCUS-MT-AG-Notification.pdf,1/13/2019,1/16/2019,3/29/2019,Unknown
Earl Enterprises,https://media.dojmt.gov/wp-content/uploads/CON-Website-Notice.pdf,5/23/2018,3/18/2019,3/29/2019,Unknown
Gifted Development Center,https://media.dojmt.gov/wp-content/uploads/CON-12584983-AG-MT-Notification-letter-Final-Gifted-Development-Center-v1.pdf,2/5/2019,2/5/2019,3/29/2019,1
Humana,https://media.dojmt.gov/wp-content/uploads/CON-HU1900189-Availity-Mbr-Breach-Notification.pdf,1/15/2016,2/21/2018,2/22/2019,9
OneMain Financial,https://media.dojmt.gov/wp-content/uploads/CON-doc-1.pdf,7/21/2012,12/11/2018,3/21/2019,1
Life Equity LLC,https://media.dojmt.gov/wp-content/uploads/CON-3.27.19-Montana-Regulator-Notice.pdf,11/13/2018,1/16/2019,3/27/2019,2
American State Bank,https://media.dojmt.gov/wp-content/uploads/CON-Letter-1-SS-Debit-Card-DDA-01081897xB8DF0.pdf,1/14/2019,1/14/2019,3/26/2019,4
"Nasif, Hicks, Harris and Co LLP",https://media.dojmt.gov/wp-content/uploads/CON-MT-AG-Letter.pdf,2/6/2019,2/6/2019,3/26/2019,1
Superior Dental Care,https://media.dojmt.gov/wp-content/uploads/CON-SDC-Notice-of-Data-Event-MT.pdf,12/21/2018,1/23/2019,3/25/2019,2
Grinnell College,https://media.dojmt.gov/wp-content/uploads/CON-Grinnell-College-Notification-to-Montana-AG-with-enclosure-7985645x7AB84.pdf,3/7/2019,3/7/2019,3/25/2019,9
Brighton Collectibles LLC,https://media.dojmt.gov/wp-content/uploads/CON-Regulatory-Letter-dated-March-22-2019_Helena-MT.pdf,1/28/2019,2/15/2019,3/22/2019,16
AG Source,https://media.dojmt.gov/wp-content/uploads/CON-Copy-of-Data-Breach-Letter.pdf,12/22/2018,12/22/2018,3/22/2019,2
Warn Industries Inc,https://media.dojmt.gov/wp-content/uploads/CON-Warn-Notice-of-Data-Event-MT.pdf,2/28/2018,12/13/2018,3/22/2019,2
Navicent Health,https://media.dojmt.gov/wp-content/uploads/CON-Navicent-Health-Ad-SSN-r5prf-c-c-c-c-c.pdf,7/1/2018,1/24/2019,7/2/2019,11
Western Technical College,https://media.dojmt.gov/wp-content/uploads/CON-WesternTech_MT-AG-Notice_3.21.19.pdf,10/10/2018,10/12/2018,3/21/2019,17
Spectrum Business Resources LLC,https://media.dojmt.gov/wp-content/uploads/CON-Spectrum-Business-Resources-Notification-to-Montana-AG-with-enclosure-7977226x7AB84.pdf,11/6/2018,1/8/2019,3/21/2019,1
Tempo Inc,https://media.dojmt.gov/wp-content/uploads/CON-Tempo-Consumer-Notification-Letter.pdf,12/23/2018,12/23/2018,3/21/2019,1
Wenner Group,https://media.dojmt.gov/wp-content/uploads/CON-MT-AG-notice-Wenner.pdf,12/1/2018,2/1/2019,3/21/2019,5
Eye Buy Direct Inc,https://media.dojmt.gov/wp-content/uploads/CON-AllClear-ID-Notification-Letter_Identity-Theft-Monitoring-Final.pdf,2/24/2019,2/24/2019,3/18/2019,4
ZOLL Services LLC,https://media.dojmt.gov/wp-content/uploads/CON-ZOLL-final-SSN-letter-from-Kroll.pdf,11/8/2018,12/28/2018,3/18/2019,445
Kathmandu UK Limited,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-3.pdf,1/8/2019,2/12/2019,3/18/2019,Unknown
Cremation Society of Pennsylvania Inc,https://media.dojmt.gov/wp-content/uploads/CON-CON-Montana-Consumer-Notice-3-15-19.pdf,2/14/2019,2/14/2019,3/15/2019,2
LCP Transportation,https://media.dojmt.gov/wp-content/uploads/CON-IN-LCP-HITECH-Breach-Notification-Letter.pdf,7/1/2018,9/30/2018,3/20/2019,2
Rutland Regional Medical Center,https://media.dojmt.gov/wp-content/uploads/CON-Rutland-Regional-Notice-of-Data-Event-MT.pdf,12/21/2018,2/6/2019,3/12/2019,7
flexPATH Strategies LLC,https://media.dojmt.gov/wp-content/uploads/CON-flexPATH_MT-Notice.pdf,12/7/2018,2/25/2019,3/15/2019,67
Southern Hills Eye Care,https://media.dojmt.gov/wp-content/uploads/CON-Southern-Hills-Eyecare-AG-Notification-letter-MT.pdf,1/15/2019,1/15/2019,3/15/2019,2
American Cancer Society Inc,https://media.dojmt.gov/wp-content/uploads/CON-Montana-Notice-of-Data-Event.pdf,1/8/2019,1/31/2019,3/1/2019,23
Carroll Saints Shoppe (PrismRBS),https://media.dojmt.gov/wp-content/uploads/CON-2019-03-01-Notification-of-Data-Breach-Carroll-College.pdf,1/19/2019,1/26/2019,3/1/2019,7
RSC Insurance Brokerage Inc,https://media.dojmt.gov/wp-content/uploads/RSC_Re-Solutions_MT-DOI-Notice_3.1.19.pdf,8/23/2018,12/17/2018,3/1/2019,5
Environmental Graphics LLC d/b/a Murals Your Way,https://media.dojmt.gov/wp-content/uploads/CON-Montana-c.pdf,1/16/2019,2/3/2019,2/22/2019,1
Welk Resort Group,https://media.dojmt.gov/wp-content/uploads/CON-Welk-MT-Notice-of-Data-Event.pdf,7/24/2018,8/2/2018,2/22/2019,3
UConn Health,https://media.dojmt.gov/wp-content/uploads/AG-Adult-No-SSN-X060_v03-c-c.pdf,8/20/2018,8/27/2018,2/21/2019,17
"Direct Distributors, Inc",https://media.dojmt.gov/wp-content/uploads/CON-Direct-Distributors-Inc.-Notice-of-Data-Security-Incident.pdf,1/9/2019,1/9/2019,2/21/2019,11
Rennline Automotive,https://media.dojmt.gov/wp-content/uploads/CON-Rennline-MT.pdf,5/28/2018,1/18/2019,2/21/2019,4
Phillip Capital Inc,https://media.dojmt.gov/wp-content/uploads/CON-MT.pdf,2/28/2018,2/28/2018,2/21/2019,26
Pillow Pets,https://media.dojmt.gov/wp-content/uploads/CON-Pillow-Pets-General-Master-1.pdf,8/30/2017,4/9/2018,2/20/2019,15
Middle Tennessee School of Anesthesia,https://media.dojmt.gov/wp-content/uploads/CON-MTSA-Individual-notice-MAILED-2-19-2019.pdf,1/1/2012,1/30/2019,2/19/2019,3
"Sheltered Wings, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-Montana-Individual-Reporting-Letter-Template.pdf,12/6/2018,12/21/2018,2/19/2019,1
Wentworth Institute of Technology,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-WIT-MT-AG-Notice_2.19.19.pdf,9/8/2018,9/24/2018,2/19/2019,2
"FirstLease, Inc",https://media.dojmt.gov/wp-content/uploads/CON-FirstLease-Inc.-Notice-of-Data-Event-MT.pdf,9/6/2018,11/29/2018,2/15/2019,1
"Print EZ, Inc",https://media.dojmt.gov/wp-content/uploads/CON-Print-EZ-MT-Notice.pdf,9/1/2016,9/23/2018,2/15/2019,Unknown
Memorial Hospital at Gulfport,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-Gulfport_-Montana-Notification-Letter.pdf,12/6/2018,12/7/2018,2/15/2019,2
"Five Below, Inc",https://media.dojmt.gov/wp-content/uploads/CON-FB-Master-Notice.pdf,11/13/2018,1/11/2019,2/14/2019,34
North 40 Outfitters,https://media.dojmt.gov/wp-content/uploads/CON-doc.pdf,2/2/2018,2/22/2019,2/14/2019,"1,314"
"Coeur Alaska, Inc",https://media.dojmt.gov/wp-content/uploads/CON-Coeur-Regulator-Notice-MT-FINAL.pdf,12/14/2018,12/17/2018,2/14/2019,31
Stanwich Mortgage Loan Trust,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-2.pdf,2/1/2018,1/31/2019,2/12/2019,148
Ohio Living,https://media.dojmt.gov/wp-content/uploads/CON-Ohio-Living-Regulator-Notice-MT-FINAL.pdf,7/10/2018,7/19/2018,2/12/2019,2
Cherrydale Fundraising,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-1.pdf,10/28/2018,1/25/2019,3/14/2019,14
Rush University Medical Center,https://media.dojmt.gov/wp-content/uploads/Rush-University-Medical-Center-Consumer-Breach-Notification.pdf,5/1/2018,1/22/2019,2/28/2019,Unknown
Bamboo HR LLC,https://media.dojmt.gov/wp-content/uploads/Bamboo-Consumer-Data-Breach-Notification.pdf,2/11/2019,2/13/2019,3/4/2019,35
St. Francis Physician Services,https://media.dojmt.gov/wp-content/uploads/CON-St-Francis-Adult-SSN.pdf,1/4/2019,1/4/2019,3/4/2019,2
TEMPTU Inc,https://media.dojmt.gov/wp-content/uploads/CON-TEMPTU-Notice-of-Data-Event-MT.pdf,12/18/2018,12/19/2018,3/4/2019,4
The Board of Trustees of Illinois State University,https://media.dojmt.gov/wp-content/uploads/CON-ISU-MT-AG-Notice.pdf,11/15/2018,11/15/2018,3/5/2019,1
Covenant Care California,https://media.dojmt.gov/wp-content/uploads/CON-Covenant-Care-MT-Notice-of-Data-Event.pdf,1/22/2019,1/29/2019,3/6/2019,2
Saint Elizabeth Medical Center Inc,https://media.dojmt.gov/wp-content/uploads/CON-2019.03.07-MT-AG-Notice-StEliz.pdf,2/5/2019,2/5/2019,3/7/2019,1
Combe Incorporated,https://media.dojmt.gov/wp-content/uploads/Combe-Consuemr-Datat-Breach-Notification.pdf,1/15/2019,1/22/2019,2/28/2019,
Beacon Sales Acquisition Inc,https://media.dojmt.gov/wp-content/uploads/CON-Notice-to-Montana.pdf,12/3/2018,12/3/2018,3/7/2019,1
Reese Henry & Company Inc,https://media.dojmt.gov/wp-content/uploads/REESE-CON-Regulatory-Letter-dated-March-7-2019-Helena-MT.pdf,1/31/2019,1/31/2019,3/7/2019,2
Bumblebee Batteries,https://media.dojmt.gov/wp-content/uploads/CON-NOTIF.pdf,7/25/2018,2/5/2019,3/7/2019,1
Advocate Sherman Hospital,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notification.pdf,5/8/2018,8/1/2018,3/8/2019,2
Emerson Hospital,https://media.dojmt.gov/wp-content/uploads/CON-Emerson-Hospital-MT-c.pdf,5/9/2018,5/17/2018,3/8/2019,2
Discipleship Ministries,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event.pdf,8/10/2018,12/14/2018,3/8/2019,1
OnCourse Learning Corporation / Relias LLC,https://media.dojmt.gov/wp-content/uploads/CON-Letter-to-Montana-Office-of-Consumer-Protection.pdf,6/11/2018,2/26/2019,3/8/2019,17
University of Mary,https://media.dojmt.gov/wp-content/uploads/CON-UofMary-MT-AG-Notification.pdf,1/9/2019,1/30/2019,3/12/2019,5
International Vapor Group,https://media.dojmt.gov/wp-content/uploads/CON-IVG-Breach-Notification-Letter.pdf,1/19/2018,6/30/2018,3/12/2019,29
ABM Industries Incorporated,https://media.dojmt.gov/wp-content/uploads/CON-ABM-Notice-of-Data-Event-MT.pdf,1/8/2018,8/7/2018,7/19/2019,13
Texas VSI LLC,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE-2.pdf,5/12/2018,9/17/2018,3/13/2019,1
James Perse Enterprises Inc,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE.pdf,2/9/2019,2/21/2019,3/14/2019,2
Yaculta Companies Inc,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE-Yaculta-MT-Notice-of-Data-Event-FINAL-1.pdf,9/1/2018,11/15/2018,3/15/2019,5
Stanislaus Surgical Hospital,https://media.dojmt.gov/wp-content/uploads/Stanislaus-Surgical-Hospital.pdf,4/5/2015,4/5/2015,5/6/2015,1
State Farm (1),https://media.dojmt.gov/wp-content/uploads/State-Farm.pdf,6/8/2015,6/8/2015,6/15/2015,13
Rombauer Vineyards,https://media.dojmt.gov/wp-content/uploads/Rombauer-Vineyards.pdf,4/1/2015,4/30/2015,6/16/2015,33
Brunswick Hotel & Tavern,https://media.dojmt.gov/wp-content/uploads/Brunswick-Hotel-Tavern.pdf,8/12/2015,8/12/2015,8/21/2015,6
"T-Mobile USA, Inc.",https://media.dojmt.gov/wp-content/uploads/T-Mobile-USA-Inc..pdf,9/15/2015,9/15/2015,10/1/2015,"1,134"
Red Dress Boutique,https://media.dojmt.gov/wp-content/uploads/Red-Dress-Boutique.pdf,9/15/2015,9/15/2015,10/5/2015,1
Dow Jones & Company,https://media.dojmt.gov/wp-content/uploads/Dow-Jones-Company.pdf,8/19/2015,8/19/2015,10/9/2015,6
"Salt Lake County, Utah",https://media.dojmt.gov/wp-content/uploads/Salt-Lake-County-Utah.pdf,9/9/2015,9/9/2015,10/9/2015,11
Eyebuy Direct,https://media.dojmt.gov/wp-content/uploads/Eyebuy-Direct.pdf,6/16/2015,6/16/2015,10/13/2015,13
Services Systems Associates,https://media.dojmt.gov/wp-content/uploads/Service-Systems-Associates-SSA.pdf,3/24/2015,5/20/2015,10/13/2015,Unknown
Schlage Lock Company,https://media.dojmt.gov/wp-content/uploads/Schlage-Lock-Company.pdf,9/23/2015,9/23/2015,10/13/2015,1
Ameriprise Financial (1),https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial.pdf,10/9/2015,10/9/2015,10/19/2015,1
"Accuform Manufacturing, Inc.",https://media.dojmt.gov/wp-content/uploads/Accuform-Manufacturing.pdf,6/30/2015,6/30/2015,10/20/2015,23
Noble House Hotels and Resorts (1),https://media.dojmt.gov/wp-content/uploads/Noble-House-Hotels-and-Resorts.pdf,1/28/2015,8/3/2015,10/22/2015,22
Stiletto Solutions,https://media.dojmt.gov/wp-content/uploads/Stiletto-Solutions.pdf,9/16/2015,9/16/2015,10/28/2015,6
Transcontinental Fund (Wolff Co.),https://media.dojmt.gov/wp-content/uploads/Transcontinental-Fund-Administration.pdf,9/1/2015,9/30/2015,10/28/2015,1
Dow Corning Corporation,https://media.dojmt.gov/wp-content/uploads/Dow-Corning.pdf,8/31/2015,9/30/2015,10/30/2015,4
Brandeis University,https://media.dojmt.gov/wp-content/uploads/Brandeis-University.pdf,10/24/2015,10/25/2015,11/12/2015,3
Integrated Listening Systems,https://media.dojmt.gov/wp-content/uploads/Integrated-Listening-Systems.pdf,5/18/2015,5/18/2015,11/12/2015,1
Noble House Hotel and Resorts (2),https://media.dojmt.gov/wp-content/uploads/Noble-House-Hotels-and-Resorts2.pdf,12/29/2014,8/11/2015,11/13/2015,165
Fashion to Figure,https://media.dojmt.gov/wp-content/uploads/Fashion-to-Figure.pdf,10/16/2015,10/16/2015,11/13/2015,3
"OH Muhlenberg, LLC",https://media.dojmt.gov/wp-content/uploads/OH-Muhlenberg-LLC.pdf,9/16/2015,9/16/2015,11/13/2015,17
Seattle Chocolates Company,https://media.dojmt.gov/wp-content/uploads/Seattle-Chocolates-Company.pdf,9/29/2015,11/2/2015,11/16/2015,1
Intuit (1),https://media.dojmt.gov/wp-content/uploads/Intuit.pdf,10/12/2015,10/20/2015,11/17/2015,36
Wilderness Hotel and Golf Resort,https://media.dojmt.gov/wp-content/uploads/Wilderness-Hotel-and-Golf-Resort.pdf,3/9/2015,6/8/2015,11/20/2015,Unknown
Hilton,https://media.dojmt.gov/wp-content/uploads/Hilton.pdf,4/21/2015,7/27/2015,11/24/2015,Unknown
Hilton,https://media.dojmt.gov/wp-content/uploads/Hilton.pdf,11/18/2014,12/5/2014,11/24/2015,Unknown
Intuit (2),https://media.dojmt.gov/wp-content/uploads/Intuit-2.pdf,10/23/2015,10/23/2015,11/25/2015,1
Precision Resource Company,https://media.dojmt.gov/wp-content/uploads/Precision-Resource-Company.pdf,11/17/2015,11/17/2015,11/30/2015,1
Cottage Health,https://media.dojmt.gov/wp-content/uploads/Cottage-Health.pdf,10/26/2015,11/8/2015,12/3/2015,1
New England Calendar and Novelty Company,https://media.dojmt.gov/wp-content/uploads/New-England-Calendar-and-Novelty-Company.pdf,9/24/2015,9/24/2015,12/10/2015,2
Toyota Motor Credit Corporation (1),https://media.dojmt.gov/wp-content/uploads/Toyota-Motor-Credit-Corporation.pdf,8/5/2015,8/5/2015,12/11/2015,39
TuneCore,https://media.dojmt.gov/wp-content/uploads/TuneCore.pdf,11/17/2015,11/17/2015,12/11/2015,23
"Centerra Group, LLC (ADP)",https://media.dojmt.gov/wp-content/uploads/Centerra-Group-LLC-ADP.pdf,10/28/2015,10/28/2015,12/14/2015,1
State Farm (2),https://media.dojmt.gov/wp-content/uploads/State-Farm-2.pdf,10/26/2015,10/26/2015,12/15/2015,2
Gonzaga University,https://media.dojmt.gov/wp-content/uploads/Gonzaga-University.pdf,8/30/2015,8/30/2015,12/18/2015,4
"Dungarees, LLC",https://media.dojmt.gov/wp-content/uploads/Dungarees.pdf,10/15/2015,11/20/2015,12/18/2015,48
Thomas Nelson Community College,https://media.dojmt.gov/wp-content/uploads/Thomas-Nelson-Community-College.pdf,12/8/2015,12/8/2015,12/18/2015,1
Matson Navigation and Horizon Lines,https://media.dojmt.gov/wp-content/uploads/Matson-Navigation-Company-and-Horizon-Lines.pdf,11/9/2015,12/7/2015,12/23/2015,43
Farm to Feet,https://media.dojmt.gov/wp-content/uploads/Farm-to-Feet.pdf,8/3/2015,11/18/2015,12/23/2015,5
HDIS,https://media.dojmt.gov/wp-content/uploads/HDIS.pdf,11/27/2015,11/30/2015,12/28/2015,3
St. Luke's Cornwall Hospital,https://media.dojmt.gov/wp-content/uploads/St.-Lukes-Cornwall-Hospital.pdf,10/31/2015,10/31/2015,12/30/2015,1
Regional Income Tax Agency,https://media.dojmt.gov/wp-content/uploads/Regional-Income-Tax-Agency.pdf,11/10/2015,11/17/2015,12/31/2015,6
"Hyde Park Partners, Inc. (MROStop LLC)",https://media.dojmt.gov/wp-content/uploads/Hyde-Park-Partners.pdf,12/1/2015,12/14/2015,1/4/2016,2
"Blucora, Inc. (TaxAct)",https://media.dojmt.gov/wp-content/uploads/Blucora.pdf,11/10/2015,11/10/2015,1/8/2016,1
Grunt Style LLC,https://media.dojmt.gov/wp-content/uploads/Grunt-Style.pdf,12/10/2015,12/10/2015,1/8/2016,1
"JB Autosports, Inc.",https://media.dojmt.gov/wp-content/uploads/JB-Autosports-Inc..pdf,8/1/2015,11/9/2015,1/13/2016,11
"HSBC Bank, USA",https://media.dojmt.gov/wp-content/uploads/HSBC-Bank-USA.pdf,12/7/2015,12/8/2015,1/13/2016,80
"Livongo Health, Inc.",https://media.dojmt.gov/wp-content/uploads/Livongo.pdf,11/26/2015,11/26/2015,1/14/2016,1
Hyatt Hotels Corporation,https://media.dojmt.gov/wp-content/uploads/Hyatt-Hotel-Corporation.pdf,7/30/2015,12/8/2015,1/14/2016,1
MaineGeneral Medical Center,https://media.dojmt.gov/wp-content/uploads/MaineGeneral-Medical-Center.pdf,9/11/2015,9/12/2015,1/15/2016,10
Intuit (3),https://media.dojmt.gov/wp-content/uploads/Intuit-1.pdf,12/8/2015,12/17/2015,1/15/2016,2
New West Health Services d/b/a New West Medicare,https://media.dojmt.gov/wp-content/uploads/New-West-Health-Services.pdf,11/18/2015,11/18/2015,1/15/2016,"25,196"
"Motivate International, Inc.",https://media.dojmt.gov/wp-content/uploads/Motivate-International-Inc-.pdf,1/8/2016,1/8/2016,1/19/2016,2
"Kicky Pants, Inc. d/b/a KikKee Pants",https://media.dojmt.gov/wp-content/uploads/KickyPants.pdf,9/24/2015,12/26/2015,1/21/2016,17
HK Financial Services,https://media.dojmt.gov/wp-content/uploads/HK-Financial-Services.pdf,1/11/2016,1/11/2016,1/22/2016,5
"#1 A LifeSafer of Montana, Inc. (LifeSafer)",https://media.dojmt.gov/wp-content/uploads/LifeSafer.pdf,12/1/2015,1/25/2016,1/26/2016,1
"Hain Celestial Group, Inc. (Alba Botanica)",https://media.dojmt.gov/wp-content/uploads/Hain-Celestial-Group-Inc..pdf,5/16/2015,12/9/2015,1/28/2016,4
Oiselle Running Inc.,https://media.dojmt.gov/wp-content/uploads/Oiselle.pdf,10/29/2015,11/5/2015,1/29/2016,5
"Richardson & Company, P.C.",https://media.dojmt.gov/wp-content/uploads/Richardson-Company.pdf,12/18/2015,12/18/2015,1/29/2016,1
TaxSlayer,https://media.dojmt.gov/wp-content/uploads/TaxSlayer.pdf,10/10/2015,12/21/2015,1/29/2016,27
Toyota Motor Credit Corporation (2),https://media.dojmt.gov/wp-content/uploads/Toyota-Motor-Credit-Corporation-1.pdf,12/28/2015,1/4/2016,2/2/2016,3
University of Mary Washington,https://media.dojmt.gov/wp-content/uploads/University-of-Mary-Washington.pdf,1/5/2016,1/5/2016,2/4/2016,3
University of Central Florida,https://media.dojmt.gov/wp-content/uploads/University-of-Central-Florida.pdf,1/15/2016,1/15/2016,2/5/2016,14
"Gyft, Inc.",https://media.dojmt.gov/wp-content/uploads/Gyft.pdf,10/3/2015,12/18/2015,2/5/2016,431
"Seirus Innovative Accessories, Inc.",https://media.dojmt.gov/wp-content/uploads/Seirus-Innovative-Accessories.pdf,11/12/2015,11/26/2015,2/5/2016,1
"Shire Human Genetic Therapies, Inc.",https://media.dojmt.gov/wp-content/uploads/Shire-Human-Genetic-Therapies-Inc.pdf,12/30/2015,1/11/2016,2/8/2016,16
Baja Bound Insurance Services,https://media.dojmt.gov/wp-content/uploads/Baja-Bound-Insurance-Services.pdf,12/16/2015,12/16/2015,2/8/2016,3
Lowcountry Orthopaedics & Sports Medicine,https://media.dojmt.gov/wp-content/uploads/Lowcountry-Orthopaedics-and-Sports-Medicine.pdf,12/3/2015,12/3/2015,2/9/2016,1
"Providence (St. Patrick Hospital, Missoula)",https://media.dojmt.gov/wp-content/uploads/Providence.pdf,1/31/2016,2/10/2016,2/10/2016,1
Capezio,https://media.dojmt.gov/wp-content/uploads/Capezio.pdf,10/1/2015,11/30/2015,2/10/2016,15
"Polycom, Inc.",https://media.dojmt.gov/wp-content/uploads/Polycom-Inc.pdf,2/5/2016,2/6/2016,2/12/2016,1
Seneca High School,https://media.dojmt.gov/wp-content/uploads/Seneca-High-School.pdf,1/22/2016,1/22/2016,2/12/2016,1
"Alliance Health Networks, LLC",https://media.dojmt.gov/wp-content/uploads/Alliance-Health-Networks.pdf,12/17/2015,12/17/2015,2/15/2016,103
"Tetra Technologies, Inc.",https://media.dojmt.gov/wp-content/uploads/Tetra-Technologies.pdf,2/4/2016,2/4/2016,2/16/2016,10
Superior Labels and Rubberstamps.net,https://media.dojmt.gov/wp-content/uploads/Superior-Labels.pdf,11/3/2015,12/11/2015,2/19/2016,34
L4 Digital,https://media.dojmt.gov/wp-content/uploads/L4-Digital.pdf,9/1/2015,9/30/2015,2/24/2016,1
"Incipio, LLC",https://media.dojmt.gov/wp-content/uploads/Incipio-LLC.pdf,1/26/2016,1/26/2016,2/24/2016,29
