Raw Data,Data Pulled
"RK Internet, LLC (Rural King), April 02, 2014 ",1/18/2019
"Roadrunner Transportation Systems, Inc., November 09, 2018 ",1/18/2019
"Roadrunner Transportation Systems, Inc., October 15, 2018 ",1/18/2019
"Roadrunner Transportation Systems, Inc., September 14, 2018 ",1/18/2019
"Roadrunner Transportation Systems, Inc., July 13, 2018 ",1/18/2019
"RoadSafe Traffic Systems, November 26, 2008 ",1/18/2019
"Robert Graham Designs, LLC, December 13, 2018 ",1/18/2019
"Robert Rauschenberg Foundation, February 25, 2016 ",1/18/2019
"Roberts Hawaii, February 24, 2017 ",1/18/2019
"Robotic Industries, December 20, 2007 ",1/18/2019
"Rochester Gas and Electric (RG&E), February 14, 2012 ",1/18/2019
"Rochester Gas and Electric (RG&E), January 23, 2012 ",1/18/2019
"Rogin Nassau LLC, January 18, 2018 ",1/18/2019
"Rollins, Inc., March 27, 2013 ",1/18/2019
"Rombauer Vineyards, June 11, 2015 ",1/18/2019
"Rosenberg & Manente, PLLC (Rosenberg & Manente), December 04, 2018 ",1/18/2019
"Rosen Hotels & Resorts Inc., March 04, 2016 ",1/18/2019
"Rosenthal Collins Group, December 24, 2012 ",1/18/2019
"Rosewood Hotel Group, January 19, 2018 ",1/18/2019
"Rosewood Inn of the Anasazi, May 30, 2013 ",1/18/2019
"Rotech Healthcare Inc., October 24, 2013 ",1/18/2019
"Rothco, November 03, 2016 ",1/18/2019
"RoundPoint Mortgage Servicing Corporation, June 09, 2015 ",1/18/2019
"Rowan Companies, Inc., May 30, 2014 ",1/18/2019
"Roxy Trading, Inc., February 28, 2017 ",1/18/2019
"Royal Caribbean Cruises Ltd., December 05, 2018 ",1/18/2019
"Roy & Bentas CPAs, PC, February 24, 2017 ",1/18/2019
"R.R. Bowker LLC, November 21, 2018 ",1/18/2019
"RR Donnelley - United Healthcare, January 28, 2013 ",1/18/2019
"R.T. Jones Capital Equities Management, Inc., September 30, 2013 ",1/18/2019
"Ruby Tuesday, Inc., July 23, 2013 ",1/18/2019
"RugDoctor, LLC, May 10, 2016 ",1/18/2019
"Russell Investments, March 07, 2017 ",1/18/2019
"Rx Valet LLC, May 04, 2018 ",1/18/2019
"Ryder, April 12, 2011 ",1/18/2019
"Ryman Hospitality Properties, Inc., April 01, 2016 ",1/18/2019
"S & D Coffee, March 07, 2011 ",1/18/2019
"Sabre Corporation (Club Quaraters), July 12, 2017 ",1/18/2019
"Sabre Hospitality (21C Museum), June 30, 2017 ",1/18/2019
"Sabre Hospitality (Aimbridge), August 24, 2017 ",1/18/2019
"Sabre Hospitality (Bicycle Hotel), August 28, 2017 ",1/18/2019
"Sabre Hospitality (Bryan Cave), July 31, 2017 ",1/18/2019
"Sabre Hospitality (Domain), August 28, 2017 ",1/18/2019
"Sabre Hospitality (Evans), September 01, 2017 ",1/18/2019
"Sabre Hospitality (Four Seasons), July 06, 2017 ",1/18/2019
"Sabre Hospitality (Gallivant), August 28, 2017 ",1/18/2019
"Sabre Hospitality (Halekulani), July 06, 2017 ",1/18/2019
"Sabre Hospitality (Hard Rock), July 07, 2017 ",1/18/2019
"Sabre Hospitality (Hartz), July 24, 2017 ",1/18/2019
"Sabre Hospitality (Kimpton), July 28, 2017 ",1/18/2019
"Sabre Hospitality (L'Auberge), August 31, 2017 ",1/18/2019
"Sabre Hospitality (Loews), July 05, 2017 ",1/18/2019
"Sabre Hospitality (Nathan Hale), August 28, 2017 ",1/18/2019
"Sabre Hospitality (New World dba Rosewood), July 07, 2017 ",1/18/2019
"Sabre Hospitality (Noble), July 28, 2017 ",1/18/2019
"abre Hospitality (Outrigger), July 21, 2017 ",1/18/2019
"Sabre Hospitality (Preferred Hotel Group), June 30, 2017 ",1/18/2019
"Sabre Hospitality (Red Roof), August 29, 2017 ",1/18/2019
"Sabre Hospitality (Roosevelt), August 28, 2017 ",1/18/2019
"Sabre Hospitality (Salt), July 28, 2017 ",1/18/2019
"Sabre Hospitality (Seagate), July 07, 2017 ",1/18/2019
"Sabre Hospitality (Sixty), September 05, 2017 ",1/18/2019
"Sabre Hospitality (Stout Street), July 28, 2017 ",1/18/2019
"Sabre Hospitality (Two Roads), July 14, 2017 ",1/18/2019
"Sabre Hospitality (Verizon), July 20, 2017 ",1/18/2019
"Sabre Hospitality (Virgin), July 21, 2017 ",1/18/2019
"Sabre Hospitality (Westgate), July 28, 2017 ",1/18/2019
"Sabre/SynXis (Denihan), August 16, 2017 ",1/18/2019
"Sabre/SynXis (1Hotel), August 17, 2017 ",1/18/2019
"Sabre/SynXis (Pacifica), August 11, 2017 ",1/18/2019
"Sabra/SynXis (Woodside), July 25, 2017 ",1/18/2019
"Sadd Velazquez Higashi Shammaa LLP, June 15, 2017 ",1/18/2019
"Saddle Ridge Partners, LLC dba Wizard Labs, August 07, 2017 ",1/18/2019
"Safari, January 04, 2017 ",1/18/2019
"Safe for Home Products, December 28, 2016 ",1/18/2019
"SafetyFirst, June 12, 2014 ",1/18/2019
"Sage Bank, April 15, 2016 ",1/18/2019
"Saginaw Valley State University, January 24, 2018 ",1/18/2019
"SAIC, December 09, 2008 ",1/18/2019
"SAIC, January 18, 2008 ",1/18/2019
"Sailboat Owners, Inc., March 20, 2012 ",1/18/2019
"Saint-Gobain Corporation, April 13, 2017 ",1/18/2019
"Saks Fifth Avenue, April 30, 2008 ",1/18/2019
"Saks Fifth Avenue, May 16, 2008 ",1/18/2019
"Salem Co-operative Bank, December 28, 2010 ",1/18/2019
"Sales Force, Part 1, February 07, 2008 ",1/18/2019
"Sales Force, Part 2, February 07, 2008 ",1/18/2019
"SalientCRGT, March 15, 2016 ",1/18/2019
"Salina Family Healthcare Center, August 16, 2017 ",1/18/2019
"SallieMae, March 01, 2017 ",1/18/2019
"SallieMae, November 11, 2016 ",1/18/2019
"Salt Lake City, Utah, October 09, 2015 ",1/18/2019
"Salter Labs, August 31, 2018 ",1/18/2019
"Salvation Army of Augusta, January 23, 2018 ",1/18/2019
"Samela, Inc dba NorthShore Care Supply, October 08, 2015 ",1/18/2019
"San Antonio Shoemakers, Inc., July 19, 2016 ",1/18/2019
"Sanctuary Clothing, LLC, May 03, 2016 ",1/18/2019
"SanDiegoFit.com, September 10, 2010 ",1/18/2019
"San Diego Hardware, December 05, 2018 ",1/18/2019
"Sandler & Travis Trade Advisory Services, LLC, June 13, 2016 ",1/18/2019
"San Francisco Embassy Suites, February 05, 2014 ",1/18/2019
"Sandman Santa Rosa, The, July 21, 2017 ",1/18/2019
"Sands Casino Resort Bethlehem, February 28, 2014 ",1/18/2019
"Sanibel Captive Trust Company, September 10, 2018 ",1/18/2019
"Santa Cruz Biotechnology, Inc., March 30, 2018 ",1/18/2019
"Santa Cruz Biotechnology, Inc., February 22, 2018 ",1/18/2019
"Santander, June 19, 2017 ",1/18/2019
"Santander, August 01, 2016 ",1/18/2019
"Santander, May 19, 2015 ",1/18/2019
"Santander, June 18, 2015 ",1/18/2019
"Santander, July 08, 2015 ",1/18/2019
"Santander, August 05, 2015 ",1/18/2019
"Santander, October 07, 2015 ",1/18/2019
"Santander, November 02, 2015 ",1/18/2019
"Santa Rosa Consulting, June 13, 2016 ",1/18/2019
"Santoro CPA and SimpleBooks Corp., September 27, 2016 ",1/18/2019
"Saris Cycling Group, January 08, 2018 ",1/18/2019
"Sarnova, Inc., March 31, 2017 ",1/18/2019
"SAS Safety Corporation, December 24, 2015 ",1/18/2019
"SBE ENT Holdings, LLC, July 14,, 2017 ",1/18/2019
"Scarborough & Tweed, October 26, 2007 ",1/18/2019
"Scentlok Technologies, September 27, 2016 ",1/18/2019
"Scentlok Technologies, September 20, 2016 ",1/18/2019
"SchiffHardin LLP, October 23, 2007 ",1/18/2019
"Schlage Lock Company, October 13, 2015 ",1/18/2019
"Schneider Company, Al J., July 26, 2017 ",1/18/2019
"Schneider Electric, February 06, 2013 ",1/18/2019
"Scholar Chip, January 01, 2017 ",1/18/2019
"Schurman Fine Papers, March 21, 2017 ",1/18/2019
"Schwan's Home Service, Inc., August 04, 2016 ",1/18/2019
"Scient Federal Credit Union, July 21, 201513 ",1/18/2019
"Scottrade Financial Services, September 25, 2015 ",1/18/2019
"Scotts Company LLC, The, October 28, 20 ",1/18/2019
"Scrapbook.com, October 22, 2018 ",1/18/2019
"Scripps College, July 10, 2012 ",1/18/2019
"SD Associates P.C., June 02, 2016 ",1/18/2019
"Seacoast Radiology, January 10, 2011 ",1/18/2019
"Seagate US LLC, March 09, 2016 ",1/18/2019
"SeaRay, November 05, 2009 ",1/18/2019
"Sears Holdings, April 24, 2018 ",1/18/2019
"Seattle University, July 17, 2014 ",1/18/2019
"Seattle University, April 15, 2014 ",1/18/2019
"Securitas Security Services, May 30, 2007 ",1/18/2019
"Securities America, September 01, 2017 ",1/18/2019
"Securus Technologies, Inc., June 08, 2018 ",1/18/2019
"Sedgwick Claims Management Services, Inc., May 06, 2013 ",1/18/2019
"Sedgwick Claims Management Services, Inc./Impairment Resources, March 20, 2012 ",1/18/2019
"Seibels Bruce Group, December 22, 2008 ",1/18/2019
"SEIU Local 32BJ, May 25, 2018 ",1/18/2019
"Sekisui Diagnostics, April 26, 2018 ",1/18/2019
"SELF Loan, September 19, 2014 ",1/18/2019
"Self Regional Healthcare, July 25, 2014 ",1/18/2019
"Selke, Dr. Melissa D., December 12, 2015 ",1/18/2019
"Sentinal Hotel, November 04, 2016 ",1/18/2019
"Service Systems Associates Inc., October 13, 2015 ",1/18/2019
"Seven Hills Foundation, Inc., April 15, 2016 ",1/18/2019
"Seventh-Day Adventist Church, January 07, 2009 ",1/18/2019
"SevOne, March 14, 2016 ",1/18/2019
"Shamrock Financial Corporation, December 08, 2017 ",1/18/2019
"Shaw's Supermarket Inc., Salem NH, May 11, 2007 ",1/18/2019
"SHEIN, September 21, 2018 ",1/18/2019
"Shell Vacations Club, March 17, 2015 ",1/18/2019
"Shock Doctor, May 01, 2017 ",1/18/2019
"Shoe Station, Inc., August 08, 2017 ",1/18/2019
"Shoes West Distribution Inc., May 27, 2016 ",1/18/2019
"Shoppe Designs, The, August 15, 2016 ",1/18/2019
"Shopper Approved, October 22, 2018 ",1/18/2019
"Shoplet.com, April 02, 2013 ",1/18/2019
"shopPOPdisplays, Inc., June 11, 2018 ",1/18/2019
"Shop-Rite Supermarkets, Inc., October 30, 2017 ",1/18/2019
"Shorewood and Towers Perrin, March 07, 2007 ",1/18/2019
"ShowTix4U, March 29, 2017 ",1/18/2019
"Shumsky Promotional Agency, May 29, 2013 ",1/18/2019
"Shutterfly, Inc., March 28, 2018 ",1/18/2019
"Siemens Healthcare Diagnostics Inc., April 03, 2008 ",1/18/2019
"Sierra Nevada Brewing Company, August 27, 2018  ",1/18/2019
"Signature Hardware, Inc., June 07, 2017 ",1/18/2019
"Signature Hardware, Inc., June 02, 2017 ",1/18/2019
"Sikorsky, August 08, 2011 ",1/18/2019
"Silicon Labratories, Inc., April 04, 2016 ",1/18/2019
"Simma Flottemesch & Orensteinin, July 19, 2018 ",1/18/2019
"Simms Fishing Products, November 25, 2014 ",1/18/2019
"Single Digits, May 19, 2016 ",1/18/2019
"Sirius XM Radio Inc., November 10, 2016 ",1/18/2019
"Sirius XM Radio Inc., March 17, 2016 ",1/18/2019
"Sirius XM Radio Inc., April 06, 2012 ",1/18/2019
"Six Red Marbles, LLC, December 22, 2014 ",1/18/2019
"SK Men's Store, December 10, 2007 ",1/18/2019
"Smartphone Experts, August 07, 2013 ",1/18/2019
"SmartyPig LLC dba Q2 Labs, November 09, 2017 ",1/18/2019
"Smith Freed & Eberhard, PC, September 21, 2018 ",1/18/2019
"Smith & Nephew PLC d/b/a Blue Belt Technologies, March 24, 2016 ",1/18/2019
"Snelling Staffing, LLC, April 22, 2014 ",1/18/2019
"Society of Manufacturing Engineers, August 16, 2011 ",1/18/2019
"Solera Holding, Inc., April 13, 2017 ",1/18/2019
"Solera Holding, Inc., March 31, 2017 ",1/18/2019
"Solera National Bank June 26, 2018 ",1/18/2019
"SolutionsIQ, Inc., March 10, 2017 ",1/18/2019
"Sonic Corp., October 05, 2017 ",1/18/2019
"Sony, December 12, 2014 ",1/18/2019
"Sony, April 26, 2011 ",1/18/2019
"Sony, June 21, 2010 ",1/18/2019
"Sony, May 28, 2009 ",1/18/2019
"Sony Online Entertainment, May 02, 2011 ",1/18/2019
"Sorenson Communications, March 21, 2014 ",1/18/2019
"SOS International, October 20, 2016 ",1/18/2019
"Sourcebooks, October 17, 2014 ",1/18/2019
"Sourcefire, Inc., November 15, 2012 ",1/18/2019
"South Carolina Department of Revenue, November 26, 2012 ",1/18/2019
"South Loop CPA, April 28, 2016 ",1/18/2019
"South Orange Performing Arts Center (SOPAC), May 29, 2013 ",1/18/2019
"South Shore Hospital, September 09, 2010 ",1/18/2019
"South Shore Hospital, July 19, 2010 ",1/18/2019
"Southern National Bancorp of Virginia, Inc. dba Sonabank, January 24, 2018 ",1/18/2019
"Southern National Bancorp of Virginia, Inc. dba Sonabank, Ocotber 31, 2017 ",1/18/2019
"Southern New Hampshire Health Systems, June 23, 2017 ",1/18/2019
"Southern New Hampshire Medical Center, May 23, 2011 ",1/18/2019
"Southern New Hampshire University, July 27, 2017 ",1/18/2019
"Southern New Hampshire University, April 03, 2017 ",1/18/2019
"Southern Tide, June 15, 2017 ",1/18/2019
"Southwest Airlines Co., June 08, 2018 ",1/18/2019
"Southwest Airlines Co., April 20, 2018 ",1/18/2019
"Sovereign Bank, June 17, 2011 ",1/18/2019
"Sovereign Bank, December 22, 2010 ",1/18/2019
"Sovereign Bank, August 19, 2010 ",1/18/2019
"SP Industries, May 08, 2018 ",1/18/2019
"Spark Pay Online Store, October 16, 2017 ",1/18/2019
"Spark Pay Online Store, July 06, 2017 ",1/18/2019
"Spaulding Youth Center, March 31, 2017 ",1/18/2019
"Speare Memorial Hospital, April 29, 2011 ",1/18/2019
"Special Olympics Kentucky, December 26, 2018 ",1/18/2019
"Specialty Equipment Market Association, July 26, 2016 ",1/18/2019
"Speedy Recovery Services, February 17, 2012 ",1/18/2019
"Spinnaker Trust, June 29, 2018 ",1/18/2019
"Spiraledge, Inc., January 20, 2017 ",1/18/2019
"Sportsmem, Inc., July 18, 2017 ",1/18/2019
"Sprechman & Associates, P.A., November 13, 2012 ",1/18/2019
"Springfield Armory, November 18, 2016 ",1/18/2019
"Springfield Township, June 02, 2017 ",1/18/2019
"Springstone Financial, December 18, 2018 ",1/18/2019
"Sprint Nextel, June 12, 2009 ",1/18/2019
"Sprint Nextel, March 30, 2009 ",1/18/2019
"SPX, April 15, 2008 ",1/18/2019
"Squire Patton Boggs LLP, March 26, 2018 ",1/18/2019
"SRA International, January 21, 2009 ",1/18/2019
"SRI Incorporated, April 02, 2015 ",1/18/2019
"SRI International, September 07, 2017 ",1/18/2019
"St. Anselm College, September 15, 2010 ",1/18/2019
"St. Anselm College, May 28, 2010 ",1/18/2019
"St. Francis College, August 12, 2014 ",1/18/2019
"St. Joseph Health System, February 03, 2014 ",1/18/2019
"St. Mary's Bank, July 12, 2013 ",1/18/2019
"St. Mary's Health, Inc. dba St. Vincent Evansville, May 31, 2018 ",1/18/2019
"Stamford Podiatry Group, PC, May 24, 2016 ",1/18/2019
"Staminus Communications, April 11, 2016 ",1/18/2019
"StampAuctionNetwork, October 11, 2017 ",1/18/2019
"Stanadyne Corporation, July 09, 2008 ",1/18/2019
"StandardAero, April 03, 2012 ",1/18/2019
"Standard International Management LLC, July 21, 2017 ",1/18/2019
"Standex International Corporation, August 08, 2017 ",1/18/2019
"Stanford University, June 16, 2016 ",1/18/2019
"Stanley and Towers Perrin, February 06, 2007 ",1/18/2019
"Stanley Black & Decker, April 15, 2013 ",1/18/2019
"Stanley Black & Decker, March 08, 2013 ",1/18/2019
"Stanley Works, January 28, 2009 ",1/18/2019
"Staples, Inc., December 19, 2014 ",1/18/2019
"Star Title Partners of Palm Harbor, November 08, 2018 ",1/18/2019
"Star Title Partners of Palm Harbor, October 30, 2018 ",1/18/2019
"Starling Insurance, March 05, 2008 ",1/18/2019
"Starwood Property Trust and Starwood Mortgage Capital, July 07, 2017 ",1/18/2019
"StataCorp LLC, November 19, 2018 ",1/18/2019
"State Industrial, January 27, 2014 ",1/18/2019
"State Industrial Products, August 04, 2017 ",1/18/2019
"State Street, November 29, 2016 ",1/18/2019
"Stax Inc., January 09, 2017 ",1/18/2019
"Steel Technologies LLC Hydro Flask, July 28, 2017 ",1/18/2019
"Stein Eriksen Lodge Hotel, June 01, 2018 ",1/18/2019
"Stein Mart, Inc. (Stein Mart), November 14, 2018  ",1/18/2019
"Steinborn, Dr. Catherine DDS, February 19, 2015 ",1/18/2019
"SterlingBackcheck, July 31, 2015 ",1/18/2019
"SterlingBackcheck, August 07, 2015 ",1/18/2019
"Stethoscope.com LLC, January 29, 2013 ",1/18/2019
"STL International, Inc. d/b/a Teeter, October 25, 2018 ",1/18/2019
"Stock Options Solutions, March 26, 2008 ",1/18/2019
"Strafaci & Associates, May 03, 2016 ",1/18/2019
"Strategic Analysis, Inc., April 19, 2018 ",1/18/2019
"Strategic Forecasting, Inc., January 19, 2012 ",1/18/2019
"Strategic Risk Solutions, October 26, 2018 ",1/18/2019
"Strategic Workforce Solutions, April 08, 2010 ",1/18/2019
"Stratfor Enterprises, January 19, 2012 ",1/18/2019
"Stryker Instruments, April 10, 2008 ",1/18/2019
"StudentCity, July 01, 2011 ",1/18/2019
"Student Loan Funding, May 11, 2007 ",1/18/2019
"Student Loan Corporation, The, August 09, 2007 ",1/18/2019
"Student Loan Xpress, January 29, 2009 ",1/18/2019
"Suburban Lung Associates, S.C., April 13, 2015 ",1/18/2019
"Suddenlink Communications, March 23, 2012 ",1/18/2019
"Suffolk County National Bank, January 11, 2010 ",1/18/2019
"Suffolk University, July 02, 2013 ",1/18/2019
"Sully's Superette, July 25, 2012 ",1/18/2019
"Summit Sports, Inc., December 21, 2011 ",1/18/2019
"Sungard, March 19, 2007 ",1/18/2019
"Sunrun, February 02, 2017 ",1/18/2019
"Sunspire Health, July 30, 2018 ",1/18/2019
"SunTrust Banks, Inc., May 02, 2018 ",1/18/2019
"Suntrust Loan Education, December 21, 2012 ",1/18/2019
"Surefire Internet Security, August 29, 2018 ",1/18/2019
"SVAM International, Inc., July 26, 2018 ",1/18/2019
"Sweaty Bands, LLC, April 16, 2015 ",1/18/2019
"Sweeney Drywall Finishes Corp., February 07, 2017 ",1/18/2019
"Swenson, Saurer, Gerber, Anderson & Co. Ltd., March 06, 2018 ",1/18/2019
"SwervePoint, LLC, November 29, 2016 ",1/18/2019
"swimsuitsforall, August 02, 2013 ",1/18/2019
"Swimwear Boutique, April 16, 2008 ",1/18/2019
"Sydell Partners, July 19, 2017 ",1/18/2019
"Synchrony Bank, November 27, 2018 ",1/18/2019
"symantec, March 24, 2009 ",1/18/2019
"Synopsys, Inc., June 20, 2008 ",1/18/2019
"Systeme Software, Inc., June 07, 2018 ",1/18/2019
"T-Mobile, September 14, 2017 ",1/18/2019
"T-Mobile, June 09, 2017 ",1/18/2019
"T-Mobile, June 09, 2017 ",1/18/2019
"T- Mobile, October 08, 2015 ",1/18/2019
"T-Mobile, December 30, 2013 ",1/18/2019
"T-Mobile, September 03, 2009 ",1/18/2019
"T. Rowe Price Retirement, January 23, 2008 ",1/18/2019
"T. Rowe Price Services Inc., September 15, 2009 ",1/18/2019
"Tab Products Co. LLC, February 15, 2017 ",1/18/2019
"talentReef, Inc., January 10, 2018 ",1/18/2019
"Talk Fusion, February 07, 2013 ",1/18/2019
"Tallahassee Memorial Healthcare (""TMH""), October 18, 2018",1/18/2019
"TALX Corporation (Entergy Services, Inc.), February 07, 2018 ",1/18/2019
"TALX Corporation (Whole Foods), August 22, 2017 ",1/18/2019
"TALX Corporation, July 21, 2017 ",1/18/2019
"TALX Corporation, May 19, 2017 ",1/18/2019
"TALX Corporation, May 15, 2017 ",1/18/2019
"Target, December 19, 2013 ",1/18/2019
"Target, January 29, 2008 ",1/18/2019
"Target, January 22, 2008 ",1/18/2019
"Targeted Victory, November 17, 2016 ",1/18/2019
"TaskRabbit, Inc., May 14, 2018 ",1/18/2019
"Tatcha, LLC, May 09, 2017 ",1/18/2019
"Tauck, Inc. (""Tauck""), September 27, 2018 ",1/18/2019
"TCM Bank, NA,, August 03, 2018 ",1/18/2019
"TD Bank, June 21, 2017 ",1/18/2019
"TD Bank, Part 1, March 08, 2017 ",1/18/2019
"TD Bank, Part 2, March 08, 2017 ",1/18/2019
"TD Bank, October 04, 2016 ",1/18/2019
"TD Bank, August 04, 2016 ",1/18/2019
"TD Bank, July 28, 2016 ",1/18/2019
"TD Bank, June 28, 2016 ",1/18/2019
"TD Bank, June 13, 2016 ",1/18/2019
"TD Bank, April 05, 2016 ",1/18/2019
"TD Bank, March 31, 2016 ",1/18/2019
"TD Bank, September 04, 2015 ",1/18/2019
"TD Bank, February 20, 2015 ",1/18/2019
"TD Bank, February 18, 2014 ",1/18/2019
"TD Bank, January 24, 2014 ",1/18/2019
"TD Bank, January 16, 2014 ",1/18/2019
"TD Bank, December 16, 2013 ",1/18/2019
"TD Bank, October 29, 2013 ",1/18/2019
"TD Bank, October 17, 2013 ",1/18/2019
"TD Bank, October 12, 2012 ",1/18/2019
"TD Bank - University of New Hampshire, February 11, 2014 ",1/18/2019
"TD Banknorth, November 26, 2008 ",1/18/2019
"Teal, Becker & Chiaramonte, March 23, 2018 ",1/18/2019
"Teall Acquisitions, LLC, December, 2018 ",1/18/2019
"Tech Rabbitt, LLC, September 20, 2018 ",1/18/2019
"TechCentral, September 29, 2011 ",1/18/2019
"TechMedia Network, December 20, 2013 ",1/18/2019
"Technical Needs North, Inc., April 19, 2018 ",1/18/2019
"Tele Atlas North America (TANA), July 17, 2008 ",1/18/2019
"Telkyo Loretto Heights University, December 23, 2016 ",1/18/2019
"Temecula Motorsports, Inc., May 31, 2018 ",1/18/2019
"Temp-Tations Home LLC dba Tara at Home, April 16, 2018 ",1/18/2019
"Tennessee Valley Title Insurance Company, January 09, 2018 ",1/18/2019
"Tennis Express, March 20, 2013 ",1/18/2019
"Test Effects, LLC dba CellularOutfitter.com, WirelessEmporium.com, August 04, 2014 ",1/18/2019
"Texas Children's Hospital, January 28, 2011 ",1/18/2019
"Textron, December 01, 2009 ",1/18/2019
"Textron, July 31, 2007 ",1/18/2019
"The Affiliated Group (""TAG""), September 27, 2018 ",1/18/2019
"ThePartsBin.com, June 29, 2012 ",1/18/2019
"Therafit Shoes, March 16, 2017 ",1/18/2019
"Thermo Fisher Scientific, March 28, 2018 ",1/18/2019
"Thermo Fisher Scientific, February 28, 2014 ",1/18/2019
"Thesy, October 31, 2018 ",1/18/2019
"Thirty-One Gifts, LLC, August 08, 2011 ",1/18/2019
"Thirty Three Threads, Inc., October 31, 2016 ",1/18/2019
"This Works Product, Ltd., November 30, 2017 ",1/18/2019
"Thomas Chandler Thomas & Hinshaw, LLP, June 22, 2018 ",1/18/2019
"Thomas Edison State University, February 14, 2018 ",1/18/2019
"Thompson Dunavant, PLC, August 05, 2011 ",1/18/2019
"THORLO, Inc., February 07, 2013 ",1/18/2019
"ThyssenKrupp OnlineMetals, LLC, May 02, 2013 ",1/18/2019
"Tiemart, Inc., June 13, 2016 ",1/18/2019
"Tiffany & Co., September 05, 2012 ",1/18/2019
"Tiffany & Co., March 21, 2012 ",1/18/2019
"Tiger Leasing, LLC, April 29, 2016 ",1/18/2019
"Timber Blinds, March 06, 2013 ",1/18/2019
"Time, Inc., January 04, 2010 ",1/18/2019
"Time Warner, Towers Perrin, January 26, 2007 ",1/18/2019
"Times Three Clothier, LLC dba Yummie by Heather Thomson, November 16, 2016 ",1/18/2019
"Timken Company, The, March 04, 2014 ",1/18/2019
"TIO Networks USA, Inc., October 25, 2018  ",1/18/2019
"TIO Networks USA, Inc, , February 02, 2018 ",1/18/2019
"TIO Networks USA, Inc., December 22, 2017 ",1/18/2019
"Titanium Metals Corporation, August 13, 2009 ",1/18/2019
"Titan Manufacturing and Distributing, Inc., December 03, 2018 ",1/18/2019
"Title Nine, November 13, 2018  ",1/18/2019
"Title Nine, September 10, 2018 ",1/18/2019
"TJX, January 17, 2007 ",1/18/2019
"TKC Holdings, Inc., August 31, 2018 ",1/18/2019
"TLO, March 22, 2013 ",1/18/2019
"TM Acquisition, LLC dba Trymedia, January 13, 2012 ",1/18/2019
"TMEIC Corporation, April 18, 2016 ",1/18/2019
"TN Marketing, February 29, 2016 ",1/18/2019
"Tobacco Haven, July 27, 2012 ",1/18/2019
"Tommie Copper, Inc., July 11, 2018 ",1/18/2019
"Tommie Copper Inc., October 06, 2017 ",1/18/2019
"Topps Company, December 27, 2016 ",1/18/2019
"Torrance Memorial, June 19, 2017 ",1/18/2019
"Toscano Clements Taylor, March 05, 2017 ",1/18/2019
"Toshiba America Information Systems, Inc., April 30, 2013 ",1/18/2019
"Total Bank, July 09, 2014 ",1/18/2019
"Total Phase, March 24, 2017 ",1/18/2019
"Total System Services, Inc. (TSYS), September 26, 2013 ",1/18/2019
"Totally Promotional, August 17, 2015 ",1/18/2019
"Towers Perrin and Alpharma, January 09, 2007 ",1/18/2019
"Towers Perrin and Altria, January 10, 2007 ",1/18/2019
"Towers Perrin and Celanese Americas Corp, January 15, 2007 ",1/18/2019
"Towers Perrin and United Technologies Corp, January 16, 2007 ",1/18/2019
"Towsend & Son, Inc., Jas., June 05, 2017 ",1/18/2019
"Toyota Motor Credit Corporation, August 23, 2016 ",1/18/2019
"Toyota Motor Sales, November 21, 2008 ",1/18/2019
"TRADEBE Environmental Services, LLC, April 02, 2013 ",1/18/2019
"TradeMotion, LLC, July 24, 2018 ",1/18/2019
"Transcend Capital, August 20, 2012 ",1/18/2019
"Transcend Capital, November 11, 2011 ",1/18/2019
"TransPerfect Global, Inc., February 10, 2017 ",1/18/2019
"TransUnion, October 09, 2018 ",1/18/2019
"TransUnion, March 12, 2012 ",1/18/2019
"TransUnion, October 18, 2010 ",1/18/2019
"Travel Caddy, Inc. dba Travelon, August 04, 2016 ",1/18/2019
"Travel Leaders Group, October 24, 2018  ",1/18/2019
"Travelocity.com, November 22, 2013 ",1/18/2019
"TravisMathew, October 26, 2018 ",1/18/2019
"Tremco, Incorporated, July 29, 2015 ",1/18/2019
"Trident University, February 21, 2012 ",1/18/2019
"Trilegiant Corporation, December 01, 2011 ",1/18/2019
"TriNet Trading Corporation, February 20, 2015 ",1/18/2019
"Trinity Heating & Air, Inc., dba Trinity Solar, April 12, 2016 ",1/18/2019
"Trion Worlds, Inc., December 21, 2011 ",1/18/2019
"TriTech Software Systems, March 30, 2017 ",1/18/2019
"TRUEBenefits LLC, September 18, 2017 ",1/18/2019
"Trump Hotel Collection, September 25, 2015 ",1/18/2019
"Trump Hotels, June 30, 2017 ",1/18/2019
"Trustmark Mutual Holding Company, June 22, 2015 ",1/18/2019
"TTI Floor Care North America, April 14, 2016 ",1/18/2019
"Tufts Health Public Plans, Inc., January 31, 2017 ",1/18/2019
"Tufts University, July 07, 2011 ",1/18/2019
"Tufts University, June 03, 2010 ",1/18/2019
"Tulane University, January 07, 2011 ",1/18/2019
"Tully Automotive Group, September 22, 2016 ",1/18/2019
"Turrentine & Associates, Inc., David, June 20, 2017 ",1/18/2019
"Tuskegee University, June 22, 2018 ",1/18/2019
"Tween Brands, Inc., November 03, 2017 ",1/18/2019
"Twin America, December 09, 2010 ",1/18/2019
"Twinspires.com, September 04, 2012 ",1/18/2019
"Tyco, June 23, 2009 ",1/18/2019
"Tyler Technologies, Inc., March 13, 2017 ",1/18/2019
"U-Haul Co. of California, December 12, 2017 ",1/18/2019
"Uber Technologies, Inc., December 18, 2017 ",1/18/2019
"Uber Technologies, Inc., November 21, 2017 ",1/18/2019
