Org Name,Original Text,Reported Date,URL
Aqua-Aston Hospitality LLC,"Aqua-Aston Hospitality LLC, July 06, 2017 ",7/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/aqua-aston-20170706.pdf
Aquiline Holdings LLC,"Aquiline Holdings LLC, November 4, 2019 ",11/4/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/aquiline-holdings-20191104.pdf
Arabella Advisors LLC,"Arabella Advisors LLC, February 22, 2017 ",2/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/arabella-20170222.pdf
Arcadia University,"Arcadia University, April 1, 2019 ",4/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/arcadia-university-20190401.pdf
Argotec,"Argotec, August 12, 2013 ",8/12/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/argotec-20130812.pdf
ARIAD Pharmaceuticals Inc,"ARIAD Pharmaceuticals Inc, May 31, 2016 ",5/31/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ariad-pharmaceuticals-20160531.pdf
Arizona Central Credit Union (Experian),"Arizona Central Credit Union (Experian), June 08, 2012 ",6/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/arizona-central-cu-experian-20120608.pdf
Arrow Electronics Inc,"Arrow Electronics Inc, March 03, 2010 ",3/3/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/arrow-electronics-20100303.pdf
Art.com,"Art.com, October 14, 2019 ",10/14/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/art-com-20191014.pdf
Art of Tea,"Art of Tea, December 31, 2014",12/31/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/art-of-tea-20141231.pdf
Asbury Communities Inc,"Asbury Communities Inc, February 09, 2017 ",2/9/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/asbury-20170209.pdf
Ascena Retail Group Inc,"Ascena Retail Group Inc, December 17, 2014 ",12/17/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/ascena-20141217.pdf
Ascensus Inc,"Ascensus Inc, July 27, 2011 ",7/27/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/ascensus-20110727.pdf
Ashland University,"Ashland University, February 24, 2017 ",2/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/ashland-university-20170224.pdf
ASI Construction LLC,"ASI Construction LLC, March 01, 2018 ",3/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/asi-construction-20180301.pdf
Assemblers,"Assemblers, April 15, 2019 ",4/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/assemblers-20190415.pdf
Ashton Woods Homes,"Ashton Woods Homes, September 30, 2019 ",9/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/ashton-woods-homes-20190930.pdf
Assisted Living Concepts,"Assisted Living Concepts, March 28, 2014 ",3/28/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/assisted-living-concepts-20140328.pdf
Assisted Living Concepts,"Assisted Living Concepts, February 26, 2014 ",2/26/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/assisted-living-concepts-20140226.pdf
Astadia Inc,"Astadia Inc, February 06, 2017 ",2/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/astadia-20170206.pdf
Asure Software,"Asure Software, April 07, 2016",4/7/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/asure-software-20160407.pdf
Asurint,"Asurint, December 03, 2018 ",12/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/asurint-20181203.pdf
A. T. Cross Company,"A. T. Cross Company, July 1, 2019 ",7/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/at-cross-20190701.pdf
A.T. Cross Company,"A.T. Cross Company, June 26, 2019 ",6/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/at-cross-20190626.pdf
Athletic Clubs of America Inc,"Athletic Clubs of America Inc, January 31, 2017 ",1/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/athletic-clubs-20170131.pdf
Atlanta Falcons Football Club LLC,"Atlanta Falcons Football Club LLC, October 21, 2016 ",10/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/atlanta-falcons-20161021.pdf
Atlantic Automotive Corp. dba MileOne Inc,"Atlantic Automotive Corp. dba MileOne Inc, June 10, 2014 ",6/10/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-automotive-20140610.pdf
Atlantic Cigar Company LLC,"Atlantic Cigar Company LLC, October 10, 2017 ",10/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-cigar-20171010.pdf
Atlantic Digestive Specialists,"Atlantic Digestive Specialists, June 20, 2017 ",6/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-digestive-20170620.pdf
Atlantic Digestive Specialists,"Atlantic Digestive Specialists, April 21, 2017 ",4/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-digestive-20170421.pdf
Atrium Health (formerly Carolinas HealthCare System),"Atrium Health (formerly Carolinas HealthCare System), November 27, 2018  ",11/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/atrium-health-20181127.pdf
AT&T,"AT&T, May 19, 2017 ",5/19/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/att-20170519.pdf
AT&T,"AT&T, April 20, 2015 ",4/20/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/att-20150420.pdf
AT&T,"AT&T, October 01, 2014 ",10/1/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/att-20141001.pdf
AT&T,"AT&T, June 05, 2014 ",6/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/att-20140605.pdf
Attunity,"Attunity, November 1, 2019 ",11/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/attunity-20191101.PDF
Atwood Distributing LP,"Atwood Distributing LP, March 21, 2017 ",3/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/atwood-distributing-20170321.pdf
Auburn University,"Auburn University, April 02, 2015 ",4/2/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20150402.pdf
Auburn University,"Auburn University, March 21, 2014 ",3/21/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20140321.pdf
Auburn University,"Auburn University, August 02, 2013 ",8/2/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20130802.pdf
Augusta University,"Augusta University, September 4, 2018 ",9/4/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/augusta-university-20180904.pdf
Augustana College,"Augustana College, May 13, 2019 ",5/13/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/augustana-college-20190513.pdf
AU Medical Center Inc,"AU Medical Center Inc, September 18, 2017 ",9/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/au-medical-center-20170918.pdf
AU Medical Center Inc/Augusta University,"AU Medical Center Inc/Augusta University, May 26, 2017 ",5/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/au-medical-center-20170526.pdf
Austin Powder Company,"Austin Powder Company, April 07, 2015 ",4/7/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/austin-powder-20150407.pdf
Austin Rare Coins Inc,"Austin Rare Coins Inc, July 20, 2012 ",7/20/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/austin-rare-coins-20120720.pdf
Auto Approve LLC,"Auto Approve LLC, October 28, 2019 ",10/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/auto-approve-20191028.pdf
Auto Truck Kargo Equipment,"Auto Truck Kargo Equipment, April 2, 2019 ",4/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/auto-truck-kargo-20190402.pdf
Autoliv ASP Inc,"Autoliv ASP Inc, February 16, 2018 ",2/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/autoliv-20180216.pdf
Automated Pet Care Products Inc,"Automated Pet Care Products Inc, July 25, 2018 ",7/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/automated-pet-20180725.pdf
Automatic Data Processing (ADP),"Automatic Data Processing (ADP), June 04, 2013 ",6/4/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/automatic-data-processing-20130604.pdf
Automotive Recovery Services Inc dba Vehicle Donation Processing Center,"Automotive Recovery Services Inc dba Vehicle Donation Processing Center, July 06, 2015 ",7/6/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/automotive-recovery-services-20150706.pdf
AutoNation Inc,"AutoNation Inc, May 26, 2014 ",5/26/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/autonation-20140526.pdf
Avalara Inc,"Avalara Inc, June 13, 2019 ",6/13/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/avalara-20190613.pdf
Avanti Markets Inc,"Avanti Markets Inc, October 05, 2017 ",10/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20171005.pdf
Avanti Markets Inc,"Avanti Markets Inc, August 30, 2017 ",8/30/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20170830.pdf
Avanti Markets Inc,"Avanti Markets Inc, July 24, 2017 ",7/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20170724.pdf
Avendra LLC,"Avendra LLC, March 23, 2016 ",3/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/avendra-20160323.pdf
Avention,"Avention, May 09, 2016 ",5/9/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/avention-20160509.pdf
Avia,"Avia, October 14, 2011 ",10/14/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/avia-20111014.pdf
A.W. Hastings & Co. LLC,"A.W. Hastings & Co. LLC, December 08, 2011 ",12/8/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/aw-hastings-20111208.pdf
BAE Systems,"BAE Systems, June 04, 2015 ",6/4/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/bae-systems-20150604.pdf
Babson College,"Babson College, January 31, 2017 ",1/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20170131.pdf
Babson College,"Babson College, July 17, 2013 ",7/17/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20130717.pdf
Backcountry Edge Inc,"Backcountry Edge Inc, July 2, 2019 ",7/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/backcountry-20190702.pdf
Backcountry Edge Inc,"Backcountry Edge Inc, December 05, 2018 ",12/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/backcountry-edge-20181205.pdf
Bacon & Company CPAs LLC,"Bacon & Company CPAs LLC, March 16, 2017 ",3/16/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/bacon-company-20170316.pdf
BaileysOnline.com,"BaileysOnline.com, March 14, 2016 ",3/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/bailyes-online-20160314.pdf
Bamboo HR LLC,"Bamboo HR LLC, March 7, 2019 ",3/7/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/bamboo-hr-20190307.pdf
Bank of the West,"Bank of the West, December 05, 2017 ",12/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20171205.pdf
Bank of the West,"Bank of the West, March 24, 2015 ",3/24/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20150324.pdf
Bank of the West,"Bank of the West, February 05, 2014 ",2/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20140205.pdf
Bank of Tokyo-Mitsubishi UFJ Ltd. The,"Bank of Tokyo-Mitsubishi UFJ Ltd. The, September 11, 2013 ",9/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-tokyo-mitsubishi-20130911.pdf
Banker Benefits,"Banker Benefits, June 30, 2007 ",6/30/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/banker-benefits20070630.pdf
Banner Health,"Banner Health, August 03, 2016 ",8/3/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/banner-health-20160803.pdf
Barbecue Renew,"Barbecue Renew, January 16, 2015 ",1/16/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/barbecue-renew-20150116.pdf
Bare Escentuals,"Bare Escentuals, November 01, 2010 ",11/1/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/bare-escentuals-20101101.pdf
Barnes & Noble Booksellers Inc,"Barnes & Noble Booksellers Inc, October 24, 2012 ",10/24/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/barnes-noble-20121024.pdf
Bartell Hotels,"Bartell Hotels, September 12, 2014 ",9/12/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/bartell-hotels-20140912.pdf
Batteries.com,"Batteries.com, May 18, 2009 ",5/18/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/batteries-20090518.pdf
Baxter International Inc,"Baxter International Inc, July 11, 2008 ",7/11/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/baxter-20080711.pdf
Bayard Dr. Max B.,"Bayard Dr. Max B., September 11, 2015 ",9/11/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/bayard-max-20150911.pdf
Baylor Health Care Systems,"Baylor Health Care Systems, November 03, 2008 ",11/3/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-health-care-20081103.pdf
Baylor College of Medicine,"Baylor College of Medicine, November 08, 2017 ",11/8/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20171108.pdf
Baylor College of Medicine,"Baylor College of Medicine, November 30, 2016 ",11/30/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20161130.pdf
Baystate Health,"Baystate Health, April 8, 2019 ",4/8/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/baystate-health-20190408.pdf
BBX Capital Corporation,"BBX Capital Corporation, July 3, 2019 ",7/3/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/bbx-capital-20190703.pdf
Beachbody LLC.,"Beachbody LLC., March 01, 2018 ",3/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/beachbody-20180301.pdf
Beachbody LLC.,"Beachbody LLC., May 23, 2013 ",5/23/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/beachbody-20130523.pdf
Beacon Sales Acquisition Inc,"Beacon Sales Acquisition Inc, March 2019 ",3/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/beacon-sales-acquisition-20190308.pdf
Beam Global Spirits,"Beam Global Spirits, June 15, 2009 ",6/15/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/beam-global-spirits-20090615.pdf
bebe,"bebe, December 05, 2014 ",12/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/bebe-20141205.pdf
Bed Bath & Beyond Inc,"Bed Bath & Beyond Inc, May 5, 2019 ",5/5/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20190506.pdf
Bed Bath & Beyond Inc,"Bed Bath & Beyond Inc, February 13, 2018 ",2/13/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20180213.pdf
Bed Bath & Beyond Inc,"Bed Bath & Beyond Inc, November 22, 2013 ",11/22/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20131122.pdf
Bedrock Manufacturing Company,"Bedrock Manufacturing Company, July 14, 2017 ",7/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/bedrock-manufacturing-20170714.pdf
Beecher Carlson,"Beecher Carlson, December 18, 2018 ",12/18/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/beecher-carlson-20181218.pdf
Behavioral Science Technology Inc,"Behavioral Science Technology Inc, April 22, 2016 ",4/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/behavioral-science-20160422.pdf
BeiGene Ltd,"BeiGene Ltd, September 24, 2018 ",9/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/beigene-20180921.pdf
Beijing Center The,"Beijing Center The, December 11, 2009 ",12/11/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/beijing-center-20091211.pdf
Bell Helicopter,"Bell Helicopter, January 31, 2014 ",1/31/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-20140131.pdf
Bell Helicopter's Training Academy,"Bell Helicopter's Training Academy, August 09, 2013 ",8/9/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-training-20130809.pdf
Bellacor.com Inc,"Bellacor.com Inc, August 22, 2012 ",8/22/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/bellacor-20120822.pdf
Belmont Instrument LLC,"Belmont Instrument LLC, November 30, 2018 ",11/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/belmont-instrument-20181205.pdf
Bel USA LLC,"Bel USA LLC, December 26, 2018 ",12/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/bel-usa-20181226.pdf
Benchmade Knife Co. Inc,"Benchmade Knife Co. Inc, December 26, 2018 ",12/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmade-knife-20181226.pdf
Benchmark,"Benchmark, February 24, 2017 ",2/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20170224.pdf
Benchmark Senior Living,"Benchmark Senior Living, June 22, 2016 ",6/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20160622.pdf
