Matrix Service Company,itu-303481,9/14/2018,1,"name, address, ssn, w-2 tax info",unauthorized access to employee email
Insmed Incorporated,itu-303483,9/14/2018,4,"name, ssn",unauthorized access to employee email account
Southgate Church,itu-303586,9/14/2018,1,names and social security numbers,ransomware
HealthFitness Inc.,itu-303479 (UPDATE) (2),9/14/2018,8,"participants' names and HealthFitness user ID numbers,(and doctor's name was also included for some individuals)",files inadvertently accessible via the internet
"Garvey Schubert Barer, P.C.",itu-303477,9/13/2018,5,"name, ssn, dob, address, compensation info",info improperly accessed by former attorney
"Star America Infrastructure Fund, L.P.",itu-303476,9/12/2018,1,"name, address, ssn",phishing
Delta Pilots Mutual Aid,itu-303472,9/11/2018,5,"Name, Health Insurance Information and Medical Information related to clearance to return to work",phishing
"Peaceful Valley Farm Supply, Inc.",itu-303473,9/11/2018,268,"names, addresses, and payment account numbers as well as email addresses",malware
"C&J Financial, LLC",itu-303474,9/11/2018,,"name, ssn, dln, state ID numbers, financial account numbers",spear phishing
"Roadrunner Transportation Systems, Inc.",itu-303468,9/10/2018,,"driver's license number, financial account number, medical information, health insurance information, Individual Taxpayer Identification Number and Social Security Number",phishing
Commonwealth Foreign Exchange,itu-303470 (1),9/10/2018,3,"name, address, ssn",email system compromised
Commonwealth Foreign Exchange,itu-303470 (2),9/10/2018,3,"name, address, ssn",email system compromised
"Roadrunner Transportation Systems, Inc.",itu-301768 (UPDATE),9/10/2018,,"driver's license number, financial account number, medical information, health insurance information, Individual Taxpayer Identification Number and Social Security Number",phishing
"Roadrunner Transportation Systems, Inc.",itu-303468 (UPDATE),9/10/2018,,"driver's license number, financial account number, medical information, health insurance information, Individual Taxpayer Identification Number and Social Security Number",phishing
"Banker's Insurance Group, Inc.",itu-303830,9/7/2018,1,"name, ssn",unauthorized access to email account
Zurich NA,itu-303831,9/7/2018,2,"name, medical records, ssn",improper access by employee
Nardella & Taylor,itu-301614,9/7/2018,79,"name, address, ssn, financial account info",phishing
Ohio Living,itu-302095,9/7/2018,1,"name, medical record number",unauthorized access to employee email
"Stein Mart, Inc.",itu-302097,9/7/2018,83,"name, address, payment card info",malware
Title Nine,itu-302098,9/7/2018,14,"name, address, payment card info",malware
Sanibel Captiva Trust Company,itu-301622,9/6/2018,6,"Social Security number, driver's license number, and financial account information",unauthorized access to email system
"VenatoRx Pharmaceuticals, Inc.",itu-301623 (1),9/6/2018,3,"name, ssn",unauthorized access to employee email
"VenatoRx Pharmaceuticals, Inc.",itu-301623 (2),9/6/2018,3,"name, ssn",unauthorized access to employee email
"Towne Park, LLC",itu-301620,9/5/2018,34,"name, ssn, dln, payment card info, medical info",phishing
Chesapeake Employers' Insurance Company,itu-301628,9/5/2018,14,"claimant name, address, city, state, phone number, injury type, injury diagnosis, occupation, claims adjuster, physician, attorney, and employer",unauthorized access
Humana,itu-301621,9/4/2018,1,"name, medical/dental/vision claim info, biometric screening info",spoofing
HIAS Inc.,itu-301629,9/4/2018,142,"names, government-issued alien registration numbers, and driver's license",electronics stolen during burglary
Academy Mortgage Corporation,itu-301764,8/31/2018,3,"name, ssn, dln, bank account info",unauthorized access to employee email accounts
"North American Risk Services, Inc.",itu-301765,8/31/2018,3,"name, Social Security number, drivers license number and medical information",unauthorized access to employee email account
Movement Mortgage LLC,itu-301767,8/31/2018,675,"name, ssn, dln, passport number, tax payer ID, payment card info, bank account info",unauthorized access to employee email accounts
"Posternak Blankstein & Lund, LLP",itu-301768,8/31/2018,1,"name, financial account number, routing number",phishing
Air Canadas Mobile+ App,itu-301769,8/31/2018,8,"name, email address, phone number, dob",cyber attack
Sterling National Bank,itu-301770,8/31/2018,1,"name, dln, loan information, payment terms, title certificate, and vehicle identification number",unauthorized access to employee email account
"TKC Holdings, Inc.",itu-301771 (1),8/31/2018,56,"name, ssn",unauthorized access to employee email account
"TKC Holdings, Inc.",itu-301771 (2),8/31/2018,56,"name, ssn",unauthorized access to employee email account
"North American Risk Services, Inc.",itu-301765 (UPDATE),8/31/2018,3,"name, Social Security number, drivers license number and medical information",unauthorized access to employee email account
Woodforest National Bank,itu-301859,8/30/2018,1,"name, ssn",phishing
LÃLLÃ‰baby,itu-301754 (1),8/30/2018,560,"name, payment card info",malware
LÃLLÃ‰baby,itu-301754 (2),8/30/2018,560,"name, payment card info",malware
Dutch Gardens USA,itu-301761,8/30/2018,329,"name, address, payment card info",malware
"Garretson Resolution Group, Inc.",itu-301763,8/30/2018,11,"name, ssn",phishing
"Lipscomb & Pitts Insurance, LLC",itu-301752,8/29/2018,1,"name, dln",unauthorized access to employee email accounts
"SureFire, LLC",itu-301753,8/29/2018,39,"name, payment card info",unauthorized access to web server
"Chapman & Chapman, Inc.",itu-301860,8/28/2018,1,"name, ssn",unauthorized access to employee email
NorthStar Anesthesia,itu-301751,8/28/2018,14,"name, Health Insurance Policy or Subscriber Number, Financial Account Information, and Social Security Number",phishing
"Joint Commission Resources, Inc.",itu-301858,8/28/2018,5,"name, address, phone number, email address, dln, dob",info inadvertently accessible online
Salter Labs,itu-301745,8/27/2018,5,"name, financial account type, security code/pin, credit/debit card number, and credit/debit card expiration date",phishing
"ESJ Towers, Inc.",itu-301746,8/27/2018,6,"name, Social Security number, credit card number, credit card security code, credit card type and drivers license or state identification number",phishing
"Affiliated Service Providers of Indiana, Inc.",itu-301747,8/27/2018,1,"name, ssn",unauthorized access to employee email
"The Arc of Southern Maryland, Inc.",itu-301748,8/27/2018,1022,"name, dob, ssn, financial account info associated with payroll, health info",unauthorized access to email account
Sierra Nevada Brewing Co.,itu-301749,8/27/2018,6,"name, address, e-mail address, credit card account number, credit card expiration date, credit card CVV2 number, and Sierra Nevada account username and password",malware
Cortland Partners,itu-301744,8/23/2018,2,"names, Social Security numbers, password numbers, and financial account information",unauthorized access to email account
"Falcon Point Capital, LLC",itu-301666,8/22/2018,1,"name, address, bank account info, tax payer id numbers",unauthorized access to employee inbox
Redhorse Corporation,itu-301667,8/22/2018,2,"names, addresses, dates of birth, Social Security numbers, drivers license numbers and bank account information",unauthorized access to email account
Cheddar's Scratch Kitchen,itu-301668 (1),8/22/2018,,payment card info,unauthorized access
Cheddar's Scratch Kitchen,itu-301668 (2),8/22/2018,,payment card info,unauthorized access
"Chipotle Mexican Grill, Inc.",itu-301669,8/22/2018,1,"name, bank account number, pay slips",phishing
ChoiceOne Urgent Care,itu-301661,8/21/2018,1,"name, date of birth, Social Security Number and address",phishing
"Munro and Company, Inc.",itu-301662,8/21/2018,32,"name, payment card info",unauthorized access
"Progressions Companies, Inc.",itu-301665,8/21/2018,1,"name, ssn",phishing
"Aqua Finance, Inc.",itu-301807,8/21/2018,23,"name, credit card info, ssn, dob, dln",improper access by employee
Cain Watters & Associates,itu-301809,8/21/2018,9,"name, financial account numbers",unauthorized access to email account
Nazareth College,itu-301811,8/21/2018,1,"name, ssn",unauthorized access to an external storage device
"CNG Financial Corporation, Inc.",itu-301659,8/20/2018,19,"names, addresses, Social Security numbers, and CNG loan information",USB drive lost during shipping
Broad Street Capital Advisors,itu-301660,8/20/2018,1,"name, ssn, dln",unauthorized access to employee email
BMW Bank of North America,itu-301654 (1),8/17/2018,2,"name and address, alerts (payment due, transaction exceeded threshold, etc.), payment information (name and account last 4 of the financial institution used to make credit card payments) and electronic statements of the previous credit card customer",inadvertently viewable due to improper setting
BMW Bank of North America,itu-301654 (2),8/17/2018,2,"name and address, alerts (payment due, transaction exceeded threshold, etc.), payment information (name and account last 4 of the financial institution used to make credit card payments) and electronic statements of the previous credit card customer",inadvertently viewable due to improper setting
Dallas County Community College District,itu-301656,8/17/2018,12,"name, ssn, dln, medical info",unauthorized access to employee email account
"OMNIA Partners, Inc.",itu-301644,8/16/2018,2,"name, ssn",phishing
"Evaluserve, Inc.",itu-301645,8/16/2018,1,"name, address, ssn",unauthorized access
Animoto Inc.,itu-301650,8/16/2018,67186,"dates of birth, geolocation, hashed and salted passwords, and usernames user email addresses",unauthorized access
LA Fashion Enterprise LTD,itu-301651,8/16/2018,20,"name, payment card info",malware
Plan International USA,itu-301653,8/16/2018,16,"names,addresses, dates of birth, and either a Social Security number or passport ID number",improper use by former employee
Druva,itu-301643 (1),8/15/2018,1,"name, address, social security numbers, dates of birth, and other identifying or contact information",stolen laptop
Druva,itu-301643 (2),8/15/2018,1,"name, address, social security numbers, dates of birth, and other identifying or contact information",stolen laptop
Delicato Vineyards,itu-301636,8/14/2018,3,"name, ssn",unauthorized access
"Authentic Recovery, LLC",itu-301640,8/14/2018,3,names indication that the individual is or was a client or potential client of Authentic Recovery and/or limited clinical information,unauthorized access to employee email account
"Brown Constuction Services, Inc.",itu-301816,8/13/2018,1,health info,unauthorized access to email account
Equifax Information Services LLC,itu-301817,8/13/2018,4,"name, address, ssn, bank account info",unauthorized access to accounting system
